Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Pulau Sambu,3454,2342,867621,1625226,2008,2009,2010,2010,2319,3668,4136,4190,218,375,701,708,14,36,25,24,53525.7,4141519,4221036,467300183,948380166,1068090673,135292,388055,476119
Jakarta,2232,870,70587,91967,2005,2007,2007,2007,748,1503,1261,1308,85,168,182,195,30,54,48,52,10456.9,806593,822080,64670476,197224153,229359900,28974,102228,122766
Batu Ampar,1428,879,228539,421104,2007,2008,2010,2010,1452,3442,4644,4744,150,372,719,730,14,46,19,19,14528.7,1116148,1137578,109695311,243508166,276181284,76817,238197,290676
Nipah,1369,731,104640,164391,2005,2006,2008,2009,595,2331,3451,3608,84,229,621,675,27,99,235,231,11433.6,856859,873310,65362420,166552706,176367983,47745,162033,210716
Tanjung Santan,1289,992,97985,176600,2009,2009,2009,2009,1660,1904,2056,2059,149,187,280,281,159,200,222,224,8293.0,640530,652828,48480283,120752605,143121799,37611,146208,176470
Dumai,1271,742,22554,36841,2007,2008,2007,2008,739,1137,1158,1146,56,107,230,230,70,112,122,119,4788.1,368251,375322,21725869,71939532,86221766,17094,67833,83095
New Priok Port,1009,377,38594,43743,2006,2007,2007,2008,594,1531,1198,1380,50,164,417,581,18,49,52,70,4465.8,345421,352053,26751565,83564720,94575867,26513,91024,106106
Taboneo,910,734,77030,141679,2009,2009,2009,2009,1842,1928,2115,2131,155,195,316,318,140,179,187,187,5874.2,454820,463553,35626965,86982534,102828207,39151,147461,177018
Belawan,899,386,13536,21404,2004,2006,2006,2007,486,1106,1077,1174,34,97,297,336,42,100,81,81,2257.5,173602,176935,11826440,39974165,47379203,13155,52542,64579
Surabaya,792,342,18466,24530,2005,2006,2007,2007,848,1810,1352,1410,102,234,232,242,25,71,45,49,3241.6,249742,254537,19117845,63236438,75163603,24139,92962,113473
Bontang,776,549,71988,101879,2007,2008,2007,2008,1695,1836,2157,2028,150,177,245,226,58,104,85,99,6362.9,448673,457288,27085441,94751984,98738231,34904,171178,228283
Muntok,653,367,12813,22049,2009,2009,2009,2009,354,1092,1166,1197,46,130,369,381,44,144,170,175,1534.3,118363,120636,10876091,26105093,31438723,16656,55079,67424
Gresik,557,408,17783,28959,2007,2007,2008,2009,1086,2072,2244,2316,139,217,427,439,55,89,104,106,2643.2,203566,207475,16342784,41864757,52120389,29341,106829,130566
Ciwandan,532,375,21732,35949,2007,2008,2010,2010,1360,2383,2783,2874,134,238,405,413,46,70,90,93,3008.6,231787,236237,17018223,41917540,52631080,31989,118584,149345
Sekupang,498,191,1085,1458,2004,2006,1998,1996,478,1162,1088,1038,50,346,543,508,33,309,430,454,1049.6,80002,81539,6023711,13218245,15858394,12096,30430,38427
Cigading,413,365,43239,77933,2009,2009,2011,2011,2026,3153,3745,3815,225,309,610,619,98,110,120,121,3872.9,299493,305244,21903581,56224960,66995647,53035,208950,255513
Balikpapan,401,291,40708,74920,2006,2007,2008,2008,1619,2355,3159,3237,154,239,525,527,50,77,82,82,3266.1,252533,257382,25797878,59491932,69025414,64334,205388,250378
Panjang,381,272,18428,30647,2006,2008,2009,2010,943,2006,2220,2351,93,204,536,561,64,110,112,118,2050.2,157935,160967,11530745,30847242,37385379,30264,114197,139501
Kotabaru,360,301,19391,32832,2007,2008,2008,2008,1652,1741,1777,1802,147,172,215,215,112,174,190,196,1834.8,141950,144675,11795233,29048349,34790302,32765,120055,142734
Tanjunguban,355,261,8913,12119,2005,2007,2009,2008,476,1386,1731,1590,66,176,409,408,47,65,77,77,1599.6,123218,125584,6490375,24856968,26966617,18283,85551,114682
Semarang,353,155,6132,7941,2003,2008,2005,2005,730,1671,1074,1088,63,164,159,157,33,95,70,76,1108.9,85213,86849,6318739,20926384,25506398,17900,72434,90059
Tanjungbalai,349,76,1051,1677,2008,2009,2008,2008,89,673,1358,1405,18,85,501,504,43,60,98,100,195.4,15022,15311,749450,2968806,3604963,2147,10639,13282
Telukbayur,341,191,8627,13894,2003,2005,2004,2004,1461,1700,1791,1817,132,186,260,265,60,96,98,99,1410.2,108604,110689,7447579,23197235,28898020,21840,89503,110175
Tanjung Sekong,285,200,8689,14250,2006,2007,2008,2008,863,1686,1911,1982,103,188,368,381,39,91,106,103,1473.8,113625,115806,9770066,21372124,27248825,34281,103526,129634
Durian,277,78,1619,2907,2006,2006,2008,2008,201,1012,3815,4727,45,160,892,931,28,60,17,12,215.4,16505,16822,1189374,3110630,3693618,4294,15491,19182
Tanjung Arang  (Bunyu),263,254,18026,33241,2009,2009,2009,2009,1546,1627,1780,1794,140,169,229,230,126,152,158,158,1343.4,103972,105968,9458664,21668345,25934795,35965,126370,150687
Merak,258,128,3520,5242,2009,2008,2009,2009,912,1780,1787,1769,98,175,260,242,26,38,46,43,971.9,74588,76020,4648466,14125463,16794825,18017,69874,86379
Lobam,258,38,1488,2754,2010,2008,2010,2010,45,944,2545,3230,10,157,1200,1228,6,187,62,61,163.7,12504,12744,1328513,3083413,3345580,5149,13767,16700
Tanjung Balai Karimun,239,51,717,1158,2006,2007,1997,1997,154,1270,11742,18303,39,160,3282,3322,22,84,19,19,103.6,7900,8052,709690,1834607,2696391,2969,11714,15208
Pontianak,216,94,1220,1878,2007,2008,2010,2010,593,1331,986,1008,64,189,289,301,40,140,152,160,282.8,21561,21975,2214124,4976083,6721410,10251,35637,46592
Suralaya,166,123,3640,5980,2007,2007,2010,2009,924,1612,2255,2345,94,150,423,435,19,34,28,27,618.4,47561,48474,3676744,9515075,11232860,22149,81288,101570
Cilacap,158,125,31916,57742,2005,2006,2006,2006,2051,3086,4120,4247,196,278,454,461,68,92,91,92,2473.1,191422,195097,19578031,39959372,44808490,123912,352737,438963
Sungai Pakning,148,109,3581,6443,2006,2007,2010,2010,305,1045,2216,2492,35,100,554,586,18,51,27,24,373.4,28747,29299,2007390,5651290,7006889,13563,51226,64312
Kuala Tanjung,145,127,2500,3568,2005,2006,2005,2006,691,1147,1165,1179,51,103,216,211,49,74,78,83,437.2,33681,34328,2053700,7014728,8802503,14163,62371,77225
Belanak Field Terminal,143,138,30130,51225,2008,2008,2009,2010,1602,3428,3568,3702,154,299,863,791,10,84,174,169,2524.3,194561,198296,18506317,42149628,46924114,129415,393208,485383
"Plaju, Sumatra",139,80,494,673,2000,2003,2000,2001,787,1061,1140,1147,114,172,275,278,53,106,108,114,180.3,13710,13974,1298495,3516613,4545602,9342,33325,42437
Bitung,139,94,6197,6501,2004,2005,2005,2007,904,1861,2580,2158,83,194,596,510,54,146,143,132,978.8,70698,72056,4345414,15207108,16295733,31262,130381,170997
Tuban,134,100,5661,9812,2005,2006,2008,2008,781,1307,1257,1280,80,136,210,213,40,48,47,47,626.4,48496,49427,5230986,13338749,15397256,39037,122446,150330
Anoa Natuna Pt.,127,102,2323,3562,2008,2008,2007,2007,834,1797,1815,1788,120,267,328,298,18,93,68,54,349.2,26724,27237,4168967,9908586,12281164,32827,95659,121392
Jabung Batanghari Marine Terminal,124,89,1687,2906,2008,2008,2008,2008,415,834,915,922,63,128,213,215,96,138,196,198,243.4,18758,19118,1569246,3233500,4012262,12655,39849,48730
Tanjungpinang,113,74,1170,1943,2005,2006,2006,2006,498,1204,1569,1600,31,150,406,395,18,46,55,53,160.5,12316,12553,1663108,3858242,4795378,14718,44740,56038
Sungaigerong,112,73,760,1052,2006,2006,2006,2007,563,902,1050,1059,82,126,175,173,46,95,58,58,172.2,13145,13397,1202136,3002025,3949030,10733,38276,50114
Belida Marine Terminal,107,95,4222,7249,2006,2006,2007,2007,818,1371,2009,2077,87,166,431,448,11,55,21,21,397.3,30630,31218,3883956,8542993,10141431,36299,104128,131158
Pomalaa,107,73,7980,13996,2010,2009,2011,2011,2315,2218,2378,2382,193,238,308,309,210,224,230,230,692.8,53652,54682,4838581,10939859,13266955,45220,161962,192130
Amamapare,101,65,2962,4636,2008,2008,2010,2010,2183,2136,2183,2189,201,207,237,234,48,73,81,80,418.7,32223,32842,2838032,7792843,10559651,28099,108775,137228
Pulau Baai,94,63,1364,2088,2006,2006,2003,2005,1024,1579,1817,1749,156,208,285,286,95,195,247,245,233.2,17870,18213,2540979,5568864,6875002,27032,77556,94019
Meulaboh,93,83,3885,6774,2008,2009,2009,2009,1229,1463,1428,1423,104,197,244,243,202,204,204,206,414.5,32093,32709,2866828,6064927,7452299,30826,102437,120156
Kota Baru,91,69,2237,3509,2009,2009,2010,2011,1260,1821,1819,1838,127,179,242,243,34,48,61,61,433.6,33330,33970,2659255,8490287,9984788,29223,110534,133645
Tarahan,86,82,3258,5703,2008,2008,2009,2009,949,1318,1387,1390,110,178,204,202,60,84,104,106,393.5,30401,30984,1598048,5831083,6792569,18582,90816,110788
Kariangau,86,81,4245,7392,2008,2008,2009,2009,1707,1978,2138,2134,172,200,293,295,32,61,38,37,455.3,35161,35836,2595196,8151537,9815711,30177,128547,158761
Pare Pare,73,18,1015,1214,1993,2002,2002,2007,1053,1759,1600,2052,41,171,277,381,32,45,65,54,207.4,15719,16021,2185649,5687564,7243840,29940,86999,109896
Ardjuna,72,54,5070,9246,2007,2007,2011,2011,1044,2187,4392,4892,87,195,947,991,20,53,185,197,491.7,37896,38624,3520394,7515403,8798501,48894,150438,186029
