Inventory,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
All Global Voyages,2658748.0,54999.0,81267189.0,114150482.0,2003.0,2002.0,2009.0,2009.0,366.0,1368.0,1510.0,1787.0,41.0,222.0,402.0,445.0,19.0,84.0,69.0,77.0,9296550.7,707533846.0,721118495.0,52903800409.0,144910309539.0,167566454198.0,19898.0,67929.0,83365.0
All International Voyages,1229088.0,41343.0,71953337.0,102531468.0,2004.0,2004.0,2009.0,2009.0,668.0,1826.0,2058.0,2439.0,67.0,229.0,428.0,472.0,22.0,79.0,69.0,77.0,7386879.1,561972490.0,572762361.0,42427448654.0,117844885887.0,135247567982.0,34519.0,120548.0,148093.0
All Domestic Voyages,2658748.0,54999.0,81267189.0,114150482.0,2003.0,2002.0,2009.0,2009.0,366.0,1368.0,1510.0,1787.0,41.0,222.0,402.0,445.0,19.0,84.0,69.0,77.0,9296550.7,707533846.0,721118495.0,52903800409.0,144910309539.0,167566454198.0,19898.0,67929.0,83365.0
Int. Arr. Inventory,2.0,2.0,105.0,180.0,2005.0,2005.0,2013.0,2013.0,1858.0,1858.0,3167.0,3170.0,176.0,176.0,299.0,299.0,87.0,87.0,167.0,167.0,11.5,892.0,910.0,82492.0,164123.0,204083.0,41246.0,130998.0,152847.0
Int. Dep. Inventory,2.0,2.0,57.0,98.0,2005.0,2005.0,2013.0,2013.0,2270.0,2270.0,1726.0,1725.0,376.0,376.0,435.0,435.0,6.0,6.0,8.0,8.0,9.3,714.0,728.0,55090.0,113506.0,143490.0,27545.0,84394.0,100933.0
Domestic Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
