Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,222,64,1084,1380,1994,2001,2003,2003,453,1511,1328,1287,66,171,221,223,56,108,119,122,275.0,21022,21426,1330868,4120431,5836465,5995,26098,34432
Liquefied gas tanker,181,53,8483,9654,2013,2011,2013,2013,916,3006,3203,3204,108,252,537,536,38,66,57,57,1379.5,106435,108479,2911935,17369116,15184103,16088,126595,189783
Container,113,25,1986,2515,2004,2004,2004,2004,443,937,879,873,43,100,195,196,165,148,104,105,522.1,40015,40783,2149155,7369171,8140734,19019,67563,79507
Bulk carrier,80,58,3025,5110,2006,2008,2009,2009,1831,1816,1752,1757,170,195,212,212,88,151,158,159,339.8,26261,26765,2032611,4689278,6180477,25408,94667,115221
Service - tug,77,16,9,7,2006,2005,2005,2006,469,682,596,606,110,208,266,274,61,102,212,205,33.9,2545,2593,184744,436865,584939,2399,6195,8365
Chemical tanker,49,24,1146,1698,2010,2011,2010,2010,1866,1936,1936,1929,171,200,220,222,40,42,54,54,265.3,20442,20835,1145592,4073303,4817180,23379,93750,112639
Cruise,28,19,1259,154,1998,1998,1999,1999,1234,1144,1131,1096,82,85,108,106,24,21,28,28,291.9,22596,23030,614316,3355585,4084686,21940,102954,113331
Oil tanker,27,5,472,821,1995,2003,2005,2005,1877,1963,2012,2024,194,199,193,194,77,66,71,74,143.6,10976,11186,860925,1148050,1214007,31886,94374,121512
Service - other,12,2,1,0,2008,2010,2007,2007,424,236,373,439,130,92,213,217,27,22,33,34,4.6,348,354,2180,4473,4819,182,404,456
Ro-Ro,10,2,1,1,2010,2010,2010,2010,35,35,86,86,14,18,55,55,11,10,23,23,4.2,313,319,3764,29022,13695,376,919,1310
Refrigerated bulk,5,3,25,27,1984,1989,1993,1992,2374,2503,2491,2451,246,304,317,321,12,39,34,35,26.8,2027,2066,81376,177811,200288,16275,34682,37447
Ferry-pax only,1,1,2,0,2018,2018,2018,2018,1839,1839,1839,1839,123,123,123,123,8,8,8,8,0.2,15,15,14522,29575,37255,14522,33770,44520
