Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Koege,559,66,563,208,1999,1994,2007,2001,92,175,98,114,7,27,25,52,1,42,4,14,200.0,15018,15306,1099686,2684291,3301837,1967,4511,4654
Roenne,504,97,881,301,2004,1992,2008,2006,183,294,149,170,7,64,18,43,10,63,15,19,290.0,21776,22194,1664112,4161305,5193742,3302,7682,7993
Aarhus,488,156,1776,552,2000,1999,2011,2007,116,155,533,193,13,27,548,306,12,28,13,21,782.7,58762,59890,2143194,5520898,6743105,4392,10723,11208
Aalborg,474,137,665,838,1993,1996,2005,2005,147,272,282,333,16,43,240,285,11,35,45,51,191.0,14394,14670,980623,2665661,3421176,2069,6904,8788
Fredericia,391,117,638,672,2000,1998,2002,2002,136,178,155,163,12,24,29,35,13,29,31,40,232.1,17426,17760,832154,2224143,2729573,2128,6538,8029
Skagen,360,251,1163,1670,2001,2002,2007,2007,164,307,205,208,18,83,82,76,12,87,80,84,716.9,53815,54848,1637079,3918960,4648136,4547,12906,15770
Copenhagen,353,119,285,302,1988,1995,1999,1997,138,166,169,158,16,31,32,31,15,24,25,31,134.9,10129,10324,695736,1829097,2287014,1971,5987,7631
Kalundborg,349,140,981,1391,1998,1998,2008,2008,155,430,502,448,17,62,283,230,15,47,156,68,292.2,22005,22428,1152916,2953848,3575836,3303,9761,12102
Thyboron,333,89,222,251,1985,1994,2000,2000,149,614,379,332,23,158,263,223,10,90,208,184,225.6,16937,17262,1723755,3691363,4132334,5176,11937,13944
Esbjerg,299,85,285,357,1985,1996,2002,2001,159,675,332,318,21,151,122,115,8,91,56,47,151.0,11330,11547,1526603,3474122,4071126,5106,12767,15424
Lindoe,276,75,1380,585,1990,1996,2013,2009,138,1104,1553,480,20,268,3708,1955,11,77,98,165,599.5,45010,45875,2217554,5358476,6674793,8035,18804,20001
Grenaa,255,119,178,144,1994,1993,1992,1997,139,348,388,241,20,126,105,129,11,49,189,76,134.3,10082,10275,605179,1460474,1837671,2373,6274,7731
Nordhavn,196,54,421,230,1994,1996,2002,2000,136,145,148,147,11,32,13,13,6,31,8,6,112.1,8420,8582,359609,974340,1233784,1835,5408,6353
Hanstholm,151,56,102,116,1985,1994,1999,1998,215,589,426,391,21,128,488,499,12,106,119,108,75.7,5683,5792,702920,1549502,1760132,4655,11050,13049
