Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,7118,1400,21655,29848,1997,2001,2005,2005,366,851,872,865,41,88,250,248,25,52,93,94,5565.3,421196,429283,42018185,125723917,179056493,5903,22811,31065
Chemical tanker,2137,584,16178,25856,2003,2007,2008,2008,394,886,857,879,43,99,208,211,19,42,55,55,4139.8,312540,318541,15106319,58915128,70265513,7069,31641,38788
Miscellaneous - fishing,1478,340,1714,1216,1993,1993,1998,2002,443,1119,1202,1018,61,173,451,376,20,176,272,192,1329.6,99906,101825,8549853,18965222,21561537,5785,13614,16139
Bulk carrier,1388,820,84763,146865,2005,2009,2011,2011,837,2534,2440,2451,84,247,472,475,63,123,142,142,8607.1,659512,672175,46624158,114352698,145392140,33591,131726,160535
Ferry-RoPax,1183,40,19178,2638,1998,1994,1998,1998,279,1435,519,600,19,162,193,220,5,119,179,220,4712.2,346506,353159,16398778,40549646,49756995,13862,29591,26961
Container,1126,156,12277,12986,2005,2006,2010,2009,351,562,512,498,36,52,82,81,12,35,52,58,2261.0,170334,173604,10473441,35431620,39145656,9301,32914,39197
Oil tanker,1111,352,60690,109343,2004,2007,2009,2009,457,1762,1655,1695,53,183,487,499,26,58,66,63,6814.3,518356,528309,52379930,102396990,115434834,47147,120172,148302
Service - tug,839,169,322,242,1993,1997,2001,2001,195,647,479,509,39,132,310,325,19,214,442,494,474.0,35607,36291,6201095,14663723,19633933,7391,19085,25768
Ro-Ro,733,55,5862,3666,2001,2002,2005,2004,325,501,407,421,22,52,64,56,8,25,28,31,1485.3,111661,113805,4630283,14320805,11417715,6317,14968,17085
Service - other,474,136,814,839,1991,1992,2001,2001,299,1110,698,631,44,364,742,539,24,213,186,176,572.2,42964,43789,5851252,12005484,12936636,12344,27468,31016
Cruise,473,94,14374,1453,1993,1994,2007,2006,304,408,491,475,33,35,43,43,9,22,22,19,3594.5,269863,275044,4021968,24830981,29731822,8503,46254,52172
Liquefied gas tanker,228,88,7420,5528,2006,2009,2008,2009,359,593,1225,1125,34,65,289,279,25,37,42,41,1002.0,67867,69170,1866582,10129213,9003498,8187,57982,84937
Refrigerated bulk,204,76,2048,2144,1993,1993,1993,1993,696,1106,1540,1606,56,94,295,297,32,116,90,90,1212.9,91641,93401,6361233,13899603,15656595,31183,66450,71746
Vehicle,130,30,1167,376,2003,2002,2003,2002,312,317,311,309,25,26,27,27,10,19,18,19,141.7,10627,10831,380842,1679104,1944573,2930,11135,11984
Ferry-pax only,114,15,21,4,1963,1967,1981,1971,167,562,532,330,26,73,325,334,24,407,138,111,45.7,3432,3498,302470,616008,775980,2653,6170,8134
Other liquids tankers,8,1,8,13,1988,1988,1988,1988,508,508,504,504,72,72,71,71,22,22,27,27,10.6,795,811,6814,19457,41949,852,2951,4768
