Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,7103,1403,17909,24692,1997,2001,2004,2004,389,706,723,718,46,78,169,169,16,30,36,33,4675.1,352679,359451,38540762,114446114,163054073,5426,20446,27993
Chemical tanker,2128,588,15656,25042,2003,2007,2008,2008,429,847,833,855,44,86,240,241,14,30,35,34,3836.7,289318,294873,15139950,58040259,69224320,7115,31248,38246
Miscellaneous - fishing,1499,337,1470,1211,1993,1993,2002,2004,470,984,1031,1003,74,203,301,272,16,139,330,264,1399.2,105076,107093,8513952,18885587,21471000,5680,13367,15846
Bulk carrier,1389,828,55291,96842,2005,2010,2011,2011,650,1440,1581,1606,69,145,435,444,8,23,25,25,4982.3,379747,387038,29635622,72024581,89659763,21336,82015,99440
Ferry-RoPax,1181,41,16853,2250,1998,1995,1999,1999,281,2022,456,512,18,398,219,275,5,126,69,83,3996.0,292664,298283,14034234,34684372,42573130,11883,25372,23175
Container,1124,156,7929,8562,2005,2006,2007,2007,258,499,332,329,29,42,62,56,9,29,39,32,1769.2,133405,135966,8943735,28852487,32306205,7957,26870,31793
Oil tanker,1113,354,33860,60254,2004,2007,2008,2008,403,987,926,936,44,105,217,217,13,52,60,59,5681.5,428564,436793,32589532,64376853,72935875,29281,74387,91919
Service - tug,834,170,395,300,1993,1997,2004,2004,215,464,590,633,45,203,566,647,19,106,269,305,460.6,34608,35272,7664096,18123281,24266094,9190,23729,32038
Ro-Ro,727,55,6261,4001,2001,2002,2005,2005,325,499,439,464,23,77,167,188,4,127,27,27,1615.8,121353,123683,4803808,13091038,11397094,6608,15620,17464
Service - other,483,148,1395,2819,1992,1994,2008,2011,294,609,879,1170,45,193,242,237,19,201,131,130,521.6,39225,39978,19674832,40368437,43499435,40735,90641,102347
Cruise,473,94,15123,1551,1993,1994,2008,2007,293,438,517,508,34,46,87,85,9,16,10,11,3608.2,269953,275136,4104139,26049827,31522432,8677,48659,55626
Liquefied gas tanker,224,87,13959,11394,2006,2009,2009,2009,487,1517,2361,2376,43,129,422,426,19,37,33,32,1779.7,127851,130305,4420320,21440485,19290770,19734,115235,161424
Refrigerated bulk,200,73,3079,3212,1993,1993,1993,1993,623,1907,2398,2504,55,153,352,354,5,14,10,9,1232.6,93712,95512,9527959,20819052,23450704,47640,101520,109611
Vehicle,130,30,2219,745,2003,2002,2002,2001,374,466,590,611,33,35,48,49,7,8,14,14,229.4,17269,17601,754201,3325219,3850942,5802,22052,23732
Ferry-pax only,113,15,14,3,1963,1967,1982,1967,140,445,362,242,30,89,99,110,16,107,53,39,25.4,1905,1941,221219,450534,567533,1958,4553,6002
Other liquids tankers,8,1,7,12,1988,1988,1988,1988,449,449,469,469,52,52,56,56,24,24,53,53,14.3,1074,1095,6351,18135,39099,794,2750,4444
