Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Norway,3925,926,26928,15145,1996,1999,2004,2006,271,453,475,535,24,66,124,157,11,45,31,47,6042.9,444147,452674,23217692,65245581,80113921,5915,17528,20985
Sweden,3742,1132,14622,11120,1999,2001,2002,2006,165,400,492,379,23,54,167,118,13,46,31,51,4229.5,317526,323623,16868965,47454848,60009619,4508,13929,16699
Germany,2480,830,12046,11346,1994,1997,2010,2011,207,384,407,443,27,64,156,107,21,53,293,91,2572.2,193216,196926,11249901,32061549,37785966,4536,13978,16973
Poland,1369,635,5200,7030,1994,1999,2007,2007,363,440,455,480,38,57,69,77,30,88,91,105,1452.9,108956,111048,6164850,17721518,21783767,4503,15048,19319
United Kingdom of Great Britain and Northern Ireland,1149,541,9791,10223,2003,2002,2006,2007,560,733,605,671,56,101,95,118,19,65,50,59,2378.4,178804,182237,13548789,34002699,42153520,11792,34335,42630
Russian Federation,1030,709,18050,29232,2002,2004,2007,2008,821,913,946,934,73,99,128,125,47,98,103,90,2816.6,211001,215053,17762313,46893781,56549139,17245,56443,71453
Netherlands,998,600,9594,12680,2001,2002,2009,2009,509,691,884,983,60,111,328,399,25,82,59,42,2230.0,167796,171018,10435285,27731212,32999081,10456,32509,40054
Latvia,683,386,3757,6102,1998,2000,2007,2008,515,671,722,723,51,63,99,90,32,69,109,110,800.5,60133,61287,5418753,14971981,19799360,7934,27589,35842
Lithuania,549,307,2398,2962,1997,2000,2004,2005,432,514,447,470,45,71,55,61,24,80,54,62,637.5,47610,48524,3031973,8201761,10408945,5523,17836,22811
Finland,471,289,5182,6727,2004,2005,2007,2008,728,909,935,992,66,104,186,203,28,73,71,78,1286.4,96764,98622,5776005,15787867,20135898,12263,42187,52460
Estonia,380,287,5435,6166,2002,2003,2007,2008,687,823,764,784,68,100,85,103,19,72,39,53,1121.4,84210,85827,4673049,14431596,17886312,12297,44867,55630
Belgium,255,158,2546,2953,2002,2003,2005,2006,556,702,640,735,55,90,150,191,18,52,48,56,601.5,45239,46108,2338985,6975270,8601043,9172,32981,41080
Faroe Islands,236,62,2662,1583,1995,1995,1998,1996,753,1653,772,854,46,208,137,123,8,130,124,102,741.3,55857,56930,4623267,15491961,14739172,19590,51682,60526
Spain,199,174,5265,8742,2006,2006,2009,2010,1955,1941,1971,2056,184,190,206,207,30,46,48,48,749.7,57156,58254,5958904,15580180,20385445,29944,106034,134592
United States of America,167,157,27122,47304,2009,2009,2009,2009,4983,4980,5140,5167,444,472,522,527,62,97,94,91,2859.9,218618,222816,20433029,49733059,60023418,122353,401448,500206
Iceland,146,53,1397,1495,2002,1999,2004,2005,1244,1215,1208,1252,104,127,99,105,25,34,27,31,389.5,29547,30115,2686121,8055174,9302743,18398,57798,70628
France,114,102,1745,2566,2002,2004,2009,2009,768,1099,1018,1022,92,114,159,171,32,88,63,63,293.6,21828,22247,1580671,4631967,5735443,13866,51879,66711
Turkey,76,73,7058,12008,2008,2008,2009,2009,3768,3744,3824,3843,328,332,339,342,95,99,110,112,793.9,60999,62170,4755149,11891580,15501690,62568,239522,296329
