int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Hamburg,3011,1312,2005,2005,2010,2010,65830896194,79591082024,446,1015,804,931,9039,685131
Brake,709,528,2003,2004,2010,2010,10427276110,16772356890,560,1108,1695,1709,1312,99804
Rostock,3617,777,1998,2001,2005,2007,25701819913,19534240662,243,794,304,635,5377,404557
Emden,1289,422,2002,2004,2009,2007,34805130061,15475777234,350,1325,1546,1407,3112,237051
Stralsund,271,155,1999,1997,2001,2001,407518115,586270452,389,560,515,521,146,10990
Cuxhaven,1070,302,2001,1999,2004,2004,6961055609,3889717863,365,671,504,505,1693,127109
Bremerhaven,4006,1111,2005,2006,2008,2008,172249680794,138710422214,418,1021,919,890,19672,1496092
Wilhelmshaven,909,455,2006,2005,2014,2013,58123695346,69623577754,382,973,1364,1275,5854,446390
Wedel,30,25,2004,2003,2005,2005,253205709,245305062,373,492,510,459,83,6206
Zinnowitz,25,25,1997,1997,1996,2002,44252677,32263714,325,372,288,176,16,1186
Altenwerder,2681,900,2007,2008,2011,2011,105385259925,136252768683,435,1144,797,929,10982,832854
Wismar,850,345,1995,1997,1999,2000,1343998348,1834393674,376,550,507,525,548,41197
Spiekeroog,58,57,2001,2002,2009,2009,563605675,832891504,363,702,791,811,94,7084
Vierow,183,132,1996,1997,2002,2002,270029777,403088934,367,600,653,657,104,7815
Brunsbuettel,312,227,2002,2003,2008,2008,3022818443,4724049819,442,591,789,830,533,40075
Juist,34,32,1993,1993,2002,2001,17599030,16810028,317,613,322,328,25,1891
Eckernfoerde,85,77,1996,1995,2002,2004,291025184,343597579,406,542,550,591,98,7401
Bremen,344,181,2002,2002,2009,2010,3622683622,5155017052,389,1129,1302,1529,661,50270
Helgoland,432,322,1999,2000,2008,2009,3597065364,4909833230,368,836,827,829,923,69452
Hamburg-Mitte,567,272,2005,2004,2007,2007,14492685076,9265371223,408,782,755,793,1764,134006
Lemwerder,70,60,2001,2002,2008,2008,599984704,899184852,447,856,1033,1029,98,7464
Mittelsburen,542,363,2003,2004,2009,2009,6447694042,10338782434,440,977,1007,1009,921,69787
Flensburg,51,42,1993,1993,2010,2004,137981569,99039788,393,430,425,495,50,3721
Mainzlar,78,43,2000,2002,2011,2012,657036075,1108785875,618,2060,2657,2827,129,9816
Audorf,19,18,1992,1992,1992,1992,16218870,22898103,402,351,356,359,6,456
Travemunde,2889,80,1999,2000,2003,2003,26678717106,7466891543,139,479,278,291,6614,496603
Ostermoor,439,256,2006,2007,2009,2009,4630104846,7613903210,406,797,1010,1051,777,58735
Mukran,543,209,2002,2001,2002,2008,1958821488,1896732102,233,616,461,596,745,56021
Kiel,222,104,1976,1991,2006,2004,810828146,470773562,239,478,454,494,283,21293
Baltrum,36,34,2006,2006,2009,2009,1605342333,2025486928,433,1004,1291,1226,146,11096
Langeoog,45,37,2001,2004,2008,2008,1083182158,1872127134,397,819,990,1049,125,9440
Friedrichsfeld,5,4,2003,2004,2001,2001,1551231,2192208,86,131,155,156,1,52
Neuhaus,188,172,2001,2001,2006,2006,559412555,734161912,498,576,632,629,176,13239
Buetzfleth,754,264,2002,2004,2007,2008,5569296096,8732413895,415,897,1031,1136,1347,101452
Sassnitz,217,101,1997,1997,2007,2007,351617451,350991746,237,613,500,589,184,13782
Neuendorf-Hiddensee,186,68,1993,1998,2005,2006,134538999,172434651,141,519,294,305,92,6892
Borkum,191,108,1999,1997,2005,2003,198416299,142833051,539,1451,497,457,357,26820
Viewrow,36,29,1996,1997,1997,1998,22169787,31153243,259,391,408,404,24,1784
Nordenham,176,151,2005,2004,2008,2009,3304221058,5622182265,550,950,1244,1273,445,33690
