port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Cuxhaven - Helgoland,698,89,1986,1988,2004,1998,233271742,80082198,104,304,273,163,284,21305
Glueckstadt - Wedel,160,4,1995,1978,1987,1980,3463123,2202321,55,105,110,164,10,765
Glueckstadt - Altenwerder,10,4,1995,1994,1995,1996,289503,236678,72,61,50,42,1,74
Wedel - Stadersand,35,5,1995,1998,1996,1996,53665316,77474992,66,690,1472,1655,20,1493
Wedel - Buetzfleth,57,4,1995,1998,1994,1994,100620335,142712944,52,1684,2049,2344,40,3038
Wedel - Cuxhaven,65,14,1997,1990,2006,2004,190067219,248254401,181,513,1536,1594,83,5990
Glueckstadt - Buetzfleth,7,1,1995,1995,1995,1995,75946,6510,80,80,77,77,0,37
Glueckstadt - Stadersand,33,6,1998,2000,2013,2014,3253763,2870488,59,118,183,203,3,245
Glueckstadt - Cuxhaven,45,6,2000,2001,2016,2016,44158102,40647014,159,594,1415,1572,22,1478
Wedel - Altenwerder,19,11,1994,1991,1990,1999,958067,583325,66,97,36,23,5,343
Stadersand - Buetzfleth,6,1,1995,1995,1995,1995,35448,3038,40,40,42,42,0,14
Cuxhaven - Buetzfleth,103,22,1977,1996,1997,1998,88234261,122889711,105,317,591,664,60,4528
Cuxhaven - Stadersand,17,12,2000,1999,2006,2004,111792796,134274741,271,799,1414,1294,38,2636
Brunsbuettel - Hamburg,84,65,1996,1998,2001,2002,15566801,22351022,44,59,52,50,18,1322
Brake - Spiekeroog,63,54,2007,2008,2010,2010,40366076,60693650,53,61,59,59,24,1784
Hamburg - Juist,2,2,2004,2004,2008,2008,12562731,13393153,126,126,124,124,1,105
Baltrum - Brunsbuettel,3,3,2008,2008,2008,2008,20119451,36860212,111,106,103,102,10,746
Nordenham - Brake,105,29,1996,1992,2004,2004,38323956,37659702,199,273,347,352,71,5370
Brake - Lemwerder,37,10,1986,1984,1989,1987,7759984,1525302,186,1463,910,361,9,704
Lemwerder - Mittelsburen,16,6,1990,1990,2003,2004,10100849,10254182,107,313,947,1108,6,464
Lemwerder - Nordenham,10,6,1983,1978,1981,1981,841750,514792,79,100,147,153,2,127
Nordenham - Mittelsburen,19,12,1990,1995,1992,1994,843945,493355,112,127,115,82,4,302
Mittelsburen - Brake,86,17,1987,1992,1996,2000,7358078,7292654,115,224,177,162,27,2046
Brake - Lienen,9,7,1972,1971,1975,1974,320588,188343,93,173,153,129,4,289
Brake - Bremerhaven,79,29,1995,1998,2005,2005,162857669,189767631,191,441,2282,2554,71,5367
Bremerhaven - Lemwerder,20,9,1984,1984,1981,1981,1617622,970141,87,152,208,225,4,263
Lemwerder - Elsfleth,3,2,1987,1987,1987,1987,72521,36519,79,97,101,105,1,48
Elsfleth - Blumenthal,3,3,1972,1972,1978,1976,73487,44015,68,111,102,114,1,52
