int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
La Libertad,365,316,2009,2010,2011,2011,58246284688,100388600748,2527,4950,5450,5632,5633,435651
Puerto Bolivar,313,152,2002,2001,2002,2003,18190616824,22973665960,2850,3859,3413,3354,5418,414856
Guayaquil,1229,419,2006,2008,2007,2007,45250854899,54711174703,771,1559,1319,1310,7932,610738
Manta,297,192,1997,2000,2005,2003,15613717772,6961868545,797,3172,1887,1868,2000,152904
Esmeraldas,481,230,2008,2008,2009,2009,48693320027,73139576699,1009,2021,2569,2571,5584,430802
Baltra,53,17,1999,1996,2000,1998,13458126,8749866,83,92,98,104,53,3992
Posorja,140,104,2003,2004,2006,2007,5122149365,6172662661,768,2764,1438,1421,1118,85623
Duran,60,53,2008,2007,2010,2010,1110650056,1807674642,798,1420,1112,1101,176,13508
Monteverde,27,8,2012,2013,2013,2012,2319205850,2742300836,2341,1784,1886,1869,309,23877
Baquerizo Moreno,23,11,2000,1999,2001,1999,6529063,5054323,101,87,119,135,11,830
Salinas,10,10,2005,2005,2007,2008,762715681,1440442477,980,2706,1941,2322,62,4774
Caleta Tagus,6,6,1996,1996,1981,1981,21806040,15553333,139,670,1165,949,7,542
Seymour,4,3,2005,2006,2005,2003,628168,64578,93,77,97,89,1,72
Puerto Ayora,22,3,2002,2000,2002,2001,6796971,969201,74,376,121,144,12,933
San Lorenzo,2,2,2010,2010,2011,2011,249792544,356867246,10267,10267,8009,7597,41,3171
Puna,1,1,2014,2014,2014,2014,17682555,26794680,756,756,756,756,2,132
Puerto Villamil,4,3,1976,1975,1980,1980,8581261,6055071,81,344,725,663,2,188
