int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
La Libertad,412,344,2009,2010,2010,2010,22112722901,36107692720,1153,1777,1853,1807,2793,215962
Puerto Bolivar,279,101,1999,1997,2002,2001,7808673455,8345550411,2075,1887,2153,2121,3358,255984
Posorja,229,157,2005,2005,2006,2007,8935596549,11660847201,1060,3254,1728,1771,1748,133859
Guayaquil,1098,378,2007,2008,2008,2008,41159759607,51243261447,802,1721,1287,1312,6634,511316
Esmeraldas,487,237,2008,2008,2009,2009,31638326602,50981559825,824,1490,1652,1764,4347,336104
Manta,327,220,1998,2001,2007,2007,14185563605,8298403087,809,2676,1555,1890,2039,155708
Baltra,42,7,2000,1992,2001,1999,19452610,9169368,101,441,169,248,115,8642
Duran,47,40,2005,2007,2012,2012,696153323,1149948257,745,824,921,923,311,23508
Monteverde,27,8,2012,2013,2012,2012,2812336129,3358699889,2492,2102,2287,2289,442,34156
Baquerizo Moreno,14,9,1998,1996,2004,2001,3060824,1924930,62,287,106,87,133,9976
Salinas,17,17,2006,2006,2005,2005,970545359,1404590920,1135,1644,1282,1244,128,9865
Puerto Ayora,34,14,1999,1996,1998,1998,9356082,3272415,143,858,140,134,761,57160
Caleta Tagus,10,6,1994,1994,1988,1985,81810733,49714580,181,12888,1722,991,43,3220
Puerto Villamil,4,2,1989,1989,1998,1998,2745216,4396473,78,137,214,221,2,114
Seymour,5,3,1995,1991,1998,1997,1056492,151660,73,68,84,80,2,168
San Lorenzo,2,2,2010,2010,2011,2011,246520106,385245964,6277,6277,7904,8201,27,2080
La Puntilla,1,1,1980,1980,1980,1980,11850459,12238126,7601,7601,7601,7601,1,106
