port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Guayaquil - Puerto Bolivar,622,66,2004,2000,2003,2003,959283573,1209241512,107,147,126,126,414,31526
Manta - Esmeraldas,47,35,2003,2006,2008,2007,229974781,126070415,167,193,180,193,35,2643
Baltra - Seymour,74,8,1988,1994,1980,1981,14282481,3559423,209,213,137,126,69,5185
Seymour - Baquerizo Moreno,144,11,2000,1996,1989,1988,21608400,4457195,99,150,123,123,41,3057
Baquerizo Moreno - Baltra,462,33,1995,1995,1990,1997,164374837,109596870,141,169,227,218,486,36530
Baltra - Caleta Tagus,410,25,1992,1995,1992,1996,172250440,109137167,158,290,265,369,284,21358
Posorja - Guayaquil,317,137,2006,2005,2006,2006,1289324795,1710805822,74,209,208,213,357,27246
Manta - Guayaquil,32,21,1998,1998,2005,2006,158124491,145217540,215,2571,481,704,114,8631
La Libertad - Guayaquil,1032,28,2001,2001,2003,2003,602634940,927231508,133,196,171,169,848,63892
Puerto Bolivar - La Libertad,197,67,2000,2006,2005,2005,396598894,649570032,114,133,126,126,359,27643
Puerto Bolivar - Posorja,37,27,2002,2000,2007,2007,481553070,697186323,61,1193,537,645,104,7958
Esmeraldas - Guayaquil,25,19,2003,2004,2007,2008,238312770,262170782,395,617,476,482,42,3270
Manta - Baquerizo Moreno,4,2,1980,1980,1981,1981,8705756,7083826,73,2174,1804,1406,7,502
Baquerizo Moreno - Puerto Villamil,74,9,2003,2005,2000,2001,16434898,9542202,196,290,171,130,54,4065
Puerto Villamil - Manta,3,2,1980,1980,1981,1981,36780765,29675241,40,9210,9472,7616,30,2271
Puerto Bolivar - Esmeraldas,30,12,2000,2004,2003,2003,261090550,428772215,338,355,346,347,80,6200
Guayaquil - Guayaquil,236,9,2000,2003,1997,1997,9818020368,11366889733,1618,1626,1623,1622,1648,127334
La Libertad - Manta,99,19,1995,1997,2001,2001,47188839,69815289,111,160,155,149,133,10031
Duran - Puerto Ayora,5,5,2001,2001,2006,2003,1264904,452511,686,800,783,820,14,1049
Puerto Ayora - Puerto Villamil,102,16,1999,2000,2002,1999,13640614,7858965,124,223,155,126,86,6436
Puerto Villamil - Baltra,117,16,1999,1994,1994,1997,55563813,31805355,194,231,228,195,127,9545
Baquerizo Moreno - Puerto Ayora,266,21,1996,1998,1994,1997,60344499,35579575,108,173,131,167,151,11331
Puerto Ayora - Baltra,154,19,1993,1996,1992,1990,50621217,41548509,187,230,252,296,206,15496
Posorja - Duran,45,31,2005,2008,2008,2010,36058011,55950478,74,330,77,76,29,2158
Puerto Villamil - Caleta Tagus,144,16,1997,1997,1995,1996,42431712,48089979,59,140,185,308,76,5757
Caleta Tagus - Baquerizo Moreno,40,8,1997,2004,1992,1992,19278673,3969673,169,262,173,173,32,2393
Esmeraldas - La Libertad,319,46,1998,2005,2002,2002,1683688809,2721804106,254,287,281,281,1058,81703
Esmeraldas - Esmeraldas,14,6,2007,2006,2003,2003,1694153626,3062587467,1065,1632,2767,2933,198,15333
Duran - Manta,9,8,1988,1989,1992,2009,61729415,38749866,232,2263,635,261,63,4731
Salinas - Guayaquil,27,14,2004,2004,2005,2006,56198706,68643463,126,249,150,146,38,2847
Manta - Manta,16,6,1987,1985,1996,1998,457222817,408031676,13371,14358,14928,15580,240,18011
Manta - Puerto Bolivar,8,6,1994,1998,2010,2010,48860469,60137057,254,529,713,1073,25,1921
Manta - Posorja,16,13,1995,1997,1991,1992,276181341,256160929,200,3874,2778,1848,97,7312
La Libertad - Posorja,33,14,2007,2007,2011,2011,71801306,104762029,127,541,354,376,61,4622
Puerto Ayora - Caleta Tagus,150,17,2001,1998,1999,1999,124985010,146636599,218,388,481,730,152,11428
Caleta Tagus - Seymour,30,5,2000,2001,2001,2001,12331634,2359728,155,143,164,165,20,1496
Baquerizo Moreno - Monteverde,1,1,1980,1980,1980,1980,1431057,405447,3986,3986,3986,3986,1,47
Monteverde - Guayaquil,10,3,2002,1997,2004,2005,885483,796698,145,125,164,152,4,285
Guayaquil - Baltra,6,5,1998,1997,2002,2005,10326010,7399148,789,838,854,963,17,1250
Salinas - Puerto Bolivar,7,4,2010,2005,2006,2006,34787885,60250024,167,283,281,266,5,377
Duran - Puerto Bolivar,1,1,1956,1956,1956,1956,673879,555950,3369,3369,3369,3369,5,344
Duran - Baquerizo Moreno,36,10,1993,1991,1995,1995,72905616,94461351,640,751,659,659,45,3430
Puerto Villamil - Duran,1,1,1956,1956,1956,1956,190995,157571,955,955,955,955,1,83
Duran - Guayaquil,4,4,2013,2013,2013,2013,7851528,12179830,88,90,90,90,1,68
Baquerizo Moreno - Posorja,9,6,1997,1996,1996,1995,15032715,17859924,568,600,600,595,5,393
Guayaquil - Baquerizo Moreno,13,6,2001,2003,2000,2000,29105535,32324419,667,1615,854,718,30,2297
Esmeraldas - Monteverde,3,2,2000,2002,2003,2004,1146872,1199887,308,354,325,316,4,269
Monteverde - Duran,2,1,1998,1998,1998,1998,96412,45422,147,147,147,147,1,61
Esmeraldas - Posorja,5,3,2011,2007,2003,2003,16823348,24757950,2508,2159,557,492,14,1070
Esmeraldas - Duran,10,4,2014,2012,2010,2009,14996630,22983712,517,2790,606,569,50,3752
Seymour - Puerto Villamil,5,4,1984,1982,1993,1993,2181016,444020,165,163,185,182,4,287
Esmeraldas - Salinas,1,1,2005,2005,2005,2005,943024,1147472,329,329,329,329,1,78
Posorja - Salinas,2,2,1994,1994,1982,1983,44685600,30546534,12033,12033,9473,6443,12,931
La Libertad - Baltra,31,2,2005,2005,2005,2005,61492599,83470161,590,595,780,784,48,3655
Baltra - Duran,5,4,1982,1978,1978,1977,2080807,2451153,688,718,695,687,35,2610
Puerto Ayora - Seymour,14,6,1993,1997,2001,1991,2356085,585088,126,143,128,66,9,693
Duran - La Libertad,7,4,1990,1988,2001,2002,5876844,8915979,162,524,186,178,7,519
Baltra - Posorja,4,2,1987,1987,1990,1989,7576649,10244314,609,610,607,608,2,154
Puerto Bolivar - Baltra,2,1,2005,2005,2005,2005,3164839,4370006,638,638,638,638,2,148
La Libertad - Baquerizo Moreno,2,2,2002,2002,2002,2002,3713768,5096181,601,601,589,590,2,185
Posorja - Puerto Ayora,1,1,2016,2016,2016,2016,615239,29252,631,631,631,631,0,18
Posorja - Puna,1,1,2014,2014,2014,2014,3755552,5690852,160,160,160,160,0,36
Duran - Puna,1,1,1999,1999,1999,1999,111890,152798,29,29,29,29,0,17
Puna - Baquerizo Moreno,2,1,1999,1999,1999,1999,4725203,6452790,618,618,618,618,2,147
Puna - La Libertad,3,2,1986,1989,1987,1990,1813372,1839531,201,1519,433,335,8,621
Manta - Salinas,2,1,1984,1984,1984,1984,16390384,2300184,6684,6684,6684,6684,22,1665
Puerto Ayora - Guayaquil,2,1,1979,1979,1979,1979,2183460,2556246,1065,1065,1065,1065,9,676
La Puntilla - Posorja,1,1,1980,1980,1980,1980,66961562,69152094,42952,42952,42952,42952,22,1618
