,imp_code_str3,imp_name,HS2,description,USD,tonne
0,858,Uruguay,27," Anthracite, not agglomerated",1153547483.634,2285516.104076
1,858,Uruguay,84, Nuclear reactors,493859594.58,58587.160984
2,858,Uruguay,87, Pedestrian controlled tractors,483388538.18799996,64407.099654000005
3,858,Uruguay,85, Electric motors of an output < 37.5 watts,272604054.533,27295.962471
4,858,Uruguay,39, Polyethylene - specific gravity <0.94 in primary form,254928584.353,155388.379965
5,858,Uruguay,31," Animal or vegetable fertilizers, in packs >10 kg",191591492.86699998,708164.039762
6,858,Uruguay,38, Artificial graphite,131420601.929,40216.764641999995
7,858,Uruguay,61," Mens, boys overcoats, etc, of wool or hair, knit",103915559.954,7726.555700999999
8,858,Uruguay,29, Saturated acyclic hydrocarbons,103477630.089,27180.683888
9,858,Uruguay,62," Mens, boys overcoats of wool or hair, not knit",94471480.62200001,5756.666732000001
10,858,Uruguay,40," Natural rubber latex, including prevulcanised",85372251.977,30405.296456
11,858,Uruguay,73, Sheet piling of iron or steel,81100584.506,42899.999438000006
12,858,Uruguay,94," Seats, aircraft",71806057.21,20142.459235
13,858,Uruguay,10, Durum wheat,70388518.26,408779.24337
14,858,Uruguay,72," Pig iron, non-alloy, <0.5% phosphorus",70193227.868,70716.810046
15,858,Uruguay,64," Waterproof footwear (Wellingtons etc), metal toe cap",68982189.723,5389.544396
16,858,Uruguay,15," Lard, other pig fat and poultry fat, rendered",51359551.931,37140.318655999996
17,858,Uruguay,95," Rideable wheeled toys, dolls carriages",48077111.063,9007.860318000001
18,858,Uruguay,48, Newsprint,43139564.414,34514.905374
19,858,Uruguay,33, Essential oils of bergamot,42321891.258,6051.012203
20,858,Uruguay,90," Optical fibres, except for telecommunications",40785060.091,2526.830294
21,858,Uruguay,76," Aluminium unwrought, not alloyed",33420302.007000003,12441.030144999999
22,858,Uruguay,20," Cucumbers,gherkins, prepared or preserved by vinegar",31340869.163,33329.517197
23,858,Uruguay,89," Cruise ships, excursion boats, ferry boats",30101198.32,1448.374
24,858,Uruguay,30," Glands and other organs, dried, for therapeutic uses",29454695.402,3363.214838
25,858,Uruguay,51," Greasy shorn wool, not carded or combed",26761824.38,6816.6866199999995
26,858,Uruguay,54, Sewing thread of synthetic filaments,26657708.968000002,6671.646105
27,858,Uruguay,42," Saddlery and harness, of any material",26225076.693000004,3056.459936
28,858,Uruguay,32, Quebracho tanning extract,25783920.167999998,10036.036672
29,858,Uruguay,63, Electric blankets of textile material,25336507.246,6856.9128630000005
30,858,Uruguay,28, Chlorine,23868583.109,31359.486217
31,858,Uruguay,25," Salt (sodium chloride) including solution, salt water",23728758.661,337542.632775
32,858,Uruguay,22, Mineral and aerated waters not sweetened or flavoured,23170477.880000003,14922.71397
33,858,Uruguay,70," Glass cullet, waste or scrap, glass in the mass",23125059.752,21998.848424
34,858,Uruguay,82, Spades and shovels,21238472.049000002,2314.7242690000003
35,858,Uruguay,96," Worked ivory, articles of ivory",20502512.473,3356.4500439999997
36,858,Uruguay,34," Soaps, for toilet use, solid",20079790.655,8674.859247
37,858,Uruguay,21," Coffee extracts, essences, concentrates, preparations",18261645.712,3693.213127
38,858,Uruguay,41," Bovine skins, whole, raw",17849449.39,2405.70432
39,858,Uruguay,69," Bricks, blocks and ceramic goods of siliceous earths",17098311.418,35923.852937999996
40,858,Uruguay,23," Flour or meal, pellet of meat or offal for animal fee",16325841.1,67760.25577999999
41,858,Uruguay,16," Sausages, similar products of meat, meat offal & bloo",16223897.73,4522.40087
42,858,Uruguay,03," Ornamental fish, live",15724018.791000001,9180.76147
43,858,Uruguay,83, Padlocks of base metal,14038639.954999998,3201.642865
44,858,Uruguay,08," Coconuts, fresh or dried",13956241.49,8572.47798
45,858,Uruguay,68," Stone setts, curbstones, flagstones (except slate)",13325547.411,22551.269179
46,858,Uruguay,19," Infant foods of cereals, flour, starch or milk, retai",12507622.132,4744.450559
47,858,Uruguay,44, Fuel wood,11870709.212,8479.989381
48,858,Uruguay,07," Potatoes seed, fresh or chilled",11596301.63,13111.85622
49,858,Uruguay,49," Brochures, leaflets and similar, in single sheets",11565631.016999999,1326.5927299999998
50,858,Uruguay,86," Rail locomotives, externally electrically powered",10232471.879999999,17849.32715
51,858,Uruguay,24," Tobacco, unmanufactured, not stemmed or stripped",10083565.13,2412.40044
52,858,Uruguay,35, Casein,9366446.765,1914.070005
53,858,Uruguay,18," Cocoa beans, whole or broken, raw or roasted",9289325.004,4835.743062
54,858,Uruguay,17," Raw sugar, cane",9074485.120000001,10260.077492
55,858,Uruguay,02," Bovine carcasses and half carcasses, fresh or chilled",8707165.75,5981.0775
56,858,Uruguay,04, Milk not concentrated nor sweetened < 1% fat,7442148.06,2468.57467
57,858,Uruguay,74, Copper mattes,7028036.2,866.465133
58,858,Uruguay,60," ""Long pile"" knit or crochet textile fabric",6926689.649999999,2084.09592
59,858,Uruguay,56," Sanitary towels, diapers and similar articles",6016316.592,1682.308464
60,858,Uruguay,12, Soya beans,5987114.104,2067.21079
61,858,Uruguay,55," Filament tow of nylon, polyamides",5658631.52,1901.07936
62,858,Uruguay,59, Gum or amylaceous covered textiles for book covers et,5132772.2,1210.51334
63,858,Uruguay,65," Hat-forms, etc of felt, not shaped, no formed brim",4912318.726,516.173782
64,858,Uruguay,57," Carpets of wool or fine animal hair, knotted",4279565.82,1271.13994
65,858,Uruguay,09," Coffee, not roasted, not decaffeinated",4027878.371,830.05759
66,858,Uruguay,37, X-ray plates and films,3465280.204,408.64281
67,858,Uruguay,88," Gliders, hang gliders",3214872.3899999997,7.2063
68,858,Uruguay,11, Wheat or meslin flour,3206691.919,6414.76889
69,858,Uruguay,47, Mechanical wood pulp,2851639.9000000004,5421.54628
70,858,Uruguay,91," Wrist-watch, precious metal, battery, with hands",2426729.796,193.534276
71,858,Uruguay,52," Cotton, not carded or combed",2281279.75,602.58371
72,858,Uruguay,58," Woven pile fabric of wool or fine animal hair, w >30c",2250888.0549999997,371.415854
73,858,Uruguay,66, Garden and similar umbrellas,2218835.943,648.1001709999999
74,858,Uruguay,92," Upright pianos, including auto-players",2105461.377,153.26937299999997
75,858,Uruguay,71," Pearls natural, not permanently mounted or set",2019460.868,205.85452599999996
76,858,Uruguay,13, Lac,1996965.75,334.64302
77,858,Uruguay,05," Hair, human, unworked, waste of human hair",1382845.883,232.208161
78,858,Uruguay,67," Bird skins and feathers, articles therefrom",1374759.75,241.72863999999998
79,858,Uruguay,36, Propellent powders,1084029.0099999998,485.00979
80,858,Uruguay,93," Military weapons, other than hand guns, swords, etc",795000.867,75.970771
81,858,Uruguay,53," Flax fibre, raw or retted",730158.46,455.60006999999996
82,858,Uruguay,45," Natural cork, raw or simply prepared",630181.91,65.97656
83,858,Uruguay,46, Plaits and products of plaiting materials,604662.46,149.99151
84,858,Uruguay,06," Bulbs, tubers, corms, crowns and rhizomes, dormant",565608.913,98.433502
85,858,Uruguay,26," Iron ore, concentrate, not iron pyrites,unagglomerate",446220.89999999997,10448.0
86,858,Uruguay,14, Bamboos used primarily for plaiting,363229.4,249.530358
87,858,Uruguay,81," Powders, tungsten (wolfram)",229812.00699999998,41.763351
88,858,Uruguay,79," Zinc, not alloyed, unwrought, >99% pure",179293.97999999998,37.33962
89,858,Uruguay,50, Silk-worm cocoons suitable for reeling,139014.11,3.4187200000000004
