int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Ro-Ro,6,4,2002,2002,2002,2002,440051475,251398463,3457,3256,3157,3157,89,6910
Miscellaneous - fishing,141,97,1993,1993,1994,1993,916032099,676486897,3584,4601,4472,4343,512,38426
Cruise,42,21,1998,1997,2001,1999,1660992310,181039862,646,1137,826,914,438,33838
Refrigerated bulk,30,16,1990,1993,1992,1992,703734002,724522360,1161,3423,2327,2361,342,26020
Service - other,24,7,2000,2000,1998,1998,199904961,92883403,1194,1591,1995,1863,87,6600
Miscellaneous - other,2,1,1989,1989,1989,1989,9698975,2613460,752,752,752,752,3,259
Chemical tanker,11,2,2009,2009,2009,2009,87812183,126059410,1406,1648,2007,2006,45,3375
Oil tanker,5,3,1999,2001,2003,2004,416009227,695650709,3640,3525,3401,3304,59,4511
Ferry-RoPax,3,2,2005,2006,2003,2003,36541720,2947435,931,827,1115,1013,8,595
General cargo,21,3,2000,2008,2001,2001,64011592,83462637,1052,1630,1207,1179,25,1887
