Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Chemical tanker,86,55,305,480,2007,2007,2006,2006,87,133,146,146,16,33,52,51,24,29,41,40,124.4,9628,9813,96725,687353,793413,1125,9423,11584
General cargo,75,41,104,152,1987,1983,1993,1992,96,367,432,433,15,108,163,165,98,189,183,199,42.1,3191,3252,323002,939452,1326084,4307,15640,21097
Container,45,29,87,105,2004,2004,2008,2008,55,67,68,68,8,23,24,25,12,14,13,13,24.6,1873,1909,79171,281055,318948,1759,6832,8193
Oil tanker,19,15,196,338,2006,2006,2007,2007,106,228,291,298,30,58,71,71,27,31,77,78,64.8,5017,5113,255106,446126,569008,13427,32600,40481
Liquefied gas tanker,15,8,17,20,2006,2007,2006,2006,87,156,164,166,11,21,27,27,19,20,21,21,10.1,766,780,15185,43993,48583,1012,5542,7288
Bulk carrier,5,5,18,31,1992,1992,2001,2002,148,211,214,213,18,83,118,121,110,100,75,74,4.0,309,315,14225,31117,41412,2845,10057,12167
Vehicle,5,3,21,6,2002,1999,2002,2002,108,154,119,117,9,13,11,11,7,7,8,8,1.7,129,132,6534,28809,33363,1307,4967,5346
Ro-Ro,2,2,4,3,2011,2011,2011,2011,41,41,41,39,32,32,29,35,5,5,5,5,1.0,81,82,3028,5579,6505,1514,3558,3777
Service - tug,1,1,2,2,1991,1991,1991,1991,629,629,629,629,540,540,540,540,1289,1289,1289,1289,1.4,109,111,44903,106182,142172,44903,115948,156549
Service - other,1,1,1,0,1988,1988,1988,1988,74,74,74,74,57,57,57,57,34,34,34,34,0.2,17,17,1551,3182,3429,1551,3451,3897
