Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,1023,332,3939,4523,1983,1986,1987,1988,637,1002,1090,1008,81,120,247,233,74,112,125,122,1052.1,80106,81644,8862713,25919379,36773399,8663,31505,42994
Container,932,181,76473,85339,2004,2006,2012,2012,308,1342,1777,1734,34,93,249,249,15,20,21,21,7783.9,602490,614058,39549310,111506058,130060672,42435,152139,182762
Chemical tanker,237,143,5518,8787,2006,2006,2008,2008,762,1181,1123,1131,79,123,184,186,36,65,87,88,1178.5,91092,92841,2202808,13596011,15821843,9295,67393,82998
Bulk carrier,187,127,4625,7768,2001,2002,2006,2006,843,1390,1411,1415,88,155,256,257,78,106,101,102,538.0,41543,42340,3182192,7839331,10577463,17017,66981,83226
Vehicle,151,90,21418,7235,2006,2008,2009,2008,1505,2971,2699,2681,97,204,316,316,5,6,5,5,1225.4,94886,96708,7326773,32303214,37410414,48522,184431,198488
Ro-Ro,128,16,929,558,1984,1996,1993,1992,621,1017,810,780,41,93,105,106,70,49,127,122,310.4,23669,24123,1224073,7468040,3953333,9563,23102,30689
Oil tanker,66,46,3320,5656,2005,2005,2005,2005,1039,1828,2081,2116,116,197,333,338,32,48,56,56,538.6,41643,42442,4699635,8136626,10336101,71207,179073,221285
Liquefied gas tanker,53,15,287,326,2006,2007,2007,2007,659,815,782,778,90,109,129,129,22,27,24,24,101.1,7723,7871,246166,713184,787584,4645,25429,33440
Cruise,17,2,75,12,1988,1982,1989,1988,423,354,556,545,34,24,60,60,3,12,64,64,26.3,1983,2021,46951,268490,574996,2762,16039,30617
Service - tug,6,6,11,9,1992,1992,2004,2002,1421,3488,2284,2016,214,1434,4697,4179,12,466,65,47,27.6,2073,2113,226784,536276,718044,37797,97599,131776
Service - other,3,2,12,5,1991,1990,1990,1990,638,874,854,864,118,122,147,148,34,49,37,38,3.3,251,256,34816,71436,76976,11605,25824,29159
Refrigerated bulk,1,1,10,12,1994,1994,1994,1994,998,998,998,998,63,63,63,63,578,578,578,578,19.3,1451,1479,34281,74905,84374,34281,73052,78874
