Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,1030,335,2861,3400,1983,1986,1985,1986,491,726,786,744,85,127,238,246,39,62,82,87,781.4,59339,60478,6915924,20187411,28671523,6714,24181,33140
Container,932,180,29611,32913,2004,2005,2010,2009,343,656,683,664,31,53,81,80,20,25,26,26,3072.9,237458,242017,18583890,54787175,62928605,19940,70115,83601
Chemical tanker,238,142,4331,6871,2006,2006,2008,2008,781,966,876,879,98,143,162,163,28,47,49,49,921.1,71085,72450,2020169,11339180,13285391,8488,55768,68815
Bulk carrier,187,126,2513,4152,2001,2002,2005,2005,657,817,763,753,75,132,180,177,39,77,80,80,310.4,23911,24371,1888631,4693459,6494998,10100,40082,50274
Vehicle,151,92,5215,1784,2006,2008,2007,2007,682,639,651,655,56,52,73,73,8,19,18,18,337.8,26141,26643,1806670,7965478,9224835,11965,45478,48944
Ro-Ro,129,16,707,427,1984,1996,1991,1990,386,654,612,594,64,73,242,245,16,23,36,44,230.2,17542,17879,1067338,7044027,3582267,8274,20051,27244
Oil tanker,64,45,1628,2698,2005,2005,2005,2005,861,1028,1051,1040,130,150,171,168,32,57,47,48,339.9,26207,26710,2394988,4392523,5311794,37422,101147,123666
Liquefied gas tanker,53,15,143,163,2006,2007,2007,2007,169,336,388,387,21,28,93,95,12,18,36,36,53.6,4083,4162,122699,355478,392562,2315,12675,16668
Cruise,17,2,83,13,1988,1982,1989,1989,598,371,614,602,48,30,64,64,8,34,88,87,35.6,2678,2730,51987,296403,637083,3058,17737,33959
Service - tug,6,6,6,5,1992,1992,1981,1980,727,1684,1189,1172,117,350,874,915,15,222,70,56,15.0,1123,1144,131841,311764,417435,21973,56739,76608
Service - other,3,2,17,7,1991,1990,1991,1991,1454,1323,1267,1297,101,146,183,185,654,345,484,497,6.8,516,526,52239,107184,115497,17413,38747,43751
Ferry-RoPax,1,1,0,0,1980,1980,1980,1980,64,64,64,64,57,57,57,57,19,19,19,19,0.3,25,26,666,1441,1915,666,1486,2118
Ferry-pax only,1,1,0,0,1964,1964,1964,1964,130,130,130,130,237,237,237,237,6,6,6,6,0.4,33,34,1670,3400,4283,1670,3882,5118
