Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Beirut,1801,617,101914,97927,1996,1997,2010,2011,478,1351,1868,1722,60,133,262,252,18,55,21,24,9945.2,768857,783619,52589627,160731434,191689748,29200,106628,128111
Tripoli,494,240,5244,7190,1987,1991,2001,2002,665,1208,1269,1368,74,130,233,250,109,155,106,100,1051.6,80524,82070,7018138,23675915,25290556,14207,47334,61256
Zahrani,168,104,2834,4670,1992,1995,2005,2005,530,1169,1727,1811,66,132,302,306,48,84,73,73,501.9,38710,39453,3117058,7869286,10209235,18554,63110,80727
Chekka,143,88,1969,3136,2000,2001,2006,2006,739,1174,1283,1297,65,113,169,172,51,76,88,89,302.8,23326,23773,1652027,4766992,6514994,11553,48849,62340
Dora,102,68,1323,1992,2007,2007,2007,2007,690,792,749,761,92,104,132,135,28,33,41,42,343.4,26483,26991,911983,3438365,3925319,8941,44821,55318
Dbaiyeh,55,49,1729,2759,2003,2003,2007,2007,809,1241,1274,1340,83,135,231,234,27,83,151,154,384.1,29695,30265,1220474,4411661,5206390,22190,97728,119536
Amchit,25,17,509,812,2007,2008,2007,2007,689,827,815,815,91,133,126,126,29,31,31,31,97.2,7527,7672,195249,1131428,1341491,7810,55732,68702
Zouk,13,13,999,1662,2009,2009,2008,2008,2094,2468,2571,2585,255,303,482,490,32,52,57,56,164.3,12713,12957,856041,2189821,2749390,65849,223519,278466
Bekaa,2,2,44,69,2002,2002,2004,2004,951,951,921,1181,84,84,122,133,29,29,37,40,6.6,508,518,62136,157338,177767,31068,97686,114824
Sayda,1,1,50,14,1988,1988,1988,1988,3537,3537,3537,3537,235,235,235,235,1,1,1,1,7.4,566,577,13770,60710,70308,13770,52339,56328
