int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Damietta,1977,997,2002,2003,2008,2008,107814196407,137796863997,862,1523,1903,1872,12955,1001450
Port Said,564,432,2002,2003,2010,2010,40225087230,53010857045,823,1537,2186,2119,4322,330539
Al Adabiyah,657,462,2004,2006,2009,2009,31634976981,50808899284,998,2079,2147,2183,4151,319917
Sidi Kerir (Kurayr),435,289,2008,2009,2010,2010,74040132802,140887869278,1234,1829,2031,2044,5685,440210
Suez,248,173,1997,2001,2005,2007,9108027910,11960824768,875,2080,2109,1993,1872,143934
Alexandria,2088,1106,2001,2002,2007,2007,54674945504,63389593737,867,1621,1479,1519,8291,637644
El Dekheila,1359,802,2005,2005,2009,2009,58174852930,93871740369,781,1628,1412,1638,6658,514315
Ain Sukhna Terminal,213,123,2005,2010,2007,2006,71002661298,127490089730,2802,3023,2427,2433,5005,376190
Sokhna,233,157,2009,2010,2011,2011,25539110603,37039816615,660,2575,1694,2072,2335,174517
Idku,408,307,1999,1999,2008,2007,9494875339,10593859865,793,1270,1857,1745,1418,100186
Port Said East,318,109,2005,2007,2009,2009,44374376294,46923432115,1246,1718,1915,1879,4400,340450
Nuweiba El Muzeima,143,63,2001,2003,2010,2010,5733101634,4499615909,721,1357,1827,1638,825,57202
Ras Sudr,129,96,2008,2009,2010,2010,11692594807,19761657425,998,2083,2049,2091,1273,98319
Nuwaiba,139,116,2003,2004,2007,2007,7572766598,7135447669,791,1343,1593,1343,931,67097
Safaga,698,115,1993,2001,2000,2003,8009286620,9358916583,167,2065,710,1286,1707,130910
Ras Shukheir,30,25,2005,2003,2000,2000,1674273280,2978291432,1138,1890,2611,2767,162,12443
Sharm Ash Shaykh,99,84,2002,2003,2007,2008,4162074698,5409006852,517,1215,1108,1203,496,36597
Ismailia,11,11,1999,1999,2001,2003,48841436,59314632,361,1528,1450,1404,36,2752
Atakka Dry Port,73,65,2004,2004,2003,2002,4761710283,8166998879,792,1475,1784,2001,455,35205
Ras Charib,52,41,2002,2001,2005,2005,5775538022,10450755379,1260,1998,2448,2485,574,44474
Abu Zenimah,10,10,2000,2000,2001,2000,258120630,425245255,824,897,535,555,20,1512
Wadi Feiran,36,30,2005,2005,2003,2003,3306691567,5792388348,740,1170,1865,1963,288,22266
El Tor,28,17,2007,2004,2004,2004,1395904879,1595248492,1143,2518,2274,1690,201,13484
Fa'Id,8,8,1997,1997,2013,2013,1125944128,1873458799,2407,2513,3399,3323,98,7559
Hamrawein,19,17,2000,2000,2002,2003,467500141,752508744,653,1009,883,885,54,4152
Ras Abu Zanimah,13,12,2000,2001,2006,2006,149015267,226778277,666,963,1073,1078,32,2413
Hurghada,54,13,2006,2007,2008,2008,393340554,489943618,155,1967,984,1756,124,9421
Abu Chosoun,5,5,2005,2005,2008,2008,78244850,127923847,748,1036,653,644,9,713
Rashid,18,17,2000,1999,2005,2005,406269438,651478306,817,1063,1501,1638,56,4256
Ras Badran Oil Terminal,10,10,1999,1999,2001,2002,475814787,805909898,323,1033,1437,1611,40,3084
Al Qusayr,5,5,1995,1995,2014,2014,364442274,425835297,566,2040,5074,4849,49,3766
El-Guna (El Gouna),2,2,1996,1996,1976,1975,6508390,7444928,389,389,571,682,18,1331
Mersa Martu,2,1,1971,1971,1971,1971,914616,720832,532,532,532,532,1,108
