port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Al Adabiyah - Sharm Ash Shaykh,18,17,2009,2008,2009,2009,169577051,286404796,255,536,359,358,36,2742
Ain Sukhna Terminal - Idku,2,2,2004,2004,2011,2006,128527007,135061551,714,714,753,714,16,1175
Port Said - El Dekheila,34,23,2001,1999,2003,2003,154952596,230194766,201,519,267,265,53,4019
Alexandria - El Dekheila,76,42,2004,2003,1999,1999,389778000,618758298,380,356,361,367,150,11423
Idku - Damietta,82,55,2000,1997,1999,1998,135182375,186725763,217,283,244,238,50,3793
Port Said - Al Adabiyah,20,18,1998,1998,1998,1999,251404788,433193566,189,695,430,465,52,4022
Alexandria - Alexandria,22,6,2001,2002,2002,2002,294485442,363164863,468,657,546,527,77,5943
Alexandria - Port Said,72,57,2000,2000,2004,2004,178191515,240050469,185,321,247,248,78,5898
Idku - Port Said,46,28,2007,2005,2009,2008,84429950,76814482,454,1331,724,599,75,5658
Port Said - Damietta,166,72,2002,2002,2004,2004,286507771,352790412,134,333,291,296,146,11004
Damietta - Alexandria,301,174,1998,1998,2003,2003,1221813618,1668492675,214,407,293,295,309,23639
Alexandria - Safaga,2,2,2014,2014,2014,2014,128809141,10224386,647,647,647,647,21,1615
Safaga - Sharm Ash Shaykh,12,10,2005,2006,2006,2006,84741517,17125678,176,554,223,251,21,1635
Sharm Ash Shaykh - Nuwaiba,17,13,1995,1997,2002,2003,171111917,259338151,294,513,593,561,22,1709
Ain Sukhna Terminal - Sidi Kerir (Kurayr),29,28,2009,2009,2009,2009,1807506693,3457569061,397,441,427,425,269,20823
Suez - Port Said,23,15,2003,2001,2008,2005,25230468,20737408,489,1282,748,623,66,4984
Port Said - Ismailia,24,10,2001,2000,2008,2006,21992403,20158678,233,668,687,673,19,1421
Suez - Suez,72,13,1996,1997,1992,1985,64857714,68876304,895,1973,1337,1346,164,12337
Suez - Ismailia,48,9,2000,2001,2000,1996,31901003,25333671,404,1407,991,854,61,4591
Ras Shukheir - Wadi Feiran,106,16,2007,2002,2001,1998,187963881,267920651,266,394,434,442,91,6875
Wadi Feiran - Al Adabiyah,47,9,1994,1997,1996,1996,147302508,252430462,83,154,143,146,64,4937
Al Adabiyah - Ismailia,2,2,1996,1996,1996,1996,173302,135805,201,201,162,161,1,77
Ismailia - Port Said East,97,10,2003,2002,2002,2001,24714386,19096475,327,398,484,533,71,5308
Port Said East - Port Said East,148,11,2002,2003,2001,2001,47403364,40116431,474,754,538,559,113,8479
Port Said East - Suez,74,11,2001,2006,2002,1999,44565494,51162629,258,1833,475,403,70,5264
Port Said East - Ras Badran Oil Terminal,1,1,1984,1984,1984,1984,130750,102780,168,168,168,168,0,14
Ras Badran Oil Terminal - Ismailia,3,3,1975,1975,1972,1974,1098975,694880,442,963,511,454,3,207
Suez - Ras Charib,14,10,1992,1997,1996,1997,9952605,13942416,295,687,241,221,23,1711
Ras Charib - Port Said East,1,1,1984,1984,1984,1984,541769,425875,698,698,698,698,1,69
Al Adabiyah - El Dekheila,7,7,2007,2007,2011,2011,48823434,77149406,319,357,376,380,18,1404
Ras Shukheir - Sharm Ash Shaykh,39,8,2008,2003,2007,2005,45873277,49981256,134,370,426,432,28,2076
Ras Shukheir - Ras Badran Oil Terminal,81,15,2010,2006,2011,2011,64091245,52571869,120,311,386,383,84,6274
Sharm Ash Shaykh - Ras Badran Oil Terminal,1,1,2016,2016,2016,2016,205473,158180,77,77,77,77,0,11
Abu Zenimah - Port Said,1,1,1985,1985,1985,1985,464684,550246,358,358,358,358,0,16
Ras Shukheir - Ras Charib,37,19,2001,2001,2004,2002,55825234,60567715,461,925,681,655,46,3451
Ras Charib - Ras Abu Zanimah,33,12,1993,1997,1990,1989,27084276,26079251,183,1210,591,546,28,2101
Ras Abu Zanimah - Ras Badran Oil Terminal,17,11,1997,1996,1995,1994,31594610,28090223,269,1787,1366,1287,25,1888
Damietta - Port Said East,103,24,2000,2002,2001,2001,842317164,988280553,117,183,216,222,155,11895
Damietta - Nuwaiba,1,1,2002,2002,2002,2002,67638899,76446409,764,764,764,764,7,556
Damietta - El Dekheila,146,76,2001,2002,2003,2003,716032185,1020038305,242,329,298,300,214,16348
Damietta - Rashid,13,11,2001,2000,2000,2000,56651102,76886799,293,389,392,409,14,1068
Al Adabiyah - Ras Charib,15,9,1992,1990,1999,1999,43494408,65198849,170,821,171,144,20,1535
Ras Abu Zanimah - Port Said,3,3,1992,1992,2002,2001,9339825,8474703,1800,1583,1966,1829,11,806
Sharm Ash Shaykh - Ras Sudr,17,12,2005,2008,2010,2011,200766119,314738947,300,446,343,325,31,2365
Al Adabiyah - Safaga,12,12,2003,2003,2007,2008,78804817,125433760,326,368,321,319,13,978
Safaga - Ras Sudr,2,2,2004,2004,2004,2004,19037583,32326756,280,280,273,272,3,255
El Tor - Atakka Dry Port,1,1,2003,2003,2003,2003,17962726,33815219,320,320,320,320,1,87
Port Said - Safaga,9,6,2005,2002,2006,2006,139368539,250993042,366,476,441,446,14,1070
Nuwaiba - Ras Sudr,14,6,1995,2000,1994,1993,70974831,93267212,321,374,437,449,15,1147
El Tor - Wadi Feiran,38,14,2002,2000,2002,2002,109829495,177522518,148,241,296,293,22,1641
Sharm Ash Shaykh - Hamrawein,2,2,2006,2006,2010,2010,42284271,57941255,1062,1062,1047,1047,6,481
Sharm Ash Shaykh - Sokhna,34,23,2002,2006,2005,2005,603317634,680460089,217,287,328,322,66,5129
Sokhna - Safaga,3,3,1999,1999,2002,2003,22396911,33219030,196,239,245,257,4,279
Nuweiba El Muzeima - Wadi Feiran,1,1,1994,1994,1994,1994,8430447,11548280,404,404,404,404,1,74
Wadi Feiran - Sokhna,1,1,1994,1994,1994,1994,6422297,8797455,308,308,308,308,2,129
Sharm Ash Shaykh - El Tor,13,8,1991,1997,1992,1992,17074741,25310247,131,172,242,256,5,361
Sharm Ash Shaykh - Sharm Ash Shaykh,2,1,1994,1994,1994,1994,24468193,33517269,587,587,587,587,3,264
Sidi Kerir (Kurayr) - Port Said,5,4,2004,2004,2004,2004,178431884,313567291,318,519,574,561,28,2176
Port Said - Wadi Feiran,4,3,2008,2006,2012,2012,27436448,21713146,1134,1348,3224,3253,27,2053
Al Adabiyah - Ras Abu Zanimah,13,8,1997,1998,1997,1996,35597492,55531239,147,221,245,243,20,1547
Wadi Feiran - Ras Badran Oil Terminal,47,12,2008,2009,2009,2008,64159796,50630618,387,704,771,759,48,3633
Alexandria - Sidi Kerir (Kurayr),13,5,1988,1996,1997,1999,23334044,36584116,181,257,164,155,11,858
Safaga - Suez,7,6,1991,1989,1994,1998,29414676,10340916,270,312,387,439,80,6044
Fa'Id - Abu Zenimah,1,1,1965,1965,1965,1965,83357,43910,319,319,319,319,0,14
Abu Zenimah - Wadi Feiran,2,2,1970,1970,1976,1976,1769506,1777554,187,187,184,184,0,33
Ras Shukheir - Ismailia,1,1,1965,1965,1965,1965,1296078,682728,4966,4966,4966,4966,4,315
El Tor - Abu Zenimah,4,3,1996,1995,1996,1996,254612869,466741390,237,632,846,843,5,399
Idku - Alexandria,64,19,2010,2009,2010,2010,236275377,285691289,718,2720,858,774,184,13849
Al Adabiyah - Nuwaiba,8,7,1996,1996,1997,1997,72919023,113799632,647,652,678,691,17,1309
Suez - Alexandria,9,7,2000,1997,1989,1988,19411046,26732666,305,895,679,652,19,1475
Alexandria - Ras Charib,2,2,2000,2000,2004,2004,607559,521856,293,293,281,282,1,57
Damietta - Damietta,70,12,2008,2006,2007,2007,160957437,190457085,229,572,1037,1181,56,4241
Nuweiba El Muzeima - Abu Zenimah,1,1,2007,2007,2007,2007,42050686,46220827,528,528,528,528,4,305
Al Adabiyah - Ras Shukheir,4,3,2008,2011,2001,2000,16791628,29412302,134,260,141,138,5,345
Ras Charib - Abu Zenimah,6,1,2018,2018,2018,2018,2150493,1581465,160,160,156,156,2,146
Ras Charib - Ras Badran Oil Terminal,42,17,1994,1999,1995,1992,21144508,21124617,265,351,389,411,25,1859
Ras Badran Oil Terminal - Abu Zenimah,2,2,2008,2008,2000,2000,7696337,4540028,2205,2205,1914,1684,6,458
Safaga - Al Qusayr,5,2,1998,1996,2001,1998,1343573,1100981,472,332,279,304,2,113
Safaga - Marsa Alam,8,3,2001,1999,2006,2004,10156357,3872446,661,719,813,765,4,313
Marsa Alam - Hurghada,3,2,1991,1996,2003,1999,377192,300454,133,167,178,168,0,31
Hurghada - Hamrawein,3,3,2003,2003,2015,2015,795545,1038480,48,55,37,37,0,18
Hamrawein - Marsa Alam,2,2,1996,1996,2005,2003,198167,149448,103,103,114,110,0,11
Al Qusayr - Abu Chosoun,2,2,1996,1996,2005,2002,396158,302227,213,213,229,223,0,24
Abu Chosoun - Marsa Alam,2,1,2010,2010,2010,2010,850311,580361,316,316,316,316,0,25
Abu Chosoun - Suez,3,3,2000,2000,2002,1999,3434319,2775544,1626,1708,1693,1750,5,393
Port Said - Port Said East,50,11,2000,2002,1994,1997,39917385,42740970,909,1622,1088,1020,96,7216
El Dekheila - Sokhna,2,2,2010,2010,2010,2011,18783869,28618951,319,319,311,305,3,257
Alexandria - Al Adabiyah,8,8,2004,2004,2007,2006,77015480,92163705,377,550,617,899,16,1226
Alexandria - Ras Badran Oil Terminal,3,3,2008,2008,2007,2007,6585477,4869459,413,1197,1222,1186,3,255
Port Said - Atakka Dry Port,94,17,2012,2005,2012,2012,125362433,143351204,66,866,286,281,88,6616
Alexandria - Mersa Matruh,2,1,1999,1999,1999,1999,13311579,9503218,5895,5895,5895,5895,10,732
Alexandria - Mersa Martu,4,2,2006,2006,2001,2001,3813360,2625837,1431,1659,1473,1461,6,463
Ras Shukheir - Ras Abu Zanimah,14,6,2005,2004,2004,2003,11022675,12089109,172,340,390,411,8,579
Ras Shukheir - El Tor,70,11,1992,2007,2008,2008,23682891,23461438,116,439,217,214,38,2837
Suez - Ras Sudr,6,5,1999,1998,2002,2002,7348901,12218818,52,47,51,52,25,1874
Wadi Feiran - Damietta,2,2,1999,1999,1997,1995,25938129,40313794,240,240,240,251,2,174
Rashid - El Dekheila,7,6,2002,2003,2003,2004,54171310,86838693,274,392,328,328,15,1137
Idku - Ras Charib,4,4,2000,2000,2005,2003,16057968,15750588,1056,2334,1521,1198,15,1093
Sokhna - Al Adabiyah,4,4,2012,2012,2015,2015,31458191,56597497,131,201,262,285,5,385
Port Said - Port Said,18,4,2002,2002,2002,2004,14034388,13042730,981,1829,808,963,12,907
Ismailia - Ismailia,40,9,1998,2004,1999,1997,13346176,13774486,352,501,456,483,37,2762
Port Said - Sokhna,4,4,2011,2011,2013,2013,25305498,23387176,143,172,156,157,8,589
Sokhna - Idku,2,2,2012,2012,2010,2010,194281763,164481202,939,939,910,912,27,1895
Ain Sukhna Terminal - Hurghada,2,2,2006,2006,2002,2002,20983803,39300641,183,183,131,131,2,131
Safaga - El Dekheila,2,2,2006,2006,2009,2008,13994783,22217226,570,570,517,519,2,183
El Dekheila - Sidi Kerir (Kurayr),6,6,2005,2005,2004,2004,50920556,78947917,216,333,347,396,8,644
Suez - Al Adabiyah,35,11,1986,1995,1999,2000,90750686,144630786,508,833,269,268,177,13486
El Dekheila - El Dekheila,4,2,2004,2004,2000,2000,22868021,30271847,558,558,600,596,7,551
Al Adabiyah - Damietta,16,16,2007,2007,2009,2009,107652053,161899646,277,427,339,314,36,2783
Ras Shukheir - Port Said,2,1,2003,2003,2003,2003,1624691,1424010,458,458,458,458,1,76
Alexandria - Port Said East,79,10,2002,2006,2001,2001,521648171,625501625,198,370,242,243,151,11652
Safaga - Damietta,1,1,2014,2014,2014,2014,10370595,16805842,454,454,454,454,1,83
Wadi Feiran - Suez,7,6,2001,2002,2006,2004,33525158,45739074,619,600,492,464,30,2297
Ain Sukhna Terminal - Sokhna,5,2,2009,2010,2009,2009,1174301,655748,437,506,486,488,7,542
Ras Shukheir - Suez,12,6,1997,2000,2003,2002,14068050,16705997,449,919,663,673,18,1355
Wadi Feiran - Ras Charib,8,4,2008,2007,2008,2008,18090959,16198864,1423,1160,1015,996,9,649
Ain Sukhna Terminal - Ras Abu Zanimah,3,2,1992,1996,1991,1987,790296,975434,422,423,423,423,2,170
Ras Abu Zanimah - Sokhna,2,2,2004,2004,2005,2003,236160,182177,177,177,134,112,1,85
Alexandria - Ain Sukhna Terminal,1,1,1990,1990,1990,1990,29399697,51770150,547,547,547,547,6,428
Ain Sukhna Terminal - Wadi Feiran,5,3,1997,1999,1996,1996,36095296,65016716,134,131,144,144,23,1762
