int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,1737,1194,2006,2008,2009,2009,75461283453,133527731445,850,1481,1492,1508,6932,536030
Liquefied gas tanker,425,179,2007,2009,2011,2011,45342855449,40296301139,1284,2730,3163,2928,5789,386656
Oil tanker,991,585,2007,2008,2008,2008,198310053809,374289851109,1517,2403,2415,2440,15485,1196983
General cargo,2198,953,1994,1997,2000,2000,15554676378,21143222469,750,1180,1207,1186,3626,277298
Chemical tanker,837,524,2007,2008,2008,2008,21900171481,35341458165,911,1464,1399,1404,3938,303744
Container,2391,520,2005,2006,2008,2008,155139533259,171637341660,615,1197,1302,1282,18792,1453189
Cruise,44,27,1999,1999,2003,2001,1831691094,202575154,540,1257,1216,1138,412,31853
Offshore,114,76,2005,2005,2009,2009,1573106083,1418439439,517,1599,1816,1689,492,36849
Ro-Ro,423,46,1995,1998,2005,2004,3339709591,2175103659,170,825,530,564,666,51282
Vehicle,212,105,2005,2007,2007,2006,8951283762,3208671356,739,980,851,888,614,47511
Service - tug,203,147,2001,2001,2004,2002,297047369,274387793,523,1485,1224,1289,324,24348
Ferry-pax only,2,2,1992,1992,1976,1970,11019316,2023914,1625,1625,1538,1512,3,263
Service - other,57,36,2001,2001,1999,2000,705745202,807895877,1114,2740,3044,3127,269,20395
Refrigerated bulk,13,9,1991,1991,1990,1990,675467849,693233792,784,8696,6978,6844,223,16981
Ferry-RoPax,434,14,1992,1989,1989,1989,1743571951,501918842,126,723,282,254,694,52700
Miscellaneous - other,2,1,1972,1972,1972,1972,23326568,38882540,569,569,569,569,5,363
Other liquids tankers,1,1,2014,2014,2014,2014,34211399,47486289,1211,1211,1211,1211,4,301
