int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Cruise,298,40,2004,2004,2006,2006,17007949422,1631856226,598,597,575,569,3709,285957
Container,12,2,2014,2008,2013,2013,27573741,32389980,557,650,599,603,15,1145
Ro-Ro,135,10,1992,1995,1994,1993,111175717,153907558,549,507,542,537,102,7691
General cargo,122,12,1991,1994,2000,2000,205068729,266819125,534,1115,868,888,72,5440
Oil tanker,64,5,1998,1996,2004,2004,50011635,71906287,445,497,496,490,38,2885
Service - tug,40,9,1981,1988,1988,1988,4598988,4077487,189,464,397,406,13,988
Liquefied gas tanker,1,1,1998,1998,1998,1998,1891967,1850692,558,558,558,558,1,96
Bulk carrier,1,1,2013,2013,2013,2013,296963212,524072239,8292,8292,8292,8292,21,1598
Offshore,7,1,1998,1998,1998,1998,3755692,8500538,545,545,552,552,5,407
