int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Grand Turk,350,56,2002,2001,2006,2005,16796105972,1735400717,593,625,572,576,3652,281543
Providenciales,322,34,1992,1994,2006,2007,702085193,934029674,525,892,1035,1310,280,21134
Salt Cay,8,5,1997,1998,2010,2007,210797939,25949742,696,734,1183,1037,46,3530
