Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Nigeria,164,75,786,964,2009,2006,2010,2010,256,413,535,521,52,118,120,121,30,135,68,73,228.4,17451,17786,962446,2654116,3092563,5869,21225,27448
Cameroon,122,69,235,240,2004,2005,2006,2005,92,126,98,98,10,74,45,55,46,76,62,71,162.4,12342,12579,274537,771660,876952,2250,6838,8239
Togo,50,26,551,811,2006,2005,2009,2009,682,893,736,722,55,148,170,162,43,82,73,69,133.3,10191,10387,676014,1911959,2227553,13520,51276,64138
South Africa,48,41,3759,6043,2007,2007,2007,2007,3088,3163,2998,2940,310,385,403,356,12,29,33,26,353.2,27302,27826,3108627,7802020,9742205,64763,235916,293793
Spain,45,27,6533,10926,2007,2006,2010,2010,4107,3554,3833,3833,320,323,338,347,20,32,38,41,731.2,55044,56101,4704658,13387541,15178660,104548,367546,450615
Gabon,41,27,214,230,2007,2008,2010,2011,266,376,375,366,32,47,102,106,29,45,25,28,45.3,3428,3494,302422,854603,1027821,7376,27041,35202
Congo,35,17,237,308,2008,2009,2009,2009,653,669,640,646,73,98,97,96,30,197,120,126,85.5,6516,6641,417064,1183017,1488957,11916,40874,51708
Singapore,24,23,9108,12297,2009,2010,2012,2011,8065,8114,8331,8217,750,762,695,738,14,30,39,34,918.5,63524,64744,5831989,15547040,17413142,243000,871392,1172294
United States of America,20,17,8499,15804,2010,2011,2010,2010,6643,6569,6866,6866,580,647,755,762,58,76,107,108,882.9,67706,69006,5194619,11863757,13369917,259731,802203,980614
Ghana,19,14,151,212,2003,2005,2006,2007,735,830,798,789,70,520,754,677,76,114,189,193,99.4,7512,7656,209875,575011,699883,11046,44446,57087
Côte d'Ivoire,18,15,288,193,2006,2007,2012,2010,906,1372,1431,706,114,262,1570,892,54,280,98,114,50.2,3836,3910,888651,1963954,2353108,49370,122568,149894
Angola,18,14,238,389,2008,2009,2014,2015,801,849,872,873,100,112,121,123,52,70,56,55,33.1,2537,2586,244346,630128,804052,13575,46632,60962
China,17,12,9161,9192,2004,2006,2012,2011,9859,9001,8928,8041,639,659,720,766,28,87,69,96,1092.5,69460,70794,3051480,14417481,13441953,179499,1060025,1574376
Mauritius,15,14,3707,3974,2007,2007,2010,2009,4687,4742,4795,4762,424,430,396,426,4,43,47,52,426.1,27239,27762,1226311,5738383,5931629,81754,515213,735052
Portugal,11,9,2332,4434,2004,2005,2006,2006,3816,3871,3880,3881,387,526,421,410,40,63,52,51,239.2,18496,18852,1710254,3403259,3962501,155478,433375,528822
Chile,11,11,7125,6888,2006,2006,2007,2007,6934,7042,7064,6884,450,488,482,494,23,33,27,26,975.5,60434,61594,1891859,9896905,8811970,171987,1123354,1678958
