int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Mongstadbase,412,198,2008,2007,2010,2009,8374606820,12737536627,618,1263,1352,1462,1453,110105
Sjursoja/Oslo,488,172,2002,2002,2003,2004,1403575103,1523200077,264,415,346,332,462,34504
Mongstad,454,214,2008,2008,2011,2011,17896294773,30937131111,668,1500,1543,1607,2535,192696
Petrojarl Varg Fpso,327,107,2008,2007,2008,2008,784664430,814140484,388,598,473,421,442,33214
Mo I Rana,282,146,2001,2002,2008,2008,1926873037,3273162289,1039,1114,1083,1080,373,28188
Hã˜Gset,93,30,2007,2002,2008,2007,650560147,902380321,777,856,883,898,216,16307
Stokmarknes,37,17,1992,1998,1997,1996,41550066,48284176,555,1793,670,624,32,2383
Melkoya,99,34,2008,2011,2008,2009,27481146157,21150851578,1857,2801,3039,3023,2766,172994
Forus,14,11,2000,1999,2005,2004,38321245,42164894,509,650,707,676,19,1432
Karsto,555,133,2010,2010,2012,2012,8953879803,11756913149,561,1288,1118,1123,1694,127204
Randaberg,51,38,2003,2003,2005,2003,617936361,828697678,442,610,875,1055,123,9145
Halden,178,63,1995,1996,1999,1999,301213245,331753033,348,346,392,380,111,8327
Narvik,219,161,2011,2011,2012,2012,38324473069,73050520695,1256,2595,3140,3185,2390,184091
Slovag,193,141,2001,2002,2007,2008,1787217437,2762439652,670,854,1082,1187,318,24019
Slagen,327,171,2006,2006,2005,2005,5057127209,8627409230,478,647,801,826,1072,80864
Porsgrunn,557,324,2004,2004,2010,2010,4921260820,7776407869,501,982,1526,1624,856,65110
Horten,39,38,1993,1993,1997,1997,100701816,120893431,392,592,1183,1261,44,3313
Hausvikstrand,113,41,1995,1995,2004,2007,354613121,525811525,171,547,1107,1159,45,3436
Raudeberg,43,34,1996,1997,2002,1998,75053317,50230954,614,1300,1130,898,54,4086
Kalvag,49,46,2001,2001,2003,2006,325177713,410051571,645,866,877,814,82,6143
Mosjoen,55,35,2002,2006,2008,2009,648032887,927089442,1311,2104,1719,1722,132,10039
Langoya,37,17,1988,1989,1997,1997,25500604,34221327,222,264,348,347,10,762
Fredrikstad,497,251,2001,2001,2005,2005,1721318609,1943864472,479,505,498,509,502,37720
Valberg,213,82,1993,1995,1996,1996,159165587,235565562,245,310,299,300,54,4057
Mandal,198,54,1997,1996,1995,1995,210667911,304663642,252,418,337,332,67,5015
Boneset - Karmoy,44,27,1994,1991,2003,2002,129899646,114882920,453,684,885,729,52,3897
Storesund,102,70,1991,1994,2000,2000,306370454,426922840,439,629,825,878,92,6906
Jelsa,633,186,2001,2001,2005,2005,3671082898,5618788350,471,614,516,514,690,51828
Lillesand,24,24,1997,1997,2001,2001,14607168,19694891,191,236,255,261,5,349
Halvorshavn,3,3,1982,1982,1981,1982,17378372,2560021,243,310,476,373,4,269
Tofte,27,14,2007,2004,2008,2008,48734912,67335671,281,316,343,345,19,1414
Drammen,376,113,1996,2000,1996,1998,1464596604,968554143,387,419,383,421,328,24677
Sunndalsora,91,48,2005,2007,2006,2007,1331986690,1828788395,1104,1507,1171,1238,201,15178
Rafnes,498,158,2003,2006,2012,2011,7875925477,9926503273,530,1407,1817,1827,1316,93301
Leirvik I Hyllestad,12,9,2006,2004,2007,2008,112005300,44717852,571,4385,4464,2519,68,5137
Sirevag,37,29,1991,1993,2003,2003,129869127,198562732,343,687,663,681,33,2481
Aaheim,121,94,2004,2005,2010,2010,1351167459,2291759599,720,953,1141,1168,182,13782
Nesna,12,11,1996,1997,2002,2009,122959502,160527140,1043,4506,1183,974,49,3715
Aagotnes,84,69,2008,2007,2010,2010,421421032,365763605,460,981,863,913,148,11010
Oslo,580,80,1991,2000,1995,1995,8203470701,818622620,274,659,348,370,1665,124827
