Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,260,39,1245,1566,2008,2006,2007,2007,238,875,788,724,36,90,248,240,18,77,84,82,292.6,22472,22903,1723647,5254764,7370778,6629,28380,36766
Service - tug,251,10,23,21,2000,2007,2009,2008,77,331,236,200,8,41,155,138,13,131,494,471,38.8,2914,2970,534362,1263606,1691900,2129,5497,7422
Bulk carrier,50,37,1089,1808,2004,2007,2010,2010,935,1044,1122,1137,95,115,234,230,114,140,111,109,120.8,9296,9474,692164,1646144,2317416,13843,53683,66732
Refrigerated bulk,42,26,312,368,1990,1991,1990,1990,1189,1127,1413,1398,126,155,370,369,149,135,192,196,272.9,20617,21013,1092757,2387727,2689550,26018,55444,59863
Container,37,3,43,56,2008,2008,2008,2008,199,180,185,184,26,23,32,32,38,28,35,35,16.4,1241,1265,122270,313989,354661,3305,8643,9764
Chemical tanker,23,20,359,576,2007,2007,2010,2010,1065,1149,1035,1032,130,150,170,170,52,83,81,80,83.6,6420,6544,362034,1313559,1542773,15741,64671,77297
Ro-Ro,7,1,9,10,2017,2017,2017,2017,737,737,863,863,128,128,346,346,18,18,22,22,10.8,810,826,37464,288836,136299,5352,13061,18619
Service - other,6,4,9,10,1998,1998,1988,1987,290,554,1333,1443,90,170,450,458,45,72,25,22,7.0,526,536,71637,146983,158383,11939,26567,29998
Ferry-RoPax,4,1,8,1,1976,1976,1976,1976,3449,3449,4796,4796,276,276,732,732,0,0,41,41,18.4,1383,1409,19780,42794,56896,4945,11040,15733
Oil tanker,2,2,91,159,2012,2012,2012,2012,1061,1061,1061,1061,243,243,242,242,102,102,102,102,11.9,925,943,125574,196927,266838,62787,144767,182217
Miscellaneous - fishing,2,1,1,1,1986,1986,1986,1986,315,315,315,315,32,32,33,33,189,189,276,276,0.7,54,55,4107,9111,10358,2054,4833,5729
Liquefied gas tanker,1,1,11,10,1993,1993,1993,1993,5072,5072,5072,5072,507,507,507,507,1916,1916,1916,1916,34.5,2598,2648,7673,22229,24548,7673,42008,55242
