Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,7624,1391,276748,313059,2007,2008,2010,2009,741,806,881,879,56,72,117,117,16,23,29,29,33865.1,2616864,2667108,203788782,628403775,708910456,26730,92651,109730
Ferry-pax only,3196,87,828,76,1999,2000,2000,1999,279,954,466,454,12,55,228,218,10,31,55,50,1263.6,94873,96695,6272048,12773612,16090803,1962,4564,6016
Bulk carrier,2179,1507,189400,336500,2007,2008,2009,2009,1503,2116,2284,2291,138,212,396,395,82,123,129,128,13396.0,1037102,1057015,91836716,215737271,261302869,42146,151208,181589
General cargo,1648,668,17395,24081,2004,2005,2005,2006,806,1341,1442,1437,80,141,293,294,36,75,104,103,3186.9,244310,249000,19081120,60563694,86410043,11578,52991,70437
Chemical tanker,802,473,15223,24629,2009,2009,2009,2009,1082,1353,1525,1531,102,127,344,343,33,53,70,70,2949.3,226997,231355,13595612,53406022,63150170,16952,75903,92097
Oil tanker,485,291,30176,53526,2008,2008,2007,2007,1350,1695,1751,1768,126,239,309,308,44,87,80,79,3699.2,285783,291270,33798230,64811976,75642705,69687,181718,223752
Vehicle,459,153,13746,4612,2006,2007,2008,2007,343,885,825,846,42,71,144,143,12,19,23,24,1075.7,83069,84664,4669915,20589316,23844527,10174,38672,41619
Liquefied gas tanker,403,147,28803,25689,2007,2008,2012,2012,641,2217,3517,3491,67,181,534,540,24,53,236,227,3310.0,228256,232639,7103881,45667561,39206682,17627,145088,220192
Cruise,132,41,9552,993,2006,2003,2008,2006,590,816,736,758,39,54,85,94,10,18,28,30,1807.8,139998,142686,1821597,15687687,19682678,13800,103731,122650
Service - tug,96,48,159,135,2011,2011,2010,2008,481,1693,1322,1481,106,195,286,257,23,158,593,698,188.6,14223,14496,3440594,8135968,10893622,35840,92544,124950
Service - other,37,14,191,134,2007,1999,2000,2005,274,1169,1237,1081,30,165,374,331,10,341,178,138,79.3,6009,6125,937956,1924480,2073743,25350,56408,63693
Miscellaneous - fishing,17,8,26,19,1985,1989,1987,1988,1509,2375,3287,2636,209,211,410,401,16,224,1350,1118,27.7,2082,2122,135308,300140,341229,7959,18732,22205
Refrigerated bulk,9,8,160,180,1993,1994,1991,1991,1513,3332,3789,3882,275,577,1079,1108,172,217,194,197,133.3,10096,10290,534208,1167270,1314820,59356,126488,136569
Ferry-RoPax,8,8,148,29,2005,2005,2001,1998,1043,1656,1575,1590,74,149,141,149,374,939,277,214,68.7,5035,5132,247030,586656,737201,30879,66872,72143
Ro-Ro,4,3,42,40,2001,2003,1996,1996,1647,1173,1675,1666,116,89,128,127,150,118,160,157,12.5,966,985,43187,81611,93301,10797,25384,27023
Other liquids tankers,1,1,4,4,2003,2003,2003,2003,2003,2003,2003,2003,214,214,214,214,5,5,5,5,2.5,194,197,1900,5426,11699,1900,6584,10639
