Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,7605,1395,440615,488694,2007,2008,2011,2010,860,1216,1404,1373,66,93,236,230,10,17,19,19,47571.2,3678892,3749527,283526096,862387388,978932574,37282,130984,155448
Ferry-pax only,3185,86,984,93,1999,2000,1999,1998,322,742,556,556,18,71,138,152,8,18,91,90,1727.6,129714,132205,7641070,15561754,19603001,2399,5579,7355
Bulk carrier,2193,1507,125816,222586,2007,2008,2009,2009,771,1562,1502,1500,97,176,404,401,9,26,29,29,9261.6,716748,730510,61373031,146564520,178159641,27986,103389,124480
General cargo,1635,663,15345,20681,2004,2005,2002,2003,611,1161,1267,1232,76,143,430,410,10,27,29,29,2595.7,199211,203036,15985333,50920074,72778583,9777,44973,59951
Chemical tanker,812,479,14027,22731,2009,2009,2009,2009,753,1168,1384,1391,74,122,358,361,9,20,34,34,2448.6,188807,192432,11283324,46870764,55407730,13896,66082,80548
Oil tanker,485,292,25848,45706,2008,2008,2008,2008,1137,1444,1513,1526,116,157,298,301,22,62,52,51,3211.3,248456,253227,29465847,56668826,66650895,60754,160128,196378
Vehicle,455,151,17882,5864,2006,2007,2008,2008,882,1157,1084,1087,74,82,126,131,6,9,9,9,1324.3,102330,104295,5938003,26180227,30319371,13051,49605,53386
Liquefied gas tanker,406,150,17606,15124,2007,2008,2012,2012,341,1312,2140,2051,39,121,702,696,10,21,80,78,2186.2,147461,150292,4184218,26887565,23085796,10306,84805,128696
Cruise,134,42,10731,1078,2006,2003,2010,2009,508,841,811,804,36,55,49,51,30,27,65,65,2028.2,157072,160088,1201938,15239995,19788528,8970,99788,123769
Service - tug,98,50,170,158,2011,2011,2006,2003,261,1333,1359,1644,44,271,928,1031,19,46,49,49,174.2,13135,13387,4036213,9544429,12779475,41186,106349,143590
Service - other,37,14,203,185,2007,1999,2004,2010,461,1401,1319,1485,37,362,572,560,13,85,74,69,61.7,4678,4767,1288901,2644543,2849655,34835,77514,87524
Miscellaneous - fishing,19,9,22,18,1987,1992,1985,1986,1699,1644,2450,2073,250,293,606,557,68,120,336,345,37.0,2781,2834,124370,275877,313644,6546,15405,18262
Refrigerated bulk,9,8,41,46,1996,1998,2004,2005,706,1105,989,984,50,114,201,200,21,43,28,28,23.0,1740,1774,137342,300099,338033,15260,32519,35111
Ferry-RoPax,8,8,52,11,2005,2005,1996,1994,206,582,560,590,18,41,56,58,12,78,31,32,16.1,1198,1221,90023,214245,268883,11253,24352,26063
Other liquids tankers,2,2,3,3,2010,2010,2005,2005,993,993,1206,1163,94,94,113,111,23,23,25,25,2.5,191,195,1479,4223,9105,740,2562,4140
Ro-Ro,2,2,4,5,2006,2006,1995,1995,315,315,534,523,36,36,63,62,4,4,8,8,1.1,84,86,5112,10455,11247,2556,6016,6464
