Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
China,7436,2781,200672,245717,2007,2007,2009,2009,402,887,783,831,41,105,207,223,18,63,81,83,22424.2,1714769,1747693,128904165,376201662,433043661,17335,61887,75147
Macao,2209,62,609,348,1997,1999,1997,1995,263,350,387,521,10,109,297,531,13,16,45,69,824.1,61902,63090,3402144,6989512,8840059,1540,3726,4920
Viet Nam,2186,680,33085,41779,2006,2006,2008,2007,561,982,875,891,52,94,116,122,22,77,55,65,5874.9,452286,460970,32943417,109672966,129057243,15070,57576,69722
"Taiwan, Province of China",1159,396,15168,18003,2005,2007,2007,2007,382,745,537,547,31,77,100,109,13,51,45,49,2576.7,198745,202560,14394092,47675487,55126417,12419,45705,54971
Japan,603,298,25061,28666,2007,2007,2007,2007,1520,1978,1689,1815,122,197,279,349,16,49,32,38,3515.3,270927,276129,19911269,63588563,74953365,33020,121844,147291
Thailand,580,247,25360,29284,2007,2007,2007,2006,1558,1979,1717,1756,105,163,129,138,27,80,55,69,4243.0,327565,333854,23074155,72370218,83572910,39783,141398,169539
"Korea, Republic of",568,266,40508,45587,2009,2008,2012,2011,1358,1737,1520,1528,98,151,123,129,21,73,51,54,3725.8,287909,293437,25461400,71691879,86039388,44826,160701,194252
Indonesia,511,395,30395,52211,2007,2008,2007,2007,1761,1872,1796,1794,146,170,181,181,84,145,145,150,3023.8,232329,236790,18518755,49479606,58275241,36240,135863,165371
Singapore,502,293,31484,39926,2008,2009,2009,2009,1439,1648,1505,1512,106,174,158,167,15,38,26,29,4175.6,322833,329031,25537252,70772915,80688541,50871,162954,192495
Australia,362,289,75432,129468,2010,2010,2010,2010,3188,3448,3267,3218,262,297,292,292,50,84,85,86,4801.2,369090,376177,33639637,85732986,96559079,92927,319176,388514
Philippines,317,229,8992,12000,2007,2007,2008,2008,865,1317,1225,1345,84,124,187,210,37,95,150,156,1255.7,94948,96771,6502600,20561061,24412072,20513,82283,101455
Malaysia,310,227,21225,28339,2007,2008,2010,2009,1497,1683,1543,1575,123,159,151,163,29,64,51,56,2049.8,157948,160981,13692357,40516061,45129136,44169,150519,183317
United States of America,43,38,14759,18528,2010,2010,2010,2010,6411,7283,6948,7008,503,552,520,544,74,76,75,71,1558.9,120445,122758,7386987,23350523,26962036,171790,736636,949353
Brunei Darussalam,28,21,1642,2195,2006,2006,2008,2006,1409,1741,1628,1801,120,161,226,273,40,62,63,72,158.2,11515,11736,1217440,3390785,3692315,43480,143536,186102
New Zealand,27,24,4551,6523,2010,2010,2009,2009,5284,5287,5246,5260,433,418,383,393,35,64,48,53,543.5,42072,42880,3786547,10003989,12315639,140242,481813,579964
India,23,22,2133,3583,2010,2010,2010,2010,3941,3742,3577,3689,360,376,442,445,106,119,146,151,230.1,17738,18078,1962178,3880082,5047480,85312,251501,313140
Cambodia,21,11,298,370,1999,2001,2000,2000,1246,2099,1730,1720,90,170,223,218,46,82,63,63,76.1,5848,5961,429635,1227974,1495874,20459,68533,83047
Papua New Guinea,17,10,4123,3585,2012,2010,2014,2014,3423,3258,3594,3553,263,295,283,283,33,54,28,30,381.9,28258,28800,1205103,7094659,6389332,70888,493100,730165
Russian Federation,16,16,1054,1587,2006,2006,2005,2005,1919,2402,2009,2031,198,290,309,312,52,76,69,71,133.5,10336,10534,795920,2251889,2755344,49745,187790,228993
Peru,16,16,5578,9977,2010,2010,2009,2009,10178,10184,10213,10222,908,889,902,905,134,174,224,234,441.8,34218,34875,3884127,7900633,9795229,242758,787384,921668
