port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Casablanca - Jorf Lasfar,121,103,2006,2006,2010,2010,363624778,602684624,129,194,208,210,92,7042
Casablanca - Tanger Med,394,91,2002,2005,2004,2003,2042722069,2183792350,222,276,288,297,426,32737
Casablanca - Larache,19,14,2000,2000,2002,2002,44741497,57677004,146,210,167,165,13,973
Safi - Bir-Jdid,2,1,2016,2016,2016,2016,10046711,16135438,208,208,208,208,1,87
Casablanca - Asilah,29,17,2002,2003,2004,2003,109565868,121300341,155,212,199,204,23,1797
Asilah - Tanger Med,72,52,2005,2006,2008,2008,389116340,411678151,107,150,140,139,53,4069
Tangier - Rabat,21,6,1993,1997,1999,1996,4540190,3567947,710,1967,1505,1238,15,1146
Rabat - Larache,9,6,1997,1996,2004,2002,2706698,1658786,615,1065,1496,1282,6,448
Tangier - Larache,36,10,1994,1997,1998,1997,13400579,15896236,500,645,469,433,20,1522
Tangier - Skhirat,4,3,2001,2000,2005,2005,3552982,1996028,459,2295,3808,3360,9,705
Tangier - Kenitra,37,7,1993,1997,1998,1994,4287922,3772042,501,724,774,740,17,1305
Larache - Mohammedia,9,3,2009,2008,2009,2010,12761516,18660958,222,516,312,317,6,472
Mohammedia - Tangier,16,5,2005,2002,2007,2007,23603200,31078917,294,868,246,248,17,1310
Casablanca - Agadir,254,104,2005,2004,2007,2007,750656819,963487264,281,297,294,297,231,17681
El Jadida - Asilah,2,2,2006,2006,2007,2007,27407885,36780549,705,705,621,575,4,283
Jorf Lasfar - Safi,83,68,2008,2007,2010,2010,339308574,572923364,182,299,341,349,138,10575
Tanger Med - Mohammedia,147,16,2008,2008,2009,2009,274062601,391484907,204,304,295,299,181,13751
Mohammedia - Asilah,4,3,2008,2007,2006,2007,15498370,22079629,225,239,222,228,4,274
Tangier - Agadir,10,7,1994,1992,1998,1997,10662768,10911591,471,1005,573,513,11,863
Rabat - Essaouira,2,2,1997,1997,2005,2004,1017707,581609,1903,1903,2685,2034,2,150
Essaouira - Skhirat,1,1,2005,2005,2005,2005,126631,70401,457,457,457,457,0,15
Tanger Med - Agadir,51,19,2003,2005,2003,2003,270845087,337159063,516,647,567,567,78,5981
Agadir - Safi,27,22,2001,2000,2005,2006,36128930,53305470,241,400,243,240,27,2029
Ras El Ma - Sale,1,1,2011,2011,2011,2011,4493848,2935444,3208,3208,3208,3208,1,78
Sale - Mohammedia,5,3,1992,1995,2002,1999,1341278,1073549,210,469,546,395,2,126
Mohammedia - Casablanca,12,11,2005,2006,2012,2011,40529106,40481968,101,230,164,142,9,676
Casablanca - El Jadida,7,7,2009,2009,2012,2012,27689349,44522764,187,271,228,227,4,343
Dakhla - Laayoune,38,17,2007,2000,2009,2011,70340204,83094968,285,777,366,340,44,3329
Safi - Casablanca,67,58,2002,2003,2007,2007,151902905,237350972,207,255,274,277,46,3499
Casablanca - Al Hoceima,1,1,2006,2006,2006,2006,4869613,5499477,488,488,488,488,6,478
Tangier - Al Hoceima,7,3,1992,1995,1996,1996,1580692,1323871,268,283,217,208,2,136
Agadir - Essaouira,14,8,1994,1998,1999,2003,16847712,19918795,338,923,321,272,15,1158
Essaouira - Anza,4,2,2005,1998,2011,2011,18455683,23015117,424,299,836,841,5,407
Anza - Kenitra,1,1,1986,1986,1986,1986,298233,252409,751,751,751,751,0,18
Kenitra - Casablanca,4,3,1991,1993,2004,2007,2093028,2536247,174,491,267,249,1,102
Agadir - Tan Tan,6,3,1987,1987,1986,1983,3240626,2359857,916,2648,1902,1882,14,1072
Tan Tan - Tarfaya,2,2,1986,1986,1987,1987,608707,198962,179,179,248,209,0,19
Tarfaya - Dakhla,2,2,1986,1986,1987,1987,3858770,1522532,1620,1620,1569,1598,2,144
Dakhla - Agadir,37,18,1988,1989,1989,1989,465674746,293791206,1310,2512,3118,2956,128,9613
Larache - Kenitra,12,8,1990,1988,2000,2001,10919244,13358275,394,462,850,836,13,946
Kenitra - Skhirat,3,3,1992,1992,2008,2007,2968259,4591278,140,270,417,407,1,65
Skhirat - Casablanca,6,6,1999,1999,2007,2007,14512505,18658410,112,162,134,139,3,240
Safi - Essaouira,6,4,1999,2000,2008,2008,2845409,3778751,78,248,159,157,2,162
Tangier - Souq Larb'A Al Gharb,1,1,1986,1986,1986,1986,33462,28321,84,84,84,84,0,3
Souq Larb'A Al Gharb - Kenitra,1,1,1986,1986,1986,1986,22014,18632,55,55,55,55,0,2
Tan Tan - Dakhla,1,1,1986,1986,1986,1986,727954,616102,1834,1834,1834,1834,1,64
Jorf Lasfar - Agadir,35,22,2005,2007,2007,2007,140272585,234121584,228,310,311,315,43,3272
Tanger Med - Jorf Lasfar,39,30,2009,2009,2010,2010,352167367,496419779,310,353,355,348,81,6273
Tanger Med - Nador,1,1,1986,1986,1986,1986,447603,656784,2249,2249,2249,2249,2,163
Nador - Tangier,1,1,1986,1986,1986,1986,76388,112086,384,384,384,384,1,70
Larache - Safi,1,1,1986,1986,1986,1986,316584,464535,1591,1591,1591,1591,1,98
Casablanca - Bir-Jdid,1,1,1981,1981,1981,1981,1273722,1736066,90,90,90,90,0,28
Casablanca - Laayoune,24,6,1998,2004,1999,1999,37492583,49568824,519,536,537,536,12,916
Tan Tan - Laayoune,5,4,1994,1994,1993,1993,3828119,5775926,206,547,218,203,2,143
Laayoune - Safi,12,8,1986,1987,1992,1991,26137395,29648031,419,493,478,517,10,771
Jorf Lasfar - Mohammedia,61,19,2002,2005,2013,2013,189183337,305107590,118,274,429,475,102,7778
Skhirat - Roches Noires,2,2,1998,1998,2006,2006,2084239,2655101,171,171,52,52,1,59
Roches Noires - Rabat,3,2,1989,1989,1989,1989,85067,110087,300,284,278,278,1,39
Tanger Med - Larache,17,9,2004,2005,2004,2004,48332788,64670886,141,176,184,190,11,811
Casablanca - Tangier,27,16,1999,2001,1999,1998,152754501,142289146,255,367,270,353,37,2858
Agadir - Laayoune,73,23,1987,1993,1993,1991,123526812,142401668,312,687,446,376,55,4172
Roches Noires - Casablanca,6,6,2006,2006,2003,2006,50222546,53685734,178,253,256,233,8,633
Dakhla - Casablanca,2,2,1998,1998,1996,1998,40434366,9482682,1654,1654,875,1532,21,1572
Mohammedia - Safi,10,9,2004,2003,2006,2006,26043320,37486189,410,487,538,535,17,1262
Casablanca - Tan Tan,3,3,1992,1992,1993,1992,2769969,4409914,417,410,411,409,1,61
Tan Tan - Sidi Ifni,6,5,2000,1998,2002,2001,5067829,6644780,316,572,662,706,8,595
Sidi Ifni - Laayoune,2,2,1987,1987,1999,1999,3237886,4512053,991,991,1577,1617,3,223
Tangier - Tanger Med,12,8,1994,2000,2000,2001,37066259,20349129,443,1685,266,242,22,1672
