int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,1306,650,2002,2004,2003,2004,10593987867,14914854682,770,1269,1544,1516,2202,168065
Bulk carrier,1055,847,2009,2010,2011,2011,59233415679,101566565365,1460,2020,2115,2132,6030,464894
Container,2923,553,2006,2007,2012,2012,261318690522,289358931171,883,1662,2000,1944,26929,2081070
Miscellaneous - fishing,81,47,1987,1988,1990,1991,1129484582,581225333,359,2594,5562,4597,271,20409
Vehicle,508,132,2004,2007,2004,2004,26672347812,9204664473,748,1314,1234,1289,2033,156986
Chemical tanker,921,413,2007,2008,2010,2010,17004351760,27584079108,804,1629,1754,1788,4001,306988
Liquefied gas tanker,307,105,2009,2010,2011,2011,11048551468,12521051101,1120,2015,2095,2079,1871,143926
Refrigerated bulk,96,47,2000,1995,2001,2001,1042819430,1142368293,1285,1416,1259,1253,617,46869
Ro-Ro,489,36,2001,2004,2009,2008,10335971393,5074784057,126,1135,974,874,1125,86876
Ferry-RoPax,326,22,1996,1994,1995,1995,5203568101,916763861,530,2242,562,528,1199,92065
Service - other,52,34,1999,1999,1998,1999,189646559,144532169,470,1549,1400,1012,122,9173
Cruise,154,55,1996,1996,2002,2000,3672236125,391780212,352,431,434,440,822,63655
Service - tug,45,34,1996,1996,2002,1999,25348205,18466303,500,1910,1300,1250,88,6592
Oil tanker,233,103,2007,2008,2011,2011,8441459867,14982540005,627,1538,1791,1845,1255,96169
Offshore,12,10,1997,1998,1991,1994,82123739,75114238,1723,1992,2301,2210,45,3377
