Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,36,6,11,15,1978,1977,1978,1978,162,297,170,161,17,61,33,30,16,34,33,31,7.6,577,589,48304,138574,199141,1342,4374,6290
Ferry-RoPax,32,2,2,1,1970,1972,1970,1970,86,87,82,82,11,18,31,31,5,5,17,18,5.3,396,404,18370,39744,52841,574,1282,1826
Service - tug,26,4,1,1,1975,1972,1975,1975,109,132,138,138,26,28,37,37,13,26,41,41,2.7,202,206,16834,39806,53298,647,1672,2257
Cruise,18,8,12,1,1982,1982,1988,1986,86,89,91,87,15,22,17,16,14,17,12,14,11.6,883,900,8037,32460,59608,447,1822,3064
Oil tanker,11,2,362,684,2004,2006,2010,2010,121,1190,1718,1809,13,230,439,441,42,81,121,122,25.1,1931,1968,179341,290436,300312,16304,45455,57396
Ro-Ro,10,3,2,2,1980,1981,1978,1978,137,197,184,184,18,30,28,28,66,70,90,90,8.8,659,672,8454,65177,30757,845,2063,2941
Liquefied gas tanker,7,1,6,6,2007,2007,2007,2007,178,178,179,179,17,17,23,23,9,9,14,14,3.8,289,295,4682,13564,14979,669,3662,4815
Chemical tanker,4,1,4,5,2010,2010,2010,2010,306,306,310,310,34,34,46,46,46,46,44,44,3.6,270,275,19528,49077,60498,4882,14364,17611
Ferry-pax only,4,2,9,2,1993,1993,1983,1984,8515,8695,11418,6587,1484,1980,3937,3787,20,68,9,16,14.1,1057,1077,146327,298009,375400,36582,85069,112150
Bulk carrier,3,2,3,5,2008,2009,2010,2010,76,287,239,248,21,40,52,53,45,45,44,45,0.9,71,73,10331,23433,28230,3444,10384,12961
Container,1,1,2,2,2007,2007,2007,2007,167,167,167,167,18,18,18,18,5,5,5,5,0.4,29,29,2125,8245,9408,2125,8899,10859
Vehicle,1,1,11,3,1997,1997,1997,1997,250,250,250,250,34,34,34,34,7,7,7,7,1.2,95,96,3160,13931,16134,3160,12010,12926
