Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,36,6,9,13,1978,1977,1978,1978,113,152,136,134,18,22,31,31,7,15,6,5,6.0,457,466,40056,114913,165139,1113,3627,5216
Ferry-RoPax,32,2,2,1,1970,1972,1970,1970,86,92,85,85,16,18,18,18,1,0,2,2,2.6,196,199,18991,41085,54625,593,1325,1888
Service - tug,26,4,1,1,1975,1972,1974,1974,109,151,128,128,22,40,70,70,8,13,20,20,2.8,211,215,15661,37033,49585,602,1555,2100
Cruise,18,8,21,2,1982,1982,1989,1987,97,126,159,159,16,25,26,27,9,9,10,10,10.9,833,849,12574,57416,92658,699,3034,4533
Oil tanker,11,1,8,11,2003,2003,2003,2003,112,112,128,128,14,14,22,22,16,16,16,16,4.6,350,356,20029,21458,20210,1821,6202,8244
Ro-Ro,10,3,1,2,1980,1981,1977,1977,122,112,165,164,28,66,68,69,4,4,12,12,5.1,383,390,7528,58035,27386,753,1837,2619
Liquefied gas tanker,7,1,7,7,2007,2007,2007,2007,181,181,206,206,18,18,50,50,8,8,9,9,6.1,463,472,5389,15611,17240,770,4215,5542
Ferry-pax only,5,3,19,7,1993,1993,1996,1998,20163,14360,13361,16357,689,1157,1293,1713,53,245,466,338,17.0,1274,1298,571933,1164795,1467281,114387,266001,350677
Chemical tanker,4,1,2,2,2010,2010,2010,2010,145,145,137,137,14,14,14,14,16,16,14,14,1.4,105,107,8609,21635,26670,2152,6332,7764
Bulk carrier,3,2,8,12,2008,2009,2008,2008,482,584,606,602,35,49,39,40,15,30,46,46,1.7,133,135,25064,56851,68488,8355,25192,31444
Container,1,1,1,1,2007,2007,2007,2007,90,90,90,90,10,10,10,10,3,3,3,3,0.2,16,16,1151,4464,5094,1151,4819,5880
Vehicle,1,1,41,11,1997,1997,1997,1997,919,919,919,919,102,102,102,102,0,0,0,0,1.6,124,126,11619,51229,59328,11619,44165,47531
