Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Guatemala,135,87,345,423,2009,2009,2009,2010,72,124,85,90,8,36,39,46,21,53,46,59,110.9,8549,8713,256017,864412,1003754,1896,7307,8705
Nicaragua,121,54,753,1023,2009,2010,2009,2009,201,228,223,221,18,28,25,25,29,37,36,37,141.7,10967,11177,602571,2282698,2553652,4980,20371,24093
Honduras,94,49,683,587,2008,2010,2009,2009,191,217,206,223,16,36,33,47,30,34,32,45,108.7,8364,8525,379619,1602952,1849084,4039,17762,20959
Panama,67,53,1568,2450,2008,2008,2010,2010,883,916,913,920,73,128,99,101,39,50,44,45,247.7,19151,19519,1035692,3944571,4596550,15458,73811,90217
Mexico,57,33,1567,2313,2009,2010,2010,2011,790,1348,1135,1225,69,169,163,178,13,89,74,82,248.9,19228,19597,1249755,4069652,4899381,21926,90010,109840
United States of America,56,46,4450,5835,2011,2012,2011,2012,2577,2548,2511,2603,256,299,272,304,53,88,71,84,480.9,36980,37690,2060258,8694673,10252955,36790,200802,245497
Peru,23,20,1326,2098,2011,2012,2012,2012,1773,1962,1948,1966,155,191,197,201,49,100,97,100,163.6,12663,12907,856174,2941781,3466142,37225,161768,196726
Costa Rica,22,19,220,320,2002,2007,2009,2010,464,729,516,504,52,80,96,95,82,187,202,168,43.6,3335,3400,300977,765617,935389,13681,42353,51533
Ecuador,19,18,522,766,2001,2001,2006,2008,1238,2903,1503,1415,113,369,425,311,18,126,57,50,114.7,8792,8960,729231,1852190,2170696,38381,115468,138795
Colombia,16,16,464,802,2011,2011,2011,2011,1046,1158,1182,1183,109,156,192,193,40,50,54,54,50.0,3874,3948,306142,836586,1043375,19134,77205,92967
Chile,9,9,738,1250,2011,2011,2012,2012,2710,2816,2852,2857,282,316,336,338,111,103,108,108,69.0,5326,5429,486325,1298945,1793933,54036,235678,300074
Japan,5,5,2218,1069,2009,2009,2009,2010,7627,8188,8244,8060,564,685,718,716,24,52,37,86,118.6,9187,9363,842730,3255808,3801347,168546,617614,675134
China,5,5,1344,2239,2011,2011,2011,2012,8564,8571,8582,8597,742,724,722,723,145,129,136,140,123.1,9528,9711,717568,1791902,2241122,143514,572535,700913
Sri Lanka,3,1,9,16,2010,2010,2010,2010,73,73,96,96,24,24,31,31,34,34,95,95,0.8,64,66,7333,14514,18002,2444,7804,9073
India,3,3,28,44,1993,1993,1998,1999,1007,1149,1739,1785,93,89,159,161,148,150,257,260,3.9,298,303,53383,132256,187016,17794,58144,76912
Canada,3,3,291,485,2011,2011,2013,2013,3617,3600,3608,3608,340,389,417,423,66,65,69,69,23.9,1844,1879,153010,417907,541171,51003,223434,281045
Belgium,2,2,345,563,2013,2013,2013,2013,5823,5823,5823,5825,646,646,647,648,140,140,141,141,46.5,3579,3647,108599,795301,916967,54299,468901,576419
Puerto Rico,2,2,68,113,2016,2016,2016,2016,2763,2763,2762,2739,196,196,208,207,86,86,109,107,15.3,1169,1191,93786,301838,355709,46893,168667,199669
United Arab Emirates,2,2,160,298,2002,2002,2006,2006,1743,1743,2316,2365,158,158,241,243,96,96,164,166,13.1,1012,1032,151658,329190,371207,75829,197445,248981
Venezuela (Bolivarian Republic of),2,2,94,126,2012,2012,2014,2013,1959,1959,1923,1934,226,226,204,211,40,40,44,43,15.3,1182,1205,27725,205937,190311,13863,123711,180778
Netherlands,1,1,28,46,2009,2009,2009,2009,958,958,958,958,108,108,108,108,19,19,19,19,3.0,231,235,41026,98520,111139,41026,124844,145999
Myanmar,1,1,3,5,2015,2015,2015,2015,77,77,77,77,65,65,65,65,277,277,277,277,2.3,177,181,992,2913,3328,992,4535,5542
Jamaica,1,1,40,70,2010,2010,2010,2010,1523,1523,1523,1523,160,160,160,160,262,262,262,262,13.5,1047,1067,13519,99006,114152,13519,116746,143516
Senegal,1,1,48,61,2007,2007,2007,2007,4842,4842,4842,4842,453,453,453,453,422,422,422,422,15.1,1162,1184,23061,84203,124327,23061,137980,188426
"Korea, Republic of",1,1,264,439,2005,2005,2005,2005,8771,8771,8771,8771,694,694,694,694,34,34,34,34,31.2,2420,2466,391415,939937,1060330,391415,1191088,1392920
Aruba,1,1,35,40,2010,2010,2010,2010,1516,1516,1516,1516,151,151,151,151,30,30,30,30,3.5,268,273,30447,88210,97412,30447,166696,219209
Spain,1,1,126,207,2012,2012,2012,2012,5563,5563,5563,5563,654,654,654,654,32,32,32,32,13.5,1047,1067,92306,182690,226594,92306,294679,342620
Trinidad and Tobago,1,1,57,66,2017,2017,2017,2017,2285,2285,2285,2285,235,235,235,235,26,26,26,26,5.5,426,434,49501,143413,158374,49501,271018,356395
