Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,216,21,1503,1903,2008,2007,2008,2008,177,291,292,291,13,39,82,83,33,34,38,38,377.0,28982,29539,1697205,6409921,7188460,7857,31225,37545
Bulk carrier,146,137,11607,19860,2012,2012,2012,2012,2318,2773,2786,2818,226,268,484,486,66,86,97,98,1102.7,85251,86888,7330269,16219370,20340342,50207,178854,213110
Chemical tanker,141,100,3276,5427,2011,2012,2012,2012,104,989,866,865,12,97,312,312,43,55,87,88,603.2,46650,47546,1151322,7873207,9088816,8165,65652,80548
Vehicle,71,60,1187,396,2009,2009,2007,2007,113,319,288,293,13,32,210,218,4,8,10,10,69.3,5366,5469,400641,1766399,2045670,5643,21448,23083
General cargo,27,26,2173,3597,2008,2008,2013,2013,1512,3002,3998,4139,148,269,579,586,65,74,107,106,208.1,16020,16327,1477614,5286487,7765450,54726,316011,429606
Oil tanker,16,14,662,1109,2006,2006,2005,2005,655,1402,1214,1181,72,137,486,475,36,42,44,44,104.3,8072,8227,944148,2075076,2418706,59009,168465,200158
Liquefied gas tanker,16,3,988,1145,2011,2014,2010,2010,2874,1778,2577,2570,215,131,211,211,74,34,80,80,96.8,7434,7576,845774,2488554,2731063,52861,291275,384161
Miscellaneous - fishing,14,9,133,110,1984,1990,1986,1986,1219,6103,5414,5354,1176,927,1385,1399,96,142,121,103,74.8,5617,5725,771881,1712181,1946576,55134,129756,153818
Cruise,4,4,35,4,1995,1995,1997,1996,320,351,376,373,22,31,41,39,8,14,8,7,11.3,875,892,9846,79756,109504,2462,16813,20700
Service - tug,2,2,3,3,1996,1996,1989,1986,1748,1748,1928,2056,1337,1337,671,436,8,8,10,10,3.3,250,255,76479,180849,242147,38239,98741,133317
Refrigerated bulk,2,2,46,55,1992,1992,1990,1990,4488,4488,4479,4533,342,342,559,561,300,300,252,252,29.1,2213,2255,162596,355279,400189,81298,173245,187052
Ferry-pax only,2,2,8,2,1984,1984,1993,1991,7860,7860,650,354,512,512,891,786,72,72,25,38,8.5,639,651,105938,223111,281998,52969,125367,165340
