int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Veliko Gradiste,3,1,1964,1964,1964,1964,918914,1049906,171,171,164,164,0,13
Dimitrovgrad,2,2,2004,2004,1999,2006,11314652,7820405,788,788,691,492,5,348
Smederevo,4,4,1977,1977,1982,1974,3065734,2737409,415,413,432,382,2,165
Prahovo,11,6,1966,1967,1965,1965,4672678,6116864,260,268,260,269,2,119
Bresnica,1,1,1984,1984,1984,1984,12664629,6285738,2025,2025,2025,2025,3,218
Novi Sad,1,1,2018,2018,2018,2018,37578,3416,569,569,569,569,0,14
Gnjilane,1,1,2008,2008,2008,2008,3318376,3884789,631,631,631,631,0,36
Backa Palanka,1,1,2018,2018,2018,2018,7391,672,112,112,112,112,0,3
Veternik,1,1,1977,1977,1977,1977,536019,715639,219,219,219,219,0,9
