int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Container,1,1,2016,2016,2016,2016,3561573,4736058,356,356,356,356,1,76
Service - other,3,3,2009,2009,1992,1992,3317234,1337695,331,299,509,514,2,131
Offshore,2,2,1996,1996,1986,1986,24660615,12187402,2293,2293,3020,3050,7,533
General cargo,18,7,1968,1973,1978,1978,15324259,18109264,211,343,424,408,3,239
Service - tug,1,1,1975,1975,1975,1975,37333,45580,109,109,109,109,0,8
