int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Blanglancang,53,44,2000,2005,2009,2008,12710809560,15410121033,948,3617,5086,4284,1163,79609
Gilimanuk,30,25,1989,1987,1996,1996,42712969,33664733,171,192,441,469,77,5812
Pulau Sambu,3659,2482,2008,2008,2010,2010,898607007670,1683165569786,2278,3624,4095,4150,55897,4324426
Tanjung Santan,1380,1048,2009,2009,2009,2009,100895791529,181904605045,1631,1835,1991,1995,8665,669281
New Priok Port,1071,430,2006,2006,2007,2008,39353365829,44361797036,591,1443,1194,1359,4659,360186
Jakarta,2471,1053,2005,2006,2007,2007,71869610628,93709425502,721,1490,1245,1291,11474,883449
Tanjung Arang  (Bunyu),281,270,2009,2009,2009,2009,18981339428,34980825309,1546,2065,1800,1814,1514,116925
Jabung Batanghari Marine Terminal,139,98,2007,2006,1990,1994,4356954747,5737161611,395,1066,2069,1632,873,67489
Telukbayur,374,217,2003,2005,2004,2004,8987368564,14460175574,1430,1690,1726,1746,1595,122797
Gresik,646,491,2006,2006,2008,2008,18058334260,29331093739,973,1972,2085,2159,3107,238489
Sekupang,622,297,2004,2006,1999,1998,1351266876,1742794665,439,1249,906,864,1591,120702
Ciwandan,560,393,2007,2008,2010,2011,22199451094,36704293541,1332,2316,2710,2794,3086,237767
Kendari,86,77,2005,2005,2009,2009,3220862437,5119517504,2259,1994,2443,2497,442,33989
Nipah,1434,770,2005,2005,2009,2009,111413486990,177318480464,576,2307,3463,3633,12050,904308
Batu Ampar,1587,998,2007,2007,2010,2010,240329701401,443112247375,1402,3312,4520,4629,15734,1208706
Dumai,1327,779,2007,2008,2007,2008,22939170058,37449602191,716,1126,1134,1126,4912,377748
Tanjunguban,389,291,2005,2007,2009,2008,9118214059,12469017184,375,1298,1642,1505,1797,138083
Pare Pare,81,24,1993,1999,2002,2007,1041224804,1222826693,1045,1512,1562,2031,216,16377
Surabaya,949,481,2004,2005,2007,2007,19636527388,25455645899,829,1673,1346,1375,3791,291231
Bontang,825,583,2007,2008,2007,2008,74850604522,105194346349,1664,1790,2127,1996,6662,469502
