int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Liquefied gas tanker,1215,421,2004,2006,2006,2007,115955087463,105674143121,1597,3107,3693,3598,15515,1075170
Ferry-pax only,1331,146,2002,1999,1997,1997,873847578,210617245,630,1791,838,843,912,68450
Bulk carrier,7696,4149,2009,2009,2010,2010,967731857242,1797704242076,1743,2724,3091,3146,67338,5213628
Vehicle,390,147,2003,2003,2005,2005,27488656887,9275848311,664,2367,1650,1705,1975,152575
General cargo,3390,1277,2004,2004,2006,2006,52027972903,69445745806,938,1862,1982,1979,9537,731435
Offshore,283,178,2005,2005,1995,1994,5752366718,6170712647,615,2203,2395,2223,1440,107437
Oil tanker,4350,1849,2006,2007,2010,2010,793476427055,1497891892039,1073,2691,3447,3499,57342,4432730
Chemical tanker,3870,1246,2007,2008,2008,2008,75611009145,121716403742,989,1523,1538,1544,16255,1250364
Ferry-RoPax,328,197,1993,1992,1996,1997,1036182554,318476548,250,1920,994,895,953,71643
Container,3420,667,2005,2006,2007,2007,101092632818,124314006613,656,1278,1077,1072,15675,1211027
Service - tug,2571,769,2008,2009,2010,2010,1226044316,1026250063,216,1315,990,1010,1765,132668
Service - other,365,179,2005,2005,2002,2001,3929213851,4153077582,332,2250,1372,1144,1383,105237
Ro-Ro,457,114,2009,2007,2002,2006,498101296,685471052,84,1686,401,591,1693,127363
Other liquids tankers,5,4,2013,2013,2010,2011,74250145,89441670,129,668,1231,1180,12,947
Cruise,107,51,2002,2000,2006,2005,7328712388,745927183,774,1013,996,984,1429,110627
Refrigerated bulk,43,32,1992,1992,1993,1992,726802129,797341978,2422,4000,3676,3777,495,37487
Miscellaneous - fishing,99,38,2000,1999,2003,2005,254290942,186504539,482,6429,2037,2639,295,22131
