int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Porto Grande,514,369,2000,2002,2007,2009,23570492786,36826184977,2263,4134,2890,3132,3556,271805
Porto Da Praia,148,81,2001,2000,2004,2006,3843441503,4520731878,1113,2994,1788,2025,905,69045
Sao Vicente,47,44,2000,2000,2007,2007,1311078014,1691628222,2173,3463,2137,1957,255,18925
