Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Nigeria,224,84,1475,1966,1995,2004,2006,2007,219,595,615,660,62,185,369,450,47,157,266,333,481.1,37088,37800,1537860,3728494,4513315,6865,20171,24514
Togo,221,87,2515,3521,2005,2005,2005,2005,684,905,746,767,79,227,296,330,117,153,141,148,855.4,65087,66337,3591918,10326344,12092652,16253,52318,62075
Gabon,162,67,998,1330,2007,2007,2008,2008,266,332,301,308,26,81,92,90,81,193,114,120,335.5,25759,26254,1058291,2907512,3438551,6533,21822,26989
Congo,144,75,3714,4350,2008,2007,2008,2009,670,779,684,692,64,122,103,115,60,116,68,76,581.3,44848,45709,2796152,8203286,9751303,19418,68203,82018
Equatorial Guinea,122,69,235,240,2004,2005,2006,2005,92,126,98,98,10,74,45,55,46,76,62,71,162.4,12342,12579,274537,771660,876952,2250,6838,8239
Angola,94,55,3436,4376,2007,2007,2008,2008,880,916,865,853,78,161,105,113,46,172,113,133,490.9,37963,38692,2949823,7077587,8210996,31381,90219,107023
Ghana,80,62,1454,2049,2006,2006,2008,2008,750,876,834,836,94,171,186,199,70,155,246,251,324.3,24964,25444,1455973,3846791,4647947,18200,60325,72964
Côte d'Ivoire,78,50,1531,2033,2008,2007,2009,2008,909,1059,988,1000,82,215,236,255,48,289,283,342,450.4,34624,35289,2025740,5009572,5815744,25971,74034,85807
Spain,61,60,6042,10056,2007,2007,2009,2009,3201,3420,3574,3578,283,301,332,335,123,133,142,124,637.1,48919,49858,4782593,11220500,13580395,78403,256028,312252
"Congo, Democratic Republic of the",30,9,193,275,2007,2005,2006,2006,780,836,830,846,77,333,452,556,48,138,145,170,53.4,4107,4186,346010,961969,1308944,11534,43925,55015
South Africa,29,28,2506,4413,2001,2002,2005,2005,3111,3015,3007,3013,291,383,436,436,153,215,195,192,358.2,27599,28129,2379222,5152964,6235516,82042,233601,286974
Gibraltar,26,26,2692,4615,2008,2008,2008,2008,3626,3674,3698,3702,302,309,316,318,146,146,135,133,288.3,22282,22710,2106387,4663668,5773512,81015,262464,318372
Benin,24,23,460,511,2006,2006,2007,2007,604,666,657,703,88,155,156,194,68,325,449,657,93.8,7227,7365,312776,735876,921835,13032,43496,51456
Indonesia,17,9,6384,12134,1988,2002,2011,2011,94,5689,8426,8474,18,560,851,852,1,15,19,19,291.5,22576,23010,3389586,6105242,6474811,199387,526941,659700
Singapore,16,15,9090,14537,2008,2008,2010,2011,8092,8138,8161,8169,676,724,748,745,76,258,154,138,715.2,50653,51626,4622466,12118631,13267788,288904,1073569,1426719
Senegal,13,9,271,346,2004,2001,2005,2004,2045,2421,2160,2153,121,246,205,201,36,120,68,72,103.3,7896,8048,567527,1278080,1485333,43656,108678,123267
Portugal,12,12,1420,2501,2010,2010,2008,2008,3635,3647,3637,3638,292,305,306,308,144,143,127,124,125.9,9745,9933,1118591,2375532,2983820,93216,296137,359015
Brazil,12,11,1108,1965,2005,2005,2005,2005,3510,3582,3724,3745,328,339,357,358,168,176,83,74,118.7,9146,9322,739584,1755109,2321197,61632,224043,285949
Namibia,9,9,86,110,1998,1998,1996,1996,1774,1825,1751,1745,145,336,199,195,175,323,156,139,48.3,3667,3737,313414,746813,950662,34824,91935,115995
United States of America,8,4,564,1036,2010,2014,2016,2016,688,3470,2911,3357,58,301,349,356,23,21,31,31,46.5,3581,3650,470867,1160798,1384522,58858,191201,234158
Malaysia,7,7,7977,15292,2013,2013,2013,2013,8044,8276,8196,8199,659,673,670,670,31,33,37,37,356.6,27626,28156,3992815,6932116,7380616,570402,1535075,1905848
Mauritania,7,7,246,386,1995,1995,2003,2004,2468,2793,2755,2776,284,357,415,422,295,260,216,215,55.9,4267,4349,332583,736855,910241,47512,135861,159770
Costa Rica,7,1,117,139,2007,2007,2007,2007,1105,1105,1084,1084,73,73,70,70,35,35,33,33,21.2,1623,1654,128766,499508,569972,18395,77024,93986
Sri Lanka,6,6,4041,7678,2010,2010,2013,2013,7018,7020,7004,7003,668,700,669,669,82,169,69,65,207.6,16069,16377,2088164,3814017,4250870,348027,987159,1231976
Sierra Leone,5,5,256,429,2008,2008,2008,2008,1702,2253,2065,2060,148,262,307,305,183,167,187,189,28.9,2232,2275,165741,394594,523780,33148,130180,160030
China,5,5,1816,3433,1996,1996,2003,2003,437,2601,6931,7203,63,235,913,916,19,53,28,27,83.0,6426,6550,824100,1411071,1481798,164820,452842,566812
Mauritius,5,5,623,653,2007,2007,2005,2005,4712,4700,4779,4761,416,433,360,369,77,122,211,192,94.4,6203,6322,283250,1203420,1333598,56650,320520,456503
India,5,5,4624,7164,2006,2006,2005,2004,7749,7691,7702,7742,603,669,685,708,34,77,67,44,294.5,20461,20854,1850097,4920957,4726394,370019,1371948,1869935
Italy,4,4,733,557,2010,2010,2014,2013,4429,4460,4449,4451,310,319,279,291,51,72,69,69,106.8,7209,7347,276510,1140824,1157119,69127,347466,490651
Belgium,4,1,497,550,2017,2017,2017,2017,4521,4521,4555,4555,248,248,269,269,26,26,32,32,77.3,5975,6089,461922,1664170,1806607,115480,417090,486878
Guinea,4,4,169,283,2008,2008,2009,2009,1751,1808,1813,1812,298,346,385,387,138,146,137,133,29.6,2292,2336,88934,334886,413376,22233,114545,139844
Netherlands,4,4,760,1390,2005,2005,2007,2007,4714,4743,4808,4815,402,388,439,445,42,66,41,41,66.8,5141,5239,730444,1504469,1709420,182611,460817,554690
United Arab Emirates,3,3,1987,3122,2010,2010,2012,2014,7788,7772,7640,7706,1110,1264,756,659,159,181,137,147,172.3,12024,12255,933419,2551037,2563960,311140,1143816,1581821
Morocco,3,3,124,168,2011,2011,2011,2011,3311,3281,3305,3314,337,306,343,354,34,94,153,162,29.6,2275,2319,179807,445276,582002,59936,188855,227896
Mozambique,2,2,100,176,1999,1999,2003,2003,1857,1857,1539,1617,206,206,356,358,332,332,623,627,11.4,879,896,81900,158892,198479,40950,127275,148843
Turkey,2,2,211,287,2010,2010,2010,2010,5600,5600,5601,5602,406,406,410,411,124,124,122,121,32.5,2506,2554,108513,396213,585011,54256,324628,443311
Uruguay,2,1,10,17,1998,1998,1998,1998,184,184,184,184,41,41,62,62,16,16,13,13,0.5,39,40,7512,14867,18440,3756,11990,13941
Malta,2,2,78,126,2001,2001,2003,2004,4787,4787,4888,4890,443,443,441,441,152,152,172,173,15.7,1208,1232,92318,264699,383906,46159,198604,253634
"Taiwan, Province of China",2,2,1904,1599,2008,2008,2009,2009,9769,9769,9763,9762,766,766,766,765,120,120,120,120,162.3,10097,10291,372377,2782200,2310271,186189,1684009,2616736
Liberia,2,2,91,156,2007,2007,2007,2007,1440,1440,1441,1441,318,318,309,303,238,238,233,230,11.5,887,904,69726,138001,171166,34863,111298,129405
Pakistan,1,1,73,96,2004,2004,2004,2004,7564,7564,7564,7564,622,622,622,622,46,46,46,46,15.0,1156,1178,36325,132634,195836,36325,217342,296802
Greece,1,1,417,809,2009,2009,2009,2009,5123,5123,5123,5123,412,412,412,412,17,17,17,17,37.8,2928,2984,296272,558261,628888,296272,778000,939837
France,1,1,132,209,2007,2007,2007,2007,4437,4437,4437,4437,345,345,345,345,127,127,127,127,20.5,1589,1619,186497,447851,505214,186497,567516,663683
"Saint Helena, Ascension and Tristan da Cunha",1,1,27,28,2010,2010,2010,2010,1709,1709,1709,1709,134,134,134,134,76,76,76,76,5.1,393,400,10702,39077,57697,10702,64033,87443
Sao Tome and Principe,1,1,0,0,1983,1983,1983,1983,208,208,208,208,34,34,34,34,103,103,103,103,0.2,18,18,1316,2681,3377,1316,3061,4036
Maldives,1,1,62,77,2018,2018,2018,2018,6379,6379,6379,6379,501,501,501,501,105,105,105,105,15.6,1206,1229,29162,106481,157220,29162,174486,238277
Lithuania,1,1,88,138,1998,1998,1998,1998,5705,5705,5705,5705,496,496,496,496,407,407,407,407,14.0,1072,1093,52114,190286,280958,52114,311812,425810
Finland,1,1,148,227,2012,2012,2012,2012,6137,6137,6137,6137,556,556,556,556,145,145,145,145,14.3,1100,1121,101163,200219,248336,101163,322954,375494
Mexico,1,1,0,0,1967,1967,1967,1967,448,448,448,448,58,58,58,58,4,4,4,4,0.4,27,28,1890,4469,5984,1890,4880,6589
United Kingdom of Great Britain and Northern Ireland,1,1,143,158,2017,2017,2017,2017,5243,5243,5243,5243,337,337,337,337,34,34,34,34,19.1,1481,1509,132921,478875,519862,132921,480081,560409
Jamaica,1,1,52,74,2008,2008,2008,2008,5478,5478,5478,5478,470,470,470,470,122,122,122,122,12.0,919,937,27870,101762,150252,27870,166753,227717
Poland,1,1,24,37,1999,1999,1999,1999,5464,5464,5464,5464,498,498,498,498,189,189,189,189,5.7,436,445,62684,183877,253579,62684,251129,316645
Argentina,1,1,93,140,2012,2012,2012,2012,4658,4658,4658,4658,380,380,380,380,297,297,297,297,10.4,804,819,57288,159036,247173,57288,269896,349804
Jordan,1,1,840,709,2013,2013,2013,2013,8384,8384,8384,8384,596,596,596,596,72,72,72,72,70.5,4340,4424,165163,1234008,1024690,165163,1493840,2321236
Japan,1,1,9,3,2006,2006,2006,2006,155,155,155,155,20,20,20,20,9,9,9,9,0.4,31,31,3079,13573,15719,3079,11702,12593
Australia,1,1,522,966,2007,2007,2007,2007,8754,8754,8754,8754,885,885,885,885,118,118,118,118,29.8,2305,2349,499095,1051046,1157416,499095,1225847,1532163
Russian Federation,1,1,83,157,2008,2008,2008,2008,1490,1490,1490,1490,145,145,145,145,0,0,0,0,6.6,495,504,81169,170935,188235,81169,199364,249181
Cabo Verde,1,1,180,343,2004,2004,2004,2004,2287,2287,2287,2287,209,209,209,209,52,52,52,52,11.4,887,904,125595,236657,266597,125595,329808,398414
Libya,1,1,54,103,2008,2008,2008,2008,688,688,688,688,55,55,55,55,3,3,3,3,3.5,275,280,37755,71141,80142,37755,99143,119767
Canada,1,1,2,3,2007,2007,2007,2007,149,149,149,149,12,12,12,12,3,3,3,3,0.5,35,36,2530,9814,11199,2530,10594,12927
Puerto Rico,1,1,22,26,2007,2007,2007,2007,1444,1444,1444,1444,110,110,110,110,1,1,1,1,3.7,285,291,24497,95028,108434,24497,102573,125162
Myanmar,1,1,133,221,2009,2009,2009,2009,7809,7809,7809,7809,662,662,662,662,741,741,741,741,16.3,1259,1283,90652,251657,391125,90652,427080,553527
Norway,1,1,50,66,2009,2009,2009,2009,5230,5230,5230,5230,406,406,406,406,357,357,357,357,15.6,1194,1217,25111,91689,135380,25111,150247,205178
