Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,353,98,8348,10181,2006,2006,2008,2007,661,647,663,663,62,107,126,128,50,67,57,58,1613.5,124595,126987,7973595,23862525,26813889,22588,73614,86137
General cargo,252,107,3109,4312,2003,2005,2009,2010,634,2127,1517,1559,64,246,375,389,81,152,170,176,652.6,50033,50993,3070990,9889285,14099766,12186,58161,76705
Bulk carrier,220,200,11743,19821,2008,2008,2008,2008,1076,2091,2026,2012,211,317,407,408,170,300,296,296,1398.4,108126,110202,8068951,18174493,24311627,36677,135200,164044
Chemical tanker,149,51,1411,2248,2007,2007,2007,2007,728,1107,940,947,95,194,360,358,123,152,187,187,642.4,48791,49727,2134897,6616344,7854475,14328,49430,58746
Service - tug,124,37,80,71,1998,2005,2007,2007,169,1031,533,515,70,281,603,557,24,210,189,175,90.3,6798,6929,1809831,4279706,5730295,14595,37688,50885
Oil tanker,90,78,39031,74410,2009,2009,2010,2010,3404,4435,4847,4882,344,423,648,649,34,77,49,49,2371.1,183618,187144,22791593,41545993,44982667,253240,668729,827891
Refrigerated bulk,84,42,916,1044,1998,1992,1999,1999,882,1749,1453,1464,102,174,191,193,48,145,88,90,552.6,42018,42825,3097325,6767806,7623297,36873,78576,84838
Ro-Ro,74,26,1411,712,2006,2008,2005,2005,583,510,567,557,54,101,74,79,56,72,62,63,294.6,22590,23024,791923,1689801,1759944,10702,25201,27223
Liquefied gas tanker,50,15,8962,7521,2011,2011,2009,2008,721,3605,5713,5480,102,332,662,666,84,115,170,172,1050.9,66899,68184,1879245,13199456,11106464,37585,326812,503015
Service - other,33,4,3,2,1994,1993,1994,1998,170,202,243,167,71,75,151,90,24,35,120,67,9.4,709,723,12299,25235,27192,373,829,936
Vehicle,25,10,671,229,2005,2004,2005,2005,644,542,527,517,52,46,64,63,48,50,57,58,55.0,4257,4339,231908,1022465,1184119,9276,35259,37947
Ferry-RoPax,24,1,3,1,1974,1974,1974,1974,119,119,122,122,31,31,83,83,38,38,48,48,12.9,970,989,25262,54652,72663,1053,2350,3349
Miscellaneous - fishing,7,4,8,10,1994,1990,1983,1982,179,739,1116,1733,30,100,271,279,5,93,320,331,4.2,325,331,69931,155121,176357,9990,23511,27871
Ferry-pax only,1,1,0,0,1983,1983,1983,1983,208,208,208,208,34,34,34,34,103,103,103,103,0.2,18,18,1316,2681,3377,1316,3061,4036
