int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Map Ta Phut,1610,936,2008,2008,2009,2009,114145681892,166559522432,1472,2183,3083,2903,12900,948805
Siam Bangkok Port,299,162,2003,2003,2002,2002,3955712023,5132676989,980,1925,1323,1275,1468,111858
Phra Khanong,620,214,2007,2006,2007,2007,8591301481,11107402396,828,1474,1028,1040,2156,165164
Rayong,528,343,2007,2007,2006,2006,40186452693,72752169279,1453,2261,3170,3279,3873,298716
Ko Si Chang Terminal,1008,894,2008,2009,2008,2008,96065593919,170247701014,1804,2487,2985,3042,8350,645543
Kantang Harbor,36,23,2007,2007,2002,2002,589035822,1002953096,983,986,1299,1300,71,5499
Si Racha Terminal,404,313,2006,2007,2008,2008,20712172359,34407840351,1240,1872,1958,1979,2459,189918
Laem Chabang,4221,1253,2007,2007,2007,2007,234538136071,225335021009,1239,2069,1625,1588,27551,2129934
Bongkot Terminal,72,71,2005,2005,2007,2008,2601024878,3706306727,1018,1723,2628,2458,244,18730
Unithai Container Terminal,188,97,2005,2004,2006,2006,2755998463,3537252906,813,2032,1063,1063,751,57543
Siam Seaport,736,468,2005,2006,2007,2007,28151065835,40574014030,1527,2140,2019,2044,4118,317063
Sattahip,385,283,2003,2004,2006,2006,14085209130,18209904795,1433,2660,2543,2490,2013,154778
Phuket,148,92,2001,2002,2002,2001,3709498672,2770970028,704,1608,662,1320,706,54403
Ban Prakop Customs House,13,13,2003,2003,2007,2007,445018191,743739122,1267,1855,1959,1920,62,4769
Songkhla Harbor,113,80,2003,2004,2001,2001,1871697291,2922295124,786,2097,2152,2357,452,34413
Nh Prosperity,330,257,2003,2004,2006,2007,13105899154,20029168948,1672,2475,2627,2651,1934,148831
Bangpoomai,201,157,2004,2004,2003,2004,3268945182,4229738222,1339,2427,1754,1738,1111,84948
Erawan Terminal,37,35,2009,2009,2007,2007,365145461,615000805,879,1606,2240,2400,69,5304
Khlong Yai,37,37,2005,2005,2007,2007,761476524,1245346469,986,1242,1663,1879,93,7185
Phuket Customs House,180,104,2002,2003,2005,2004,3538906067,2823325666,788,1882,710,1126,901,69068
Nakhon Si Thammarat,54,39,2003,2005,2004,2009,822889845,514906776,678,1274,772,1350,191,14665
T S Transport And Logistics,198,109,2001,2004,2002,2002,3404155309,4400024146,1235,1894,1495,1477,900,68932
Bangkok,265,176,2004,2005,2005,2005,3235364560,4635818781,927,1650,1323,1333,1039,79353
Khanom,34,26,2007,2009,2006,2007,300936546,227217874,932,1438,1482,1331,84,6438
Sathun,26,17,2006,2005,2001,2003,168556738,217808299,394,1058,1274,1170,66,4971
Narathiwat,22,17,2002,2002,1999,1999,76455798,105664673,519,722,695,690,19,1437
Tak Bai Customs House,33,25,2005,2005,2005,2005,134205631,184874685,468,558,747,769,32,2417
Pattani,54,35,2004,2005,2004,2005,887403969,1242224730,667,1729,1890,1972,184,14135
Benchamas Terminal,40,39,2006,2006,2008,2008,1723239929,2972386555,1045,1796,2365,2496,183,14097
Bang Saphan,21,21,2004,2004,2010,2010,579074288,894396641,2636,2328,2479,2430,87,6685
Prachuap Port,29,26,2010,2010,2010,2010,1519489257,2494750543,2799,3892,2730,2721,187,14393
Siamgas And Petrochemicals,106,98,2004,2004,2003,2004,1455970946,2071946178,1107,1979,1691,1616,519,39534
Krabi,42,34,2003,2004,2000,1999,444028704,713334198,841,905,984,972,84,6466
Photharam,1,1,2008,2008,2008,2008,285584627,440597150,33480,33480,33480,33480,68,5207
Ban Talat Takua Pa,31,26,2003,2004,2003,2003,367904380,541599192,1110,2187,1445,1515,94,7217
Ranong,64,31,2012,2011,2012,2012,363615919,366675463,824,2656,1771,1812,198,14909
Bangpakong Terminal,6,5,1990,1992,1997,1998,61582411,82742860,2024,3082,3247,3380,28,2159
Trang,3,3,2011,2011,2018,2018,25545056,44452491,209,325,621,625,3,209
Phahon Yothin Customs House,2,2,2014,2014,2012,2010,3995918,5291845,620,620,651,666,1,98
Chiang Saen Customs House,1,1,2009,2009,2009,2009,818284,1380747,157,157,157,157,0,11
Petchburi Terminal,5,4,1988,1987,1995,1995,5648774,10922571,23,663,576,786,38,2846
Kamphaeng Phet,1,1,2007,2007,2007,2007,13662876,21284576,1265,1265,1265,1265,3,206
