,exp_code_str3,exp_name,HS2,description,USD,tonne
0,800,Uganda,09," Coffee, not roasted, not decaffeinated",277439076.731,127336.58037
1,800,Uganda,03," Ornamental fish, live",100988086.933,13221.603093
2,800,Uganda,72," Pig iron, non-alloy, <0.5% phosphorus",36104305.01,37536.926502
3,800,Uganda,12, Soya beans,29780681.127,25607.051064
4,800,Uganda,71," Pearls natural, not permanently mounted or set",19974363.481,9.714611999999999
5,800,Uganda,44, Fuel wood,14246186.129,26590.115736
6,800,Uganda,52," Cotton, not carded or combed",13044040.85,6971.821243
7,800,Uganda,04, Milk not concentrated nor sweetened < 1% fat,12432312.245,11285.214017999999
8,800,Uganda,07," Potatoes seed, fresh or chilled",11773836.74,16990.938492999998
9,800,Uganda,15," Lard, other pig fat and poultry fat, rendered",8133256.72,7151.0484989999995
10,800,Uganda,23," Flour or meal, pellet of meat or offal for animal fee",7686734.137,16672.196457000002
11,800,Uganda,39, Polyethylene - specific gravity <0.94 in primary form,7098090.619,6547.580728
12,800,Uganda,48, Newsprint,5913743.919,5142.304774
13,800,Uganda,73, Sheet piling of iron or steel,4829367.5,5945.349988999999
14,800,Uganda,22, Mineral and aerated waters not sweetened or flavoured,4655426.835,3544.696202
15,800,Uganda,10, Durum wheat,4623196.805000001,9247.130819999998
16,800,Uganda,24," Tobacco, unmanufactured, not stemmed or stripped",4407447.3100000005,945.685316
17,800,Uganda,34," Soaps, for toilet use, solid",3938149.2840000005,7105.490866
18,800,Uganda,06," Bulbs, tubers, corms, crowns and rhizomes, dormant",3848216.863,262.079874
19,800,Uganda,17," Raw sugar, cane",3243483.1119999997,5266.508266
20,800,Uganda,18," Cocoa beans, whole or broken, raw or roasted",3139609.938,1719.498685
21,800,Uganda,41," Bovine skins, whole, raw",2194161.05,1253.38664
22,800,Uganda,25," Salt (sodium chloride) including solution, salt water",2158442.497,7986.337132
23,800,Uganda,85, Electric motors of an output < 37.5 watts,2051255.5760000001,1257.894032
24,800,Uganda,84, Nuclear reactors,1771333.086,558.623252
25,800,Uganda,26," Iron ore, concentrate, not iron pyrites,unagglomerate",1536352.15,267.323336
26,800,Uganda,40," Natural rubber latex, including prevulcanised",1446035.13,1368.651872
27,800,Uganda,36, Propellent powders,1291678.268,626.831635
28,800,Uganda,94," Seats, aircraft",1211022.027,955.588472
29,800,Uganda,08," Coconuts, fresh or dried",1207484.786,4568.303736000001
30,800,Uganda,02," Bovine carcasses and half carcasses, fresh or chilled",1162555.379,1101.760142
31,800,Uganda,76," Aluminium unwrought, not alloyed",1086513.513,393.168347
32,800,Uganda,61," Mens, boys overcoats, etc, of wool or hair, knit",973624.676,111.175594
33,800,Uganda,32, Quebracho tanning extract,908116.112,919.212239
34,800,Uganda,33, Essential oils of bergamot,877572.576,574.154811
35,800,Uganda,88," Gliders, hang gliders",642987.778,8.173601
36,800,Uganda,63, Electric blankets of textile material,588948.088,555.471573
37,800,Uganda,27," Anthracite, not agglomerated",556506.275,402.50578
38,800,Uganda,35, Casein,509567.194,232.665027
39,800,Uganda,30," Glands and other organs, dried, for therapeutic uses",413023.84500000003,55.898044
40,800,Uganda,38, Artificial graphite,400602.507,299.36658
41,800,Uganda,20," Cucumbers,gherkins, prepared or preserved by vinegar",394950.281,206.33492600000002
42,800,Uganda,87, Pedestrian controlled tractors,346157.342,268.920694
43,800,Uganda,11, Wheat or meslin flour,327923.40400000004,956.902465
44,800,Uganda,78, Lead refined unwrought,291526.495,299.69581900000003
45,800,Uganda,82, Spades and shovels,281225.283,278.35081399999996
46,800,Uganda,19," Infant foods of cereals, flour, starch or milk, retai",267634.53099999996,132.858568
47,800,Uganda,46, Plaits and products of plaiting materials,244611.127,64.925785
48,800,Uganda,05," Hair, human, unworked, waste of human hair",211709.62699999998,191.69459899999995
49,800,Uganda,28, Chlorine,192806.37,640.655749
50,800,Uganda,21," Coffee extracts, essences, concentrates, preparations",188034.701,102.473595
51,800,Uganda,55," Filament tow of nylon, polyamides",172603.715,84.086533
52,800,Uganda,13, Lac,152160.326,66.234531
53,800,Uganda,90," Optical fibres, except for telecommunications",149566.543,51.088138
54,800,Uganda,83, Padlocks of base metal,129804.331,106.440255
55,800,Uganda,96," Worked ivory, articles of ivory",124316.111,51.934634
56,800,Uganda,64," Waterproof footwear (Wellingtons etc), metal toe cap",104461.669,35.032772
57,800,Uganda,70," Glass cullet, waste or scrap, glass in the mass",104191.522,1449.658956
58,800,Uganda,37, X-ray plates and films,99781.291,7.043614
59,800,Uganda,42," Saddlery and harness, of any material",89661.682,108.13007200000001
60,800,Uganda,79," Zinc, not alloyed, unwrought, >99% pure",88862.122,73.406252
61,800,Uganda,29, Saturated acyclic hydrocarbons,80345.837,94.684386
62,800,Uganda,31," Animal or vegetable fertilizers, in packs >10 kg",58603.992999999995,89.614928
63,800,Uganda,95," Rideable wheeled toys, dolls carriages",51957.822,39.139739
64,800,Uganda,49," Brochures, leaflets and similar, in single sheets",44017.323000000004,11.671483
65,800,Uganda,69," Bricks, blocks and ceramic goods of siliceous earths",28403.770000000004,40.231719
66,800,Uganda,16," Sausages, similar products of meat, meat offal & bloo",27674.123,9.146630000000002
67,800,Uganda,62," Mens, boys overcoats of wool or hair, not knit",22812.801,9.624922
