Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Saint Kitts and Nevis,139,48,468,81,1998,2000,2006,2002,77,100,123,95,10,14,14,13,9,11,9,10,133.1,10268,10465,157342,804023,978559,1132,5490,6416
Saint Lucia,105,34,2001,204,2003,2002,2004,2004,221,229,228,229,17,21,17,18,8,12,8,9,430.3,33318,33957,614759,3230930,3640284,5855,27699,29811
Sint Maarten (Dutch part),83,37,283,56,1999,2000,2004,2004,102,105,113,108,14,15,15,16,10,11,10,12,86.6,6677,6805,109976,516048,623217,1325,6313,7534
Guadeloupe,67,37,244,60,2000,2000,2005,2005,122,135,141,138,15,18,19,21,9,11,9,11,46.6,3585,3653,96214,457781,582346,1436,6416,7693
Martinique,58,17,648,78,2004,2002,2009,2008,181,210,188,193,16,21,16,18,10,24,11,16,140.2,10850,11058,48573,825809,1163433,837,13158,18017
Trinidad and Tobago,57,11,230,317,2006,2003,2007,2007,426,431,436,436,31,37,31,32,9,33,11,11,68.8,5278,5380,316966,1163410,1346768,5561,22708,27951
Virgin Islands (U.S.),41,22,338,95,2004,2004,2009,2007,204,271,205,228,18,250,26,63,10,18,11,28,82.4,6298,6419,184048,707796,818038,4489,18257,21114
Dominica,41,17,94,36,2003,2005,2007,2005,136,161,183,154,14,22,26,21,8,13,9,12,21.0,1619,1650,66487,244845,314171,1622,6422,8169
Colombia,38,10,294,381,2006,2002,2005,2006,924,997,988,969,76,72,74,77,38,42,43,43,100.5,7691,7839,892124,2013458,2329725,23477,59139,68636
Dominican Republic,38,22,1057,518,2009,2007,2011,2011,497,547,508,551,40,53,42,53,14,65,15,19,210.8,16288,16601,591523,2344450,2460823,15566,60676,64596
