Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,408,87,9914,944,2002,2000,2007,2006,204,379,324,328,16,29,48,50,9,10,11,11,2121.1,164055,167205,2782744,16070518,18786365,6820,34843,38519
General cargo,106,28,342,424,1999,2004,2008,2008,174,844,792,749,20,77,228,224,10,34,56,55,76.8,5902,6015,310376,998951,1449841,2928,13263,18307
Oil tanker,89,16,491,795,2006,2006,2007,2007,332,751,675,686,42,85,140,142,21,26,42,41,145.0,11077,11290,970449,1610213,1710154,10904,34805,44002
Container,79,9,347,455,2007,2006,2007,2007,424,447,461,458,30,36,50,48,9,15,18,17,99.5,7645,7791,619141,1947969,2212515,7837,25930,30603
Ro-Ro,59,5,38,44,1991,1989,1992,1992,74,402,113,115,8,58,34,35,8,230,41,51,41.9,3189,3250,57524,191586,145318,975,2314,2676
Chemical tanker,54,29,633,1039,2008,2009,2009,2009,301,743,788,792,40,116,174,172,20,32,50,49,130.2,9973,10164,334837,1755199,2050942,6201,37697,46143
Vehicle,40,17,265,85,2003,2003,2004,2004,143,176,198,198,18,21,26,26,7,7,9,9,22.5,1727,1760,86198,380042,440127,2155,8191,8815
Bulk carrier,30,4,112,172,2008,1992,2010,2009,911,720,794,798,78,73,90,91,34,30,40,40,26.8,2059,2098,363167,823739,992347,12106,36502,45560
Liquefied gas tanker,30,1,27,28,2007,2007,2007,2007,146,146,191,191,16,16,26,26,13,13,19,19,17.5,1328,1354,21381,61943,68405,713,3902,5131
Service - tug,17,5,2,2,1990,1994,2002,2004,244,820,432,529,49,1583,2107,2494,26,46,42,35,10.7,800,815,49678,117473,157290,2922,7546,10188
Ferry-RoPax,16,3,7,1,1973,1980,1992,1986,99,523,462,235,13,42,87,65,10,21,23,22,3.6,271,276,12667,28227,36855,792,1751,2313
Refrigerated bulk,11,6,166,184,2002,2003,2002,2002,1101,1108,1118,1118,63,63,63,63,46,46,45,45,71.4,5460,5565,544996,1190843,1341373,49545,105580,113995
Ferry-pax only,2,1,0,0,1998,1998,1998,1998,272,272,272,272,7,7,7,7,28,28,26,26,0.1,8,8,896,1826,2300,448,1042,1374
