Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,408,87,9538,923,2002,2000,2006,2005,143,376,311,320,15,39,61,65,9,11,10,10,2118.7,163731,166875,2511103,15540477,18632827,6155,33657,38115
General cargo,105,27,271,345,1998,2004,2006,2006,93,939,638,617,13,81,182,182,9,41,56,56,73.6,5645,5754,389503,1186750,1682519,3710,15365,20472
Oil tanker,89,17,774,1304,2005,2006,2010,2011,444,1063,1032,1089,40,124,219,229,37,53,48,45,218.7,16734,17055,1263346,2241279,2408780,14195,43246,54397
Container,78,9,94,121,2007,2006,2007,2007,95,148,127,123,8,14,20,19,8,11,13,13,31.7,2422,2469,183096,546831,620280,2347,7317,8550
Ro-Ro,59,5,32,37,1991,1989,1992,1992,89,312,94,96,9,38,15,16,9,38,13,14,24.9,1916,1953,47693,155826,119717,808,1918,2210
Chemical tanker,55,30,838,1381,2008,2009,2010,2010,440,997,1040,1049,49,112,172,171,55,89,90,90,193.7,14894,15180,431276,2307163,2694895,7841,48782,59783
Vehicle,39,16,310,100,2003,2003,2004,2004,115,182,242,242,17,21,41,41,6,7,11,11,23.9,1847,1883,101051,445525,515964,2591,9849,10599
Bulk carrier,31,4,26,40,2008,1992,2004,2003,131,177,178,179,21,45,53,53,27,31,27,27,7.9,599,611,83710,189873,228737,2700,8142,10163
Liquefied gas tanker,31,1,28,29,2007,2007,2007,2007,149,149,191,191,17,17,29,29,18,18,24,24,21.1,1603,1634,22148,64166,70860,714,3912,5144
Ferry-RoPax,16,3,12,1,1973,1980,1994,1990,87,947,807,350,14,73,177,150,6,16,11,11,3.9,294,300,13768,31364,40407,860,1890,2343
Service - tug,15,3,2,1,1988,1985,1999,1999,253,357,435,444,124,88,187,188,44,45,71,71,4.8,357,364,33440,79075,105877,2229,5756,7772
Refrigerated bulk,11,6,22,25,2002,2003,2002,2003,209,156,150,150,14,13,14,14,7,8,7,7,9.8,748,763,72978,159460,179617,6634,14138,15264
Ferry-pax only,2,1,0,0,1998,1998,1998,1998,177,177,177,177,34,34,32,32,0,0,0,0,0.1,8,8,582,1186,1494,291,677,893
