Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Manzanillo,1358,646,357982,406510,2009,2009,2009,2009,3296,4428,4364,4313,273,339,348,355,31,79,41,46,40154.7,3084424,3143645,197096375,577333392,673607257,145137,533610,640462
Veracruz,1254,678,95985,94092,2007,2008,2008,2008,1116,2253,1948,2017,114,214,316,337,37,94,63,81,10158.7,783857,798907,62150151,180773634,212073166,49562,165117,191864
Altamira,1182,606,68562,86255,2008,2009,2010,2011,756,2482,2223,2303,66,209,385,418,42,83,75,81,8305.7,613197,624971,43795597,131248707,152602015,37052,145588,182654
Cozumel,1151,85,90560,8583,2005,2004,2006,2006,568,582,703,714,39,61,64,64,9,15,28,30,17046.3,1311681,1336865,11002820,118872922,149611580,9559,91413,110892
Lazaro Cardenas,834,485,128584,132509,2009,2009,2010,2010,1967,3446,3014,2794,143,271,336,351,18,69,62,96,11307.2,874801,891598,62460037,202457853,234762242,74892,276248,322646
Coatzacoalcos,821,412,25907,42030,2008,2009,2009,2009,846,1400,1176,1173,127,200,249,250,54,79,93,86,5565.2,428519,436746,18783334,62126228,72034804,22879,95722,118217
Tuxpan,579,314,22634,31954,2010,2010,2010,2010,673,1635,1454,1415,65,151,284,300,87,121,104,115,3154.9,242620,247278,12589991,50498854,59470159,21744,108867,134299
Ensenada,425,155,62645,65817,2003,2007,2009,2010,309,4009,2278,4362,39,299,313,354,10,51,22,24,8143.1,629450,641536,36635643,104418621,120709984,86202,294906,344447
Progreso,364,129,5729,7220,2005,2008,2007,2009,603,1091,931,1030,55,118,194,225,32,112,98,119,1071.4,82130,83707,5306641,16867101,21342749,14579,57774,73031
Dos Bocas,327,193,30189,56745,2008,2008,2010,2010,795,1408,1472,1487,83,175,372,374,57,72,73,73,2225.2,170901,174183,22327654,43576263,48091566,68280,174854,216318
Tampico,281,155,5969,8281,2003,2006,2009,2009,949,2049,2225,2186,113,213,490,480,43,99,126,122,1044.6,80053,81590,5235408,15752054,21968384,18631,82618,107700
Mazatlan,165,93,18713,10733,2005,2007,2009,2009,1644,3952,3576,2759,125,315,355,362,18,50,26,37,1482.8,114510,116709,8920779,33549813,39955727,54065,206310,237442
Punta Venado,159,18,4780,7487,1996,1996,1997,1997,741,659,760,760,68,76,81,81,16,14,17,17,364.1,27888,28423,1885104,5011401,5888335,11856,48951,59455
