Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,2200,409,311816,348635,2007,2007,2009,2008,1222,2040,2409,2372,86,138,274,271,23,27,25,25,33448.8,2587288,2636964,196977867,547567558,630963712,89535,299297,351683
Bulk carrier,1665,972,104003,181618,2009,2011,2009,2009,1044,2078,1999,2054,127,239,409,417,49,94,107,108,8664.5,667224,680034,57377890,131569856,165374816,34461,125342,150702
Cruise,1615,119,106310,10022,2004,2003,2006,2005,552,688,636,637,38,47,57,60,9,20,10,10,21293.0,1635547,1666950,16564055,145786255,179279623,10256,79821,94193
Chemical tanker,1552,493,48738,81008,2009,2010,2010,2010,800,1543,1428,1428,124,191,297,298,39,52,54,54,7854.1,601229,612772,23422099,130141333,151052267,15092,97588,119046
General cargo,994,429,21957,30826,2006,2008,2008,2008,906,1906,1839,1808,85,192,373,362,45,67,73,74,3619.3,277241,282564,16984462,57155532,82853581,17087,87624,118202
Oil tanker,927,395,153455,289781,2008,2008,2010,2010,908,3087,3021,3110,166,329,735,745,42,66,84,84,13897.4,1067739,1088240,110776554,205374270,232034002,119500,311052,383814
Vehicle,705,306,84668,27405,2008,2008,2008,2008,1609,2109,2095,2102,119,154,218,219,12,16,17,17,4992.3,385358,392757,27751537,122354521,141699005,39364,149622,161026
Liquefied gas tanker,400,106,30473,27995,2012,2012,2013,2013,724,2294,2065,1925,119,238,382,367,35,49,45,47,3773.5,257877,262829,9339002,51134171,45695003,23348,174801,258295
Service - tug,89,51,51,38,1990,1992,1999,2000,680,1310,986,925,101,397,732,605,47,217,260,256,104.5,7868,8019,976331,2308730,3091265,10970,28327,38246
Service - other,46,37,482,418,1998,1996,2001,2002,1621,2497,2244,2138,368,723,842,901,68,489,368,330,230.1,17359,17692,2919566,5990308,6454919,63469,141229,159467
Ro-Ro,40,9,1358,1134,1993,2004,1988,1986,831,1005,1531,1680,102,130,1478,1620,20,28,55,56,169.2,12839,13085,1241266,2489341,2718112,31032,73013,78270
Miscellaneous - fishing,30,20,162,125,1985,1988,1988,1989,1444,4339,4588,4717,190,541,1259,1232,79,352,380,414,100.9,7583,7729,878370,1948393,2215125,29279,68907,81685
Refrigerated bulk,17,17,439,484,1994,1994,1995,1994,2678,3864,3200,3284,160,408,523,557,81,132,126,129,252.4,19198,19567,1436738,3139343,3536174,84514,180098,194452
Ferry-pax only,6,5,17,5,1984,1980,1978,1976,800,1411,1164,1113,106,233,203,191,52,518,279,268,8.6,650,662,202329,509234,653983,33721,88057,116374
Ferry-RoPax,5,4,205,48,2003,2002,1992,1991,2169,6005,3680,5326,373,2244,3105,3785,25,39,41,40,78.4,5918,6032,300198,742365,910887,60040,128161,116727
