Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United States of America,6517,2188,283283,265647,2007,2008,2008,2008,751,1210,956,1087,77,151,165,215,26,66,40,60,40861.6,3110031,3169744,141787032,508932019,601351597,21756,89366,108964
Guatemala,482,191,13749,13474,2007,2008,2007,2008,743,871,775,795,51,77,66,71,15,29,22,27,1972.2,152593,155523,11051807,36183249,40465975,22929,79458,92283
Colombia,418,269,51684,59673,2008,2008,2009,2009,1867,1914,1916,1952,145,168,163,180,22,39,33,41,4769.0,369261,376351,28072571,80362114,94539842,67159,236063,278448
Panama,417,275,45144,56404,2008,2008,2009,2009,1757,1929,1765,1791,134,191,145,155,37,58,49,54,4720.5,364427,371424,23931115,71149144,84297113,57389,220796,266141
Japan,252,169,106566,124369,2009,2009,2010,2010,6024,6152,5993,5940,380,476,420,431,15,41,29,36,10676.7,823017,838818,60938486,163837505,190517799,241819,815600,964202
Peru,168,117,28879,32577,2010,2010,2011,2011,2478,2612,2517,2519,177,219,187,196,28,55,45,53,2667.2,203910,207825,17011586,48117945,55536739,101259,351262,419881
Belize,159,38,4870,1446,2008,2007,2008,2013,293,533,364,560,16,183,52,92,9,51,22,68,969.6,75066,76508,2246234,9468559,10510258,14127,55905,60426
Jamaica,153,100,7885,5982,2006,2007,2006,2007,1296,1513,1428,1443,104,161,137,136,14,64,21,32,986.0,76218,77681,4764377,15455574,18192389,31140,108373,125830
Cuba,125,32,3171,1437,2001,2000,2002,2004,810,1311,871,958,60,337,382,247,24,62,30,42,734.9,56667,57755,2833930,10278740,11276969,22671,80934,87379
Bahamas,115,50,7989,5617,2004,2004,2008,2005,1102,1311,996,1241,73,161,92,114,11,64,18,20,1092.6,84290,85908,3851616,13555403,16252172,33492,126579,152485
Cayman Islands,113,31,4144,415,2001,2002,2008,2003,355,587,402,441,20,50,38,49,7,13,7,11,827.1,63940,65168,402434,4650504,6119919,3561,37911,48583
