Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,2198,406,435604,486701,2007,2007,2009,2009,1593,3274,3368,3315,107,200,289,288,18,24,28,27,50497.3,3908918,3983969,275362527,760531435,874203404,125279,415000,486292
Bulk carrier,1666,973,152807,265542,2009,2011,2010,2010,1619,3393,2927,2991,170,326,474,477,93,121,122,123,13156.8,1015987,1035494,87517269,197394506,247965505,52531,188513,225860
Cruise,1608,117,116053,11014,2004,2003,2006,2005,566,683,697,702,39,47,64,64,9,28,23,25,23049.8,1774768,1808843,17598654,158855195,195812889,10944,87391,103481
Chemical tanker,1562,497,59302,98461,2009,2010,2010,2010,788,2071,1724,1721,102,219,375,368,50,85,122,121,10912.8,840630,856770,26906943,155011847,179729662,17226,115719,141314
General cargo,988,431,32111,45865,2006,2008,2009,2009,909,2644,2737,2738,97,235,466,466,49,87,91,91,5017.7,385416,392816,22953286,78681087,114494720,23232,123655,167116
Oil tanker,938,408,106939,201092,2008,2008,2009,2009,839,1989,2045,2093,112,248,676,691,52,70,75,74,10166.7,783554,798598,80369586,149108863,169378036,85682,221818,274611
Vehicle,705,309,119735,38893,2008,2008,2008,2008,1870,3249,2965,2986,145,221,337,338,22,28,27,27,7338.7,567603,578501,39383791,173640292,201093155,55864,212337,228521
Liquefied gas tanker,394,102,40450,36520,2012,2012,2013,2013,714,2948,2790,2560,72,222,417,398,60,71,68,71,5321.8,353445,360231,11274597,65929164,57922575,28616,222556,332540
Service - tug,91,52,67,54,1990,1993,2000,2001,644,1312,1234,1184,111,307,668,630,29,153,165,200,119.7,8987,9160,1376844,3255821,4359368,15130,39069,52749
Ro-Ro,43,10,1972,1337,1993,2004,2000,1996,846,2233,2230,1947,114,182,380,353,16,86,172,218,235.3,18129,18477,1471921,3015321,3239296,34231,80563,86586
Service - other,42,33,336,327,2000,1998,2000,2001,1078,1521,869,808,138,317,522,444,46,109,101,86,118.1,8958,9130,2283436,4685109,5048489,54368,120977,136600
Miscellaneous - fishing,32,21,210,201,1985,1989,1989,1992,1269,5649,5552,7356,125,507,1115,1084,26,324,734,910,119.8,9058,9232,1416888,3142931,3573195,44278,104206,123529
Refrigerated bulk,18,18,791,847,1994,1994,1994,1994,6289,5642,5631,5592,472,570,570,585,98,182,141,147,406.5,30926,31520,2513048,5491132,6185244,139614,297515,321227
Ferry-pax only,6,5,17,6,1984,1980,1976,1972,1137,1031,1134,1148,222,295,458,465,98,444,1458,1476,14.4,1084,1105,198266,508075,653438,33044,87188,115250
Ferry-RoPax,4,3,21,3,2005,2005,2010,2007,561,1435,684,841,61,172,219,230,156,207,194,242,10.1,762,777,19332,47807,58660,4833,10317,9396
