Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Yuum Kaknaab,1093,78,1085,1822,2004,2002,2009,2010,103,242,312,335,15,118,198,206,7,54,198,144,416.3,31809,32420,4221696,9618448,12415603,3862,9892,13034
Dos Bocas,938,75,619,818,2006,2003,2007,2008,139,308,227,225,26,133,360,325,26,61,60,56,749.5,57482,58586,5469676,12596898,16614877,5831,15154,20274
Pichilingue,894,62,2299,1779,1990,2004,1998,2002,227,526,246,293,17,103,48,75,8,42,28,39,895.7,68592,69909,2533135,14221369,9572325,2833,8373,10558
Mazatlan,821,222,7512,6405,1999,2007,2005,2007,272,1128,344,445,20,185,131,176,9,105,93,119,1977.3,152159,155080,7040638,26968695,27205185,8576,29424,35561
Ciudad Del Carmen,719,52,136,174,1992,1998,1994,1992,98,578,139,126,12,340,301,270,22,83,124,94,212.3,16098,16407,1697426,3952355,5184937,2361,6069,8063
Manzanillo,672,300,17456,20778,2007,2008,2009,2009,319,697,532,533,32,83,88,94,31,52,39,42,2465.2,190506,194164,11878043,34492595,39738470,17676,61246,72540
Veracruz,667,381,5430,7089,2007,2008,2008,2008,241,318,276,281,26,80,116,117,27,77,46,49,1105.9,85290,86927,5089381,14880375,17107657,7630,25874,30587
Lazaro Cardenas,632,203,9838,12564,2007,2008,2007,2006,178,460,261,285,17,58,63,74,19,45,47,56,1363.3,105317,107339,6155369,19717867,22617642,9740,37504,44892
Altamira,601,232,8392,9085,2007,2007,2007,2007,252,433,301,334,20,67,66,89,22,53,36,37,1108.1,85535,87177,6892132,18176097,21112682,11468,34530,40527
Topolobampo,558,148,2692,3897,1993,2009,2007,2009,122,623,357,427,12,95,126,114,15,61,54,56,586.0,45047,45912,2015821,9488259,8696225,3613,15574,19615
Coatzacoalcos,463,150,3526,5607,2003,2005,2007,2008,333,527,439,435,43,105,117,118,46,95,133,114,1305.1,100459,102388,3709056,11577097,13639026,8011,30441,37016
Ciudad Madero,422,216,3334,5495,2008,2008,2010,2010,324,367,347,346,28,93,57,53,76,128,161,149,1159.9,89587,91307,2068169,9137462,10623098,4901,26584,32797
Guaymas,412,189,5536,9157,2004,2010,2007,2007,402,537,576,582,38,64,103,104,40,81,78,79,1009.5,77968,79465,3230170,13730311,15336085,7840,39057,47780
Progreso,304,68,8732,4218,2006,2007,1999,2009,367,628,533,471,31,137,241,116,41,109,27,73,2161.1,166255,169447,3451484,17335986,19715448,11354,56232,63530
Frontera,300,35,208,233,2003,2000,2010,2010,75,203,357,392,17,45,228,221,6,7,11,10,69.1,5234,5335,1198027,3015302,3867443,3993,11115,15146
Cantarell,286,43,112,171,1994,1998,2003,2004,77,184,160,159,14,57,271,261,3,42,54,41,177.0,13612,13873,754455,1785758,2334728,2638,6917,9172
Tampico,204,82,635,876,1996,2003,1993,1992,323,843,523,502,47,244,304,309,96,390,463,436,295.7,22453,22884,1518939,3668382,4686401,7446,22010,27817
