Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Yuum Kaknaab,1065,65,356,445,2004,2001,2006,2005,120,340,215,224,20,107,249,274,20,83,132,98,459.5,35061,35734,4687158,11025768,14639794,4401,11352,15226
Dos Bocas,967,96,1278,2139,2006,2004,2009,2009,117,357,272,290,17,195,207,204,11,56,119,120,636.0,48637,49571,5327685,12034112,15679833,5509,14364,19125
Manzanillo,934,443,18834,23442,2008,2009,2009,2009,307,576,382,402,29,76,74,86,25,57,39,45,2704.2,208995,213008,12214571,36327484,42069665,13078,47598,56607
Pichilingue,882,50,2042,1452,1989,2003,1996,1999,229,359,231,264,16,38,82,126,8,28,25,34,737.1,56431,57515,2532804,13689419,9072697,2872,7974,10095
Mazatlan,861,232,6946,6313,2000,2006,2005,2007,269,1017,321,398,21,175,158,220,15,49,39,57,1877.9,144411,147184,7475307,27927467,28035446,8682,29012,35043
Ciudad Del Carmen,726,50,123,167,1992,1998,1991,1989,83,198,129,124,12,63,276,293,3,60,36,24,267.7,20442,20835,1239194,2891684,3761463,1707,4418,5817
Veracruz,686,357,8547,8872,2007,2007,2007,2007,247,325,269,274,19,50,40,45,29,108,78,82,1305.4,100653,102585,6780678,18612314,21142832,9884,30450,35197
Coatzacoalcos,686,268,5202,8517,2006,2008,2009,2009,322,295,336,335,28,43,55,55,68,106,137,134,1646.1,127241,129684,2852888,13421528,15674335,4159,24242,29870
Topolobampo,532,129,1912,2694,1992,2008,2007,2009,121,470,277,330,11,53,75,76,10,88,77,85,611.2,46866,47766,1411537,7201259,5999769,2653,11050,14170
Lazaro Cardenas,493,241,8132,11420,2007,2008,2006,2006,184,512,335,376,19,60,109,118,36,52,65,73,1303.2,100802,102738,4766084,14191273,16713313,9668,36895,44475
Altamira,483,201,3486,4136,2007,2007,2006,2006,248,311,278,280,26,80,64,69,20,62,64,53,628.8,48277,49204,3854661,10877063,12776273,7981,25242,30307
Frontera,295,34,64,66,2003,1999,2002,2001,89,168,121,122,13,30,75,68,23,54,148,159,68.6,5213,5313,1208598,2849837,3793592,4097,10568,14195
Cantarell,288,46,150,242,1994,1999,2006,2008,91,224,146,141,12,123,235,129,20,58,80,75,101.3,7739,7888,756228,1781907,2315985,2626,6901,9120
Ensenada,266,118,12836,14618,2005,2008,2010,2010,1096,1088,1097,1101,64,95,72,74,26,50,32,35,1611.9,124641,127034,8368407,23884729,27400958,31460,106279,124648
Guaymas,255,86,3731,6115,2000,2008,2006,2006,577,692,749,766,56,146,141,142,48,92,131,134,683.3,52723,53735,2131870,9166140,10193519,8360,41710,51084
Progreso,249,50,5036,3321,2006,2007,2001,2008,419,577,649,451,40,152,62,71,34,59,66,62,1270.1,97829,99707,2088261,10841365,12742577,8387,45147,53753
Tuxpan,237,155,1748,2408,2006,2008,2009,2009,240,510,334,350,40,194,252,270,42,99,70,76,539.2,41519,42316,2671774,7551026,8630547,11273,36025,43513
Tampico,233,70,502,680,1997,2002,1996,1996,314,412,417,433,54,174,260,200,26,99,148,159,180.6,13767,14031,2117528,4983672,6236441,9088,24440,30666
Cayo Arcas Terminal,183,26,329,567,2009,2007,2012,2012,129,210,292,300,36,57,283,285,14,33,63,60,415.4,32095,32711,455026,1021374,1264437,2486,6751,8587
Salina Cruz,170,31,2702,4375,2009,2008,2010,2010,589,776,649,645,60,99,136,137,36,62,50,50,567.3,43850,44692,1222075,6921224,7793435,7189,46543,57729
Rosarito,131,46,2175,3652,2003,2010,2011,2011,956,1045,1072,1077,88,120,122,122,20,111,50,49,360.6,27887,28422,959800,5519619,6419529,7327,49887,61418
Acapulco,130,36,1801,1600,2008,2005,2007,2009,345,484,407,351,44,145,74,99,29,35,36,54,464.0,35918,36607,766947,3895547,4386819,5900,31198,35769
Ciudad Madero,126,49,563,917,2003,2005,2007,2007,320,370,400,400,60,117,141,133,56,89,70,65,288.7,22242,22669,808149,2004223,2507850,6414,20680,26383
Cozumel,126,16,6410,692,2001,2004,1996,1996,268,1794,556,533,17,378,304,305,7,256,8,9,1682.0,129159,131639,2142743,11614059,13247894,17006,82313,90256
La Paz,119,65,988,1555,2003,2007,2009,2009,262,425,376,367,29,56,56,54,26,63,62,63,251.8,19432,19805,454624,2328082,2788113,3820,24513,30755
Rabon Grande/Coatzacoalcos,114,54,818,1187,2003,2004,2005,2007,299,760,593,547,61,197,333,194,36,76,104,101,234.1,18030,18376,890279,2687669,3110016,7809,28616,34723
Cabo San Lucas,110,36,2936,477,2002,1997,2003,2000,277,2741,337,527,17,384,149,962,8,143,51,231,779.8,60145,61299,2175551,7768290,8952160,19778,67312,76562
Seybaplaya,73,20,540,878,2007,2001,2010,2010,261,273,365,365,35,54,89,86,48,94,105,104,180.2,13944,14212,331314,1610670,1925073,4539,25649,32206
Puerto Vallarta,65,28,1819,174,2002,1999,2004,2004,239,545,318,341,16,156,31,44,8,13,7,8,447.4,34634,35299,681986,3168587,3440028,10492,43260,44397
Boca Del Rio,47,46,336,425,2008,2008,2007,2008,211,245,255,236,81,97,109,117,74,107,76,89,78.5,6024,6139,212556,696508,839402,4522,18413,22251
Morro Redondo,45,7,53,71,2010,2008,2008,2008,404,2058,825,867,58,831,507,310,6,133,116,96,35.5,2674,2725,231930,567670,778206,5154,14853,19866
Chiltepec,32,13,2,2,1992,1999,1996,1996,117,136,147,148,26,37,79,71,10,26,77,89,5.9,445,454,42175,98148,128701,1318,3347,4441
