int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Container,2521,409,2006,2007,2008,2008,76628759420,95393494377,1129,1349,1318,1314,12389,956284
Bulk carrier,2252,1420,2009,2009,2010,2010,134979285639,240416959432,1546,1946,1938,1948,11774,910876
Ro-Ro,81,32,1998,2004,1998,2003,762731876,533917242,474,3656,1002,1295,504,38178
Chemical tanker,937,495,2008,2009,2010,2010,22468289686,36710784161,1417,1821,1875,1872,4455,342907
General cargo,1598,731,2003,2003,2005,2005,18321703934,25710563313,1319,1579,1640,1648,3812,291796
Vehicle,352,119,2005,2006,2007,2007,18622143747,6049424126,1487,1521,1532,1522,1555,120077
Oil tanker,365,249,2005,2007,2007,2007,26703010537,48993596211,1290,1893,2253,2294,2927,225563
Liquefied gas tanker,391,156,2007,2007,2008,2008,15982004835,15939961829,1374,2073,3124,3008,2432,172186
Cruise,100,37,2001,1999,2003,2003,6558898437,704779727,797,1096,941,940,1493,115515
Ferry-RoPax,57,53,1996,1996,2002,2002,660002057,273909166,958,7719,3452,4448,418,31482
Refrigerated bulk,534,69,1995,1992,1996,1996,9866832240,10613407595,1979,2467,2308,2329,4409,336749
Service - tug,140,89,2005,2002,2005,2003,127844564,116234834,896,1898,1587,1741,211,15820
Miscellaneous - fishing,23,19,2000,2001,1993,1993,134305533,84328817,1321,3789,3736,3356,97,7337
Service - other,70,41,2001,1998,1999,1998,775357126,420376452,886,2912,2618,2539,291,21985
Ferry-pax only,12,10,2004,2006,2005,2006,4250389,2132921,559,762,558,539,32,2407
Offshore,9,9,2001,2001,1983,1983,443399114,463698077,481,1402,3815,4132,42,3228
