int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Manila South Harbor,1178,386,2005,2005,2006,2006,29574384653,32456532107,892,1354,1085,1151,5448,419931
Semirara,105,98,2008,2009,2008,2008,3294506015,5635486697,1184,1725,1167,1152,363,27957
Cagayan De Oro,81,70,2004,2005,2007,2007,2455893390,3851383864,1343,1710,1844,1875,327,25245
Manila,1040,518,2006,2005,2007,2008,28734294867,39110744217,1038,1407,1296,1338,4527,348753
Culasi,5,4,2012,2012,2010,2010,9458494,16039007,956,606,845,943,5,389
Nasugbu,102,92,2006,2006,2007,2007,2253397915,3186292342,1223,1757,1540,1532,373,28721
Villanueva,130,120,2010,2010,2010,2010,13479726957,25465036556,1827,1803,1996,2002,894,69201
Cebu,208,112,2003,2004,2006,2008,3563596594,4878767816,1026,1728,1299,1379,703,53935
Bugo,119,53,2007,2004,2010,2010,2404311272,3044277024,1451,1239,1481,1471,504,38756
Mactan Island Apt,46,35,2004,2003,2007,2007,596752165,880390937,934,1284,1017,1002,179,13622
Batangas City,709,462,2007,2007,2008,2008,27389060899,28810483352,1390,2041,1517,1559,3470,266579
Tagoloan,24,23,2009,2009,2008,2008,877879565,1346684920,1541,1798,1907,1867,153,11815
Lucanin,247,219,2008,2008,2008,2008,12230021915,20425907584,1278,1684,1966,1998,1399,107985
Bauan/Batangas,315,265,2007,2007,2009,2010,12357472762,13483252282,1362,1650,1956,2046,1522,116600
Iloilo,126,104,2003,2004,2006,2007,3096536437,4984842306,1227,1970,1659,1708,439,33729
Subic Bay,519,365,2006,2007,2012,2012,26546942658,35548904107,1297,1822,2268,2241,3130,239149
Jasaan,66,51,2008,2007,2008,2009,1300436672,2170688723,1316,1230,1178,1165,227,17509
Toledo,120,79,2009,2009,2015,2015,4851948793,8344414928,1592,2151,2615,2759,510,39320
"Calubian, Leyte",11,11,2008,2008,2006,2006,150960327,239244309,1096,1046,1281,1291,25,1898
Tanauan,46,35,2008,2007,2008,2009,363146780,524094275,1437,1532,1350,1278,93,7096
Pulupandan,105,86,2003,2004,2006,2006,1200888791,1824081400,1191,1758,1563,1688,294,22406
Balingasag,19,16,2009,2009,2010,2011,331097982,498309033,1062,1362,1142,1143,50,3865
"Pasaleng, Luzon",15,14,2009,2010,2011,2012,985674940,1292022433,999,1496,2076,1789,116,7978
Castanas,26,26,2010,2010,2012,2012,2147396630,3459956301,2045,3288,2525,2475,223,17180
Laguna,177,138,2004,2005,2009,2009,4876697690,7975407718,1207,1395,1612,1649,654,50457
Davao,1330,448,2003,2006,2006,2006,43771537604,59554873494,1836,2120,2027,2067,8810,677096
Gen Santos,210,138,2001,2001,2003,2003,4640285967,6626244699,1626,2050,1778,1783,1158,88296
Iligan,31,31,2005,2005,2011,2011,906621953,1495928064,1756,1856,2006,2013,115,8872
Bogo,23,19,2004,2003,2001,2001,240521286,346777009,1238,1497,1549,1576,60,4618
Taganito,315,206,2010,2010,2011,2011,13649042384,23686288199,1624,1724,1686,1690,1409,108770
Lugait,52,50,2007,2007,2009,2010,2089105295,3605370926,1559,2190,2136,2172,246,19016
Lunao,25,11,2010,2005,2012,2012,511010978,852514530,1616,2404,2164,2152,108,8285
Lazi,18,16,2007,2008,2009,2009,765810830,1275781153,1557,2109,2247,2234,99,7660
Ormoc,84,80,2010,2009,2011,2011,2585337586,4193610534,1490,1910,2227,2256,344,26532
Mariveles,130,123,2006,2006,2005,2006,8387087155,14591386665,1373,1913,2475,2560,858,64312
Tagbilaran,64,57,2007,2007,2008,2008,1389687221,2192186984,1347,1471,1529,1583,182,13999
"Pagudpud, Luzon",67,62,2006,2006,2006,2007,1483520613,2442746576,1237,1318,1648,1684,176,13519
"Legaspi Apt, Luzon",42,36,2005,2004,2003,2004,340282263,543925694,1285,1573,1504,1506,81,6179
Masao,49,45,2010,2010,2011,2011,2315516698,4013262129,1440,1489,1558,1559,221,17078
Surigao,34,30,2010,2010,2010,2010,1912140678,3331705374,1736,1760,1842,1872,177,13696
Port San Vicente,17,17,2003,2003,2009,2010,608535676,910050171,1003,1361,2057,2446,75,5826
"Balabac, Palawan",45,42,2006,2006,2007,2009,1130964152,1799646807,1239,2125,1628,1571,161,12359
"Mabini, Mindanao",6,6,2008,2008,2007,2007,143620874,208857865,1505,1428,1556,1578,27,2065
Aparri,8,8,2001,2001,1997,1997,208366202,212876289,1368,2245,1486,1593,32,2186
Jimenez,27,27,2004,2004,2005,2005,549127281,837847888,1744,2089,1688,1643,131,10065
Atimonan/Siain,37,35,2010,2010,2011,2011,2522284659,4708995327,1289,1722,1647,1647,219,16936
"Brookes Point, Palawan",50,43,2009,2009,2010,2011,2210494546,3770437509,1945,1930,2101,2101,237,18287
"San Jose Apt, Mindoro",37,37,2006,2006,2007,2008,1446330830,2493891696,1153,1364,1295,1249,132,10211
Bauang,77,67,2006,2006,2007,2007,2416291246,4296201996,1190,1464,1854,1936,261,20171
Limay,167,112,2008,2008,2008,2007,11916471652,21909449302,1291,1866,2637,2735,1029,79370
Calapan,18,18,2003,2003,2005,2006,299899761,357324700,1768,2219,1939,1832,77,5914
Masbate,10,10,1994,1994,2003,2007,77524327,70768441,750,952,1859,1668,22,1705
"Laoag, Luzon",53,46,2006,2006,2009,2009,5780772039,6216831644,1160,2307,4017,3162,629,41346
Masinloc,134,122,2007,2007,2008,2009,5362828995,9252233616,1340,1770,1771,1800,576,44411
Sorsogon,12,11,2004,2006,2009,2012,256928010,353314048,1758,4890,1930,1750,60,4543
Surigao City,188,128,2010,2010,2011,2011,10084254460,17551307290,1721,1784,1814,1814,1106,85464
"Gigmoto, Catanduanes",5,5,2000,2000,2002,2002,120779102,201607842,1665,1708,1651,1634,14,1089
"Polanco, Mindanao",25,25,2009,2009,2011,2011,1583339717,2569027925,1752,3511,4493,4586,252,19452
El Nido/Puerto Princesa,18,18,2008,2008,1997,2001,945494473,1385843294,1248,1696,2012,1774,143,11044
Zamboanga,87,40,1998,2001,1999,1999,791434179,1227597981,419,2034,1260,1438,187,14242
"Lapu-Lapu, Cebu",47,42,2004,2004,2011,2012,729292565,1180023705,830,1498,1705,1732,127,9727
Puerto Princesa,31,23,2005,2006,2007,2007,1270969260,2195436362,1242,1883,2462,3439,108,8333
Danao,41,32,2006,2004,2007,2007,308170627,410667841,1033,1101,1160,1132,106,8101
Claveria,10,10,2001,2001,2008,2009,278707488,459948196,1247,1234,1628,1709,33,2499
Hondagua,9,9,2008,2008,2004,2004,694960089,1270766040,1073,2385,2941,3057,59,4566
Guiuan,11,9,2006,2006,2007,2007,622076483,1078184056,1679,2257,2264,2293,57,4441
Polloc (Cotabato),10,9,2001,2000,2002,2002,225865976,363467572,1761,2027,1993,1994,34,2601
Baybay,9,8,2006,2006,2006,2006,86900485,98361722,2070,1950,1942,2390,28,2159
Capoocan,15,14,2006,2006,2007,2007,189178120,289644951,1349,1562,1595,1583,57,4390
Opol,15,15,2007,2007,2009,2009,426054588,655900831,1529,1676,2132,2250,66,5103
Nasipit Port,5,5,1995,1995,2011,2011,67171546,114377400,845,999,1484,1572,12,911
Jolo,8,8,2002,2002,2003,2003,96251653,171191812,386,944,2564,2609,29,2182
Hamtic,10,10,2008,2008,2006,2006,724182250,1375952441,1397,1663,1833,1831,57,4442
Ozamiz,2,2,2007,2007,2005,2005,179485,312390,290,290,140,175,0,33
Port Ozamis,4,4,1994,1994,1990,1992,24096749,30764616,3022,5537,2259,2005,7,520
Tubigan,13,13,2007,2007,2009,2008,394298829,597061945,1188,5395,1691,1475,74,5645
Basco,11,11,2007,2007,2010,2011,477191825,638705777,1188,1537,1605,1771,44,3369
"Gigaquit, Mindanao",16,16,2010,2010,2010,2010,1038965130,1793077943,1766,1993,1994,1995,92,7103
Talibon,5,4,2000,2001,2008,2007,547040534,505434525,3304,3073,4649,4328,63,4173
Tabaco,12,12,2002,2002,2003,2003,93194596,143391202,1408,1321,1321,1334,21,1618
Makati City,2,2,2010,2010,2011,2011,26639943,39805899,556,556,520,502,4,310
Dumaguete,25,22,2008,2008,2011,2011,788016534,1261027032,1630,2350,2775,2777,135,10403
Jose Panganiban,5,4,2007,2006,2012,2012,542508581,996319249,2690,2174,3072,3066,35,2693
Mati,13,12,2005,2007,2003,2005,556043840,758868896,1697,1989,2358,2431,89,6838
Port Romblon,8,6,2004,2006,2014,2014,81505668,128326834,485,6264,4088,4615,15,1169
Santa Cruz (Marinduque Isl),2,2,1989,1989,2009,2010,4663271,7834016,847,847,1301,1496,3,260
Tandayag,8,8,2009,2009,2012,2012,836864513,1418800145,2120,3362,4596,4712,79,6080
Binan,4,4,1998,1998,2008,2008,544444588,1020569009,1997,2493,3948,4072,46,3581
Vitali/Zamboanga,4,4,2012,2012,2013,2013,133050290,222818920,1302,1323,1807,1819,16,1260
"Polillo, Polillo Isl",2,2,1998,1998,1996,1996,37960409,48784051,1123,1123,1536,1461,7,508
Labason/Zamboanga,2,2,2000,2000,2011,2011,31272377,53867892,783,783,913,912,4,323
Port Borongan,2,2,1996,1996,1996,1996,24793264,33411706,1944,1944,1934,1943,4,314
Makati,4,4,2002,2002,2007,2008,517071835,945279862,3924,3568,3563,3633,36,2817
Hinatuan,2,2,2004,2004,1999,1999,11074196,7597685,998,998,1303,1186,3,208
Medina,5,5,2008,2008,2008,2008,30903114,48564987,1216,1753,1561,1616,8,573
Boston/Davao,4,4,1997,1997,1997,1999,101230045,152837689,2027,2187,1834,1723,24,1860
"Calbayog, Samar",4,4,2011,2011,2011,2011,3519196,5866459,700,582,338,353,3,210
San Carlos,4,4,2009,2009,2018,2018,592541133,1080553280,6628,13422,7456,7397,76,5804
"Isabela, Basilan",1,1,2018,2018,2018,2018,151889,519235,160,160,160,160,0,6
Santa Clara,1,1,1978,1978,1978,1978,359708,371923,611,611,611,611,0,29
Kabasalan/Zamboanga,2,2,2006,2006,2006,2006,18744018,24346145,1934,1934,825,750,4,301
Muntinlupa City,2,2,2004,2004,2003,2003,60072200,97484682,1438,1438,1292,1300,7,521
Abulug,4,4,2004,2004,2006,2006,348502972,614034643,2763,3031,3208,3187,24,1824
"Burdeos, Polillo Isl",1,1,2011,2011,2011,2011,360226027,637830609,10854,10854,10854,10854,29,2271
Philippines,4,4,2002,2002,2003,2001,88100904,89566932,652,2322,1250,1150,18,1370
Kalamansig,2,2,2004,2004,2015,2015,256983452,480194026,3126,3126,5781,5740,21,1626
"Himamaylan, Negros",2,2,2000,2000,1999,1997,146573944,205310361,1382,1382,1104,1348,19,1356
Leyte,1,1,2012,2012,2012,2012,7663967,9894801,787,787,787,787,3,202
"Marihatag, Mindanao",1,1,2012,2012,2012,2012,12339437,14703048,1738,1738,1738,1738,2,130
Bais,1,1,2009,2009,2009,2009,19828869,31296035,1568,1568,1568,1568,6,489
Aras Asan/Bislig,1,1,1996,1996,1996,1996,44563779,78054621,1711,1711,1711,1711,4,303
Catbalogan,1,1,1990,1990,1990,1990,121035,198380,295,295,295,295,2,154
