,imp_code_str3,imp_name,HS2,description,USD,tonne
0,384,Côte d'Ivoire,27," Anthracite, not agglomerated",2196140944.532,4086367.450287
1,384,Côte d'Ivoire,25," Salt (sodium chloride) including solution, salt water",135124297.891,3902668.239682
2,384,Côte d'Ivoire,10, Durum wheat,807406536.945,2171486.342
3,384,Côte d'Ivoire,26," Iron ore, concentrate, not iron pyrites,unagglomerate",18711386.268,538855.0920000001
4,384,Côte d'Ivoire,03," Ornamental fish, live",467987853.329,483954.303
5,384,Côte d'Ivoire,72," Pig iron, non-alloy, <0.5% phosphorus",258790649.6,341127.483407
6,384,Côte d'Ivoire,39, Polyethylene - specific gravity <0.94 in primary form,415371942.87,304215.98530400003
7,384,Côte d'Ivoire,31," Animal or vegetable fertilizers, in packs >10 kg",65157952.919,229661.726
8,384,Côte d'Ivoire,69," Bricks, blocks and ceramic goods of siliceous earths",44335008.169,218565.67095
9,384,Côte d'Ivoire,07," Potatoes seed, fresh or chilled",41269957.023,179622.318557
10,384,Côte d'Ivoire,48, Newsprint,163458062.976,177059.985319
11,384,Côte d'Ivoire,28, Chlorine,75803918.58,146794.342897
12,384,Côte d'Ivoire,73, Sheet piling of iron or steel,249983916.37,134417.029928
13,384,Côte d'Ivoire,15," Lard, other pig fat and poultry fat, rendered",77269595.799,131118.834
14,384,Côte d'Ivoire,11, Wheat or meslin flour,47571711.335,118194.287
15,384,Côte d'Ivoire,02," Bovine carcasses and half carcasses, fresh or chilled",80352956.46700001,118088.002
16,384,Côte d'Ivoire,87, Pedestrian controlled tractors,481606918.348,115659.980469
17,384,Côte d'Ivoire,84, Nuclear reactors,645061526.838,112371.080118
18,384,Côte d'Ivoire,23," Flour or meal, pellet of meat or offal for animal fee",49839099.383,88275.879472
19,384,Côte d'Ivoire,22, Mineral and aerated waters not sweetened or flavoured,70794574.525,87709.642
20,384,Côte d'Ivoire,38, Artificial graphite,212669749.20099998,84055.79608
21,384,Côte d'Ivoire,89," Cruise ships, excursion boats, ferry boats",188439688.542,72641.26541
22,384,Côte d'Ivoire,70," Glass cullet, waste or scrap, glass in the mass",35060620.295,56736.196256
23,384,Côte d'Ivoire,85, Electric motors of an output < 37.5 watts,259046760.574,49125.753128
24,384,Côte d'Ivoire,17," Raw sugar, cane",21716003.334,49042.157
25,384,Côte d'Ivoire,29, Saturated acyclic hydrocarbons,101229526.3,46952.106987
26,384,Côte d'Ivoire,19," Infant foods of cereals, flour, starch or milk, retai",79892671.604,43829.426
27,384,Côte d'Ivoire,94," Seats, aircraft",82549211.62099999,38046.728666
28,384,Côte d'Ivoire,20," Cucumbers,gherkins, prepared or preserved by vinegar",22277665.089,32339.342028
29,384,Côte d'Ivoire,63, Electric blankets of textile material,40357867.073,26599.672618
30,384,Côte d'Ivoire,40," Natural rubber latex, including prevulcanised",60691157.13,24438.174221
31,384,Côte d'Ivoire,32, Quebracho tanning extract,51249210.467,22775.706182
32,384,Côte d'Ivoire,76," Aluminium unwrought, not alloyed",110351981.65799999,21266.507596
33,384,Côte d'Ivoire,68," Stone setts, curbstones, flagstones (except slate)",10523583.016,21238.663317
34,384,Côte d'Ivoire,04, Milk not concentrated nor sweetened < 1% fat,56994687.042,21010.179745
35,384,Côte d'Ivoire,21," Coffee extracts, essences, concentrates, preparations",41323618.65,20738.116651
36,384,Côte d'Ivoire,34," Soaps, for toilet use, solid",33373297.265,20521.72378
37,384,Côte d'Ivoire,30," Glands and other organs, dried, for therapeutic uses",223223994.49999997,13551.865946999998
38,384,Côte d'Ivoire,53," Flax fibre, raw or retted",13634275.144,13186.891
39,384,Côte d'Ivoire,05," Hair, human, unworked, waste of human hair",13139146.977,13124.511
40,384,Côte d'Ivoire,08," Coconuts, fresh or dried",12377191.733,12239.732362
41,384,Côte d'Ivoire,83, Padlocks of base metal,22778999.856,11425.803178
42,384,Côte d'Ivoire,33, Essential oils of bergamot,93884428.49599999,10294.989779
43,384,Côte d'Ivoire,44, Fuel wood,8609686.071,10049.854933
44,384,Côte d'Ivoire,24," Tobacco, unmanufactured, not stemmed or stripped",135708392.94799998,9582.15607
45,384,Côte d'Ivoire,96," Worked ivory, articles of ivory",19350331.279,9048.890194
46,384,Côte d'Ivoire,64," Waterproof footwear (Wellingtons etc), metal toe cap",16670615.564999998,8229.545419999999
47,384,Côte d'Ivoire,54, Sewing thread of synthetic filaments,7209488.617,6435.035999999999
48,384,Côte d'Ivoire,82, Spades and shovels,16596721.713,5629.537548
49,384,Côte d'Ivoire,61," Mens, boys overcoats, etc, of wool or hair, knit",10684301.833,4928.050486
50,384,Côte d'Ivoire,62," Mens, boys overcoats of wool or hair, not knit",11638866.867,4816.977816
