Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,797,176,1083,1312,1990,1991,1992,1992,390,476,483,480,56,85,191,188,64,74,100,99,282.7,21335,21744,3489959,10060285,14330245,4379,14973,20869
Oil tanker,563,58,1414,2260,2004,2006,2006,2006,240,374,392,396,67,185,498,511,42,62,69,68,992.2,74528,75959,3746569,6178629,6667132,6655,19175,24139
Ferry-RoPax,461,10,1499,561,1991,1991,1989,1988,214,218,311,310,25,27,52,52,17,20,60,60,505.5,38264,38999,3485113,8618409,10574843,7560,16137,14698
Ro-Ro,373,7,814,558,2004,2001,2005,2005,238,252,270,270,27,31,51,51,18,20,34,34,259.0,20002,20386,769190,2835555,2012651,2062,4905,5783
Bulk carrier,57,11,60,81,1982,1985,1987,1989,264,300,315,303,91,134,156,146,25,38,57,57,36.3,2734,2786,141444,322957,388477,2481,7570,9441
Chemical tanker,49,22,86,122,2009,2009,2009,2009,241,414,400,396,121,146,290,301,31,53,89,89,130.9,9829,10018,222555,661931,839240,4542,15145,19363
Service - tug,38,24,15,13,2009,2008,2008,2006,416,622,568,580,180,386,408,384,30,446,783,773,32.6,2447,2494,339459,802717,1074795,8933,23067,31144
Service - other,3,3,1,0,1981,1981,1980,1979,77,179,120,129,224,221,242,241,51,77,89,93,1.7,129,132,1851,3798,4093,617,1373,1550
Ferry-pax only,2,2,2,0,1977,1977,1969,1969,4127,4127,2951,2935,2788,2788,4688,4683,26,26,42,42,10.5,790,805,15214,30984,39030,7607,17689,23320
Refrigerated bulk,1,1,1,1,1995,1995,1995,1995,177,177,177,177,154,154,154,154,16,16,16,16,2.3,172,175,1934,4226,4760,1934,4121,4450
Miscellaneous - fishing,1,1,0,0,1984,1984,1984,1984,185,185,185,185,1966,1966,1966,1966,392,392,392,392,3.8,287,293,539,1195,1359,539,1268,1503
