Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,807,176,1093,1324,1990,1991,1992,1992,299,470,480,478,50,86,196,192,21,42,123,118,282.5,21319,21728,3540820,10204933,14541450,4388,14975,20897
Oil tanker,560,57,1413,2244,2004,2006,2006,2006,249,686,394,396,35,73,137,134,33,146,420,441,898.7,67526,68823,3768605,5983145,6419050,6730,19628,24832
Ferry-RoPax,462,10,1534,575,1991,1991,1988,1988,240,249,317,318,28,29,56,55,22,22,62,59,658.4,49744,50699,3571618,8832328,10837323,7731,16502,15030
Ro-Ro,371,7,853,586,2004,2001,2005,2005,258,262,285,285,30,31,48,48,20,18,31,31,261.3,20161,20548,804733,2948939,2101174,2169,5159,6075
Bulk carrier,54,10,58,74,1982,1981,1982,1982,365,346,414,413,67,61,179,178,13,14,136,135,29.6,2226,2269,156705,355440,428193,2902,8750,10922
Chemical tanker,50,22,104,150,2009,2009,2010,2010,432,475,479,483,50,61,85,85,20,70,130,135,87.5,6573,6699,280224,827603,1048169,5604,18589,23727
Service - tug,41,26,53,45,2008,2007,2007,2007,374,1482,1600,1549,88,722,3422,3317,30,93,88,89,52.2,3919,3995,1159844,2742682,3672303,28289,73047,98626
Service - other,6,5,32,19,1989,1989,2000,2009,1539,3682,2962,4213,1885,2510,4548,4572,38,267,351,132,37.0,2775,2829,131047,268879,289733,21841,48600,54876
Ferry-pax only,2,2,1,0,1977,1977,1968,1968,1297,1297,905,900,450,450,793,793,108,108,194,194,2.2,167,170,4665,9501,11968,2333,5424,7151
Refrigerated bulk,1,1,1,1,1995,1995,1995,1995,266,266,266,266,77,77,77,77,12,12,12,12,1.2,89,91,2898,6332,7132,2898,6175,6667
