int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Kallo,1346,661,2006,2007,2006,2007,42129697803,32300853430,426,1187,1300,1408,5226,397698
Nieuwpoort,2432,1552,2006,2007,2008,2008,78166182361,109564878541,569,1368,1377,1441,10305,786973
Antwerp,1866,1038,2006,2006,2008,2009,34290035316,52454479744,315,951,1463,1483,6327,481483
Terdonk,748,419,2002,2004,2009,2010,8759180334,14771478243,226,965,1911,2141,1233,94214
Zandvliet,2107,1285,2006,2006,2009,2010,37643557290,55020193626,299,1007,1332,1340,6147,468115
Doel,3900,963,2007,2008,2008,2008,148726034894,160607222128,352,749,676,672,17957,1368137
Wondelgem,297,249,2003,2004,2008,2008,2342178772,3612056169,265,699,1346,1408,400,30474
Ekeren,343,242,2003,2004,2008,2008,2938206038,4117746579,370,753,893,989,559,42469
Burcht,41,22,2004,2003,2006,2006,89160689,128588343,637,530,556,545,51,3858
Adinkerke,547,406,2005,2005,2007,2008,5430689407,7122784491,541,944,1199,1213,961,73365
Pijp Tabak,1110,678,2004,2005,2007,2008,9951071579,13457353926,306,846,1044,1106,2515,190916
Kieldrecht,376,166,2008,2008,2010,2009,16009287599,6634272902,399,735,768,728,1363,104165
Berendrecht,385,233,2007,2007,2009,2009,16105347655,23726461851,977,1398,1942,1979,2478,189454
Zeebrugge,5913,804,2003,2005,2008,2008,118497310128,67582655630,211,1020,636,788,14652,1079767
Rieme,604,324,2002,2006,2011,2011,10898491920,19235211895,228,1096,1987,2113,1215,92902
Gent,530,182,2005,2005,2007,2008,9753695692,8543227752,551,1177,748,1060,1564,118095
Langerbrugge,166,118,2001,2003,1999,1999,3339611570,5095429365,239,1045,2374,3090,464,35682
Oostkerke,21,16,2000,2003,2012,2011,472745574,140582807,343,597,826,739,33,2506
Verbrande Brug,14,11,1998,2000,2002,2002,25990984,37089828,777,779,818,824,7,550
Noeveren,58,47,2006,2005,2007,2007,188157279,266350040,849,827,908,901,58,4348
Wintham,106,55,1998,2001,2003,2003,153968516,236154358,358,672,607,628,56,4231
Oostende,549,244,2000,2001,2006,2006,2513826844,2999515022,243,721,736,771,609,46099
Brugge,114,74,1996,1998,2002,2001,243571211,343734203,581,671,833,808,74,5586
Blankenberge,85,45,1999,1998,2004,2005,204858574,197931025,209,435,282,379,76,5733
Niel,1,1,1994,1994,1994,1994,2610356,3978216,929,929,929,929,1,53
Lillo,159,102,2004,2005,2006,2005,669229663,740621266,259,622,838,671,205,15567
Willebroek,48,44,2002,2002,2005,2005,112557084,167877564,808,802,848,851,35,2665
Kruibeke,47,16,2002,1999,2007,2007,29121329,39762661,95,470,381,417,10,752
Hemiksem,59,42,2004,2005,2004,2004,156729537,228042936,319,624,688,695,68,5143
Bever,1,1,2008,2008,2008,2008,71140,64632,49,49,49,49,0,4
Ruisbroek,42,42,2005,2005,2006,2006,75836959,104985251,340,520,581,564,26,1932
Lokeren,1,1,2009,2009,2009,2009,1040837,1791088,33,33,33,33,0,15
Zelzate,225,100,2000,2002,2008,2009,1461784141,2225752298,238,687,1091,1358,343,25957
Boom,27,27,2003,2003,2007,2007,97828285,142915700,704,968,1260,1281,28,2107
Wijnegem,56,13,1998,1997,2003,2004,54265602,72057206,242,450,472,531,21,1583
Olen,3,3,2003,2003,2003,2002,1436578,1944425,280,266,269,270,1,41
Schilde,3,2,2002,2004,2007,2007,3212594,4622462,240,772,576,585,1,100
Merksem,16,10,1988,1990,1996,1997,8483892,10498431,235,355,324,350,3,254
Genenbos,2,1,2011,2011,2011,2011,2925651,4255191,828,828,828,828,1,83
Schoten,9,4,1997,1999,1994,1998,6813576,6310082,231,283,237,250,2,146
Oelegem,7,6,1998,1999,1999,2000,4613690,6519573,344,470,418,427,2,156
Sint-Amands,1,1,2016,2016,2016,2016,14644980,22636048,579,579,579,579,2,171
Oosterlo,3,3,2000,2000,1999,1999,1728008,2112486,313,312,314,314,1,56
