int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Schelle,6,5,2001,2005,2010,2010,7641930,10210480,67,442,270,284,2,147
Wulpen,3,3,1992,1992,1992,1993,460198,238346,150,906,709,446,2,120
Sas-Slijkens,19,16,1993,1994,1991,1991,20401238,30643147,331,638,601,626,15,1144
Herentals,2,2,1998,1998,1998,1998,1501071,1921468,383,383,380,388,0,28
Massenhoven,4,3,1997,1997,1997,1998,2119603,2953435,310,292,316,315,1,68
Oupeye,1,1,1997,1997,1997,1997,487708,682279,256,256,256,256,0,14
Maasmechelen,1,1,1997,1997,1997,1997,586849,820972,308,308,308,308,0,19
Grobbendonk,1,1,1997,1997,1997,1997,605695,847337,318,318,318,318,0,17
Veldwezelt,2,1,1997,1997,1997,1997,2066990,2891616,543,543,543,543,1,54
Jupille-Sur-Meuse,13,6,1993,1995,1994,1994,7372132,9955893,321,377,367,366,3,243
Eindhout,1,1,1997,1997,1997,1997,773430,1081990,406,406,406,406,0,20
Kerkhove,1,1,2011,2011,2011,2011,585693,724034,40,40,40,40,0,7
Zwijnaarde,1,1,2011,2011,2011,2011,1657533,2049044,112,112,112,112,0,25
Leffinge,2,2,1999,1999,1998,1999,159361,76310,582,582,567,535,1,49
Paal,1,1,2000,2000,2000,2000,1565438,2217017,825,825,825,825,1,42
Godsheide,1,1,2000,2000,2000,2000,1809580,2562777,953,953,953,953,1,49
Evergem,1,1,2000,2000,2000,2000,260865,369444,137,137,137,137,0,8
Deurne,1,1,1985,1985,1985,1985,424104,552609,375,375,375,375,0,14
Genk,3,2,1995,1992,1999,1999,2451366,3454966,472,369,497,504,1,58
Tessenderlo,1,1,1985,1985,1985,1985,392271,511130,347,347,347,347,0,14
Oevel,9,3,2004,1993,2008,2009,30345062,50526897,377,339,816,822,11,801
Hoboken,1,1,2007,2007,2007,2007,1653411,2543453,415,415,415,415,1,43
Wellen,1,1,1999,1999,1999,1999,568641,636867,278,278,278,278,0,3
Moerzeke,1,1,1985,1985,1985,1985,26801,51229,46,46,46,46,0,12
Tisselt,4,4,1998,1998,2007,2008,7402629,12134162,637,772,824,857,2,189
Herstal,4,4,2003,2003,2006,2006,5791856,8318317,562,793,752,767,2,156
Zandvoorde,4,3,1999,1999,1999,1999,1616180,2250869,180,185,184,184,2,128
Langerlo,1,1,2009,2009,2009,2009,2466595,4121013,493,493,493,493,1,42
Viersel,1,1,2010,2010,2010,2010,1190723,1731838,674,674,674,674,0,35
Kapelle-Op-Den-Bos,4,4,1978,1978,2000,2000,24604323,41274639,617,630,505,502,5,384
Floriffoux,1,1,2016,2016,2016,2016,21063,10151,42,42,42,42,0,19
Engis,1,1,2016,2016,2016,2016,60111,28969,121,121,121,121,0,18
Humbeek,1,1,1997,1997,1997,1997,2679341,3915786,1128,1128,1128,1128,1,55
Berneau,1,1,1973,1973,1973,1973,48163,12934,251,251,251,251,0,5
Leopoldsburg,1,1,1973,1973,1973,1973,4006199,1075835,20866,20866,20866,20866,7,558
Wiers,1,1,2008,2008,2008,2008,1334029,1930267,238,238,238,238,0,35
Marly,1,1,1916,1916,1916,1916,8136,11507,73,73,73,73,0,6
Richelle,1,1,1999,1999,1999,1999,3274,1033,45,45,45,45,7,505
Lier,1,1,1988,1988,1988,1988,1569887,667295,205,205,205,205,0,22
