int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,865,681,2009,2010,2010,2010,49692888476,85199035836,1324,2056,2060,2076,4856,372505
Chemical tanker,4496,1143,2006,2008,2009,2009,66555920309,107289409677,299,1382,1377,1420,13665,1041812
General cargo,4162,1511,2003,2004,2005,2005,23570242860,33027718469,401,840,1082,1088,4845,368164
Container,4904,751,2006,2008,2008,2008,180578312029,202897592447,283,695,688,696,22645,1727497
Vehicle,2462,470,2004,2007,2007,2007,99505080773,34214588144,359,1002,970,980,7061,538773
Liquefied gas tanker,1264,245,2008,2009,2012,2011,35985366122,32724347640,367,1745,2201,2030,5230,363422
Service - other,559,110,1998,2002,2001,2001,1143000877,1767514070,178,596,511,527,499,37507
Service - tug,686,111,2000,2003,2001,2001,50031541,34990928,86,196,200,209,131,9846
Oil tanker,629,305,2008,2009,2011,2011,36172445591,64180669883,446,1792,1862,1883,4741,360908
Miscellaneous - fishing,256,60,1994,1992,1991,1991,59844233,36262911,279,561,443,506,105,7849
Ro-Ro,3558,93,2004,2006,2006,2006,48018950050,23839389864,203,732,442,473,8013,605049
Ferry-pax only,7,5,1954,1958,1974,1972,4289688,1153911,87,2199,2802,1551,12,938
Cruise,195,67,2003,2001,2007,2005,3538398978,333527484,211,239,236,241,820,61751
Offshore,146,74,2001,2002,2007,2007,225931952,185383686,213,462,273,345,191,14330
Refrigerated bulk,75,26,1995,1996,1995,1995,3005135663,3020802462,3872,3483,3678,3694,1413,107841
Ferry-RoPax,176,4,1987,1998,1987,1987,1142304921,228055354,204,360,206,205,268,20100
Other liquids tankers,32,5,1995,1996,1999,1999,2468367350,3208564002,5492,4570,4493,4448,654,50469
