Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,238,58,4757,5865,2005,2006,2007,2007,770,1290,1106,1107,89,136,170,171,20,44,50,51,844.6,64827,66072,5541554,17858294,20111751,23284,79995,94673
Bulk carrier,157,149,41664,79693,2009,2009,2010,2010,2360,3914,5443,5591,328,460,851,858,50,84,35,34,2581.7,199803,203640,18975265,39119204,46270816,120862,365512,427713
General cargo,122,86,997,1348,2001,2003,2007,2007,665,1045,1168,1183,78,133,194,196,31,54,87,93,223.1,17098,17426,1280257,3974727,5662870,10494,45279,60568
Refrigerated bulk,116,59,1249,1416,1990,1991,1991,1991,1719,1798,1746,1736,251,251,286,285,98,139,146,147,975.2,73838,75256,4199319,9175717,10335582,36201,77144,83292
Miscellaneous - fishing,115,49,2503,1379,1988,1992,1988,1989,1132,9425,8752,6607,238,1295,3265,2846,125,724,664,605,837.9,63712,64935,9698787,21513780,24458989,84337,198484,235291
Oil tanker,68,18,523,804,2008,2008,2006,2006,585,1333,825,826,198,207,280,280,44,138,51,49,338.7,25619,26111,994257,1696132,1859658,14621,44717,55524
Chemical tanker,58,45,1599,2569,2008,2009,2009,2010,985,1459,1480,1471,140,158,208,205,41,46,54,53,267.8,20637,21033,836116,4363857,5094205,14416,88034,107801
Ro-Ro,25,18,913,458,2001,2002,2003,2004,748,988,878,880,62,113,109,112,25,27,29,29,124.1,9580,9764,520657,1202586,1180352,20826,49099,53592
Liquefied gas tanker,19,5,99,118,2011,2011,2012,2012,481,1017,791,776,75,84,129,126,46,80,71,68,41.4,3159,3219,89275,258645,285627,4699,25725,33829
Service - tug,12,7,43,42,2008,2008,2008,2008,1098,2516,2314,2457,262,1051,2238,2349,16,195,487,589,22.8,1714,1746,1078409,2550112,3414462,89867,232054,313312
Service - other,10,5,39,30,2010,2012,2012,2011,739,2743,1342,1121,241,409,414,449,23,214,127,139,20.0,1502,1531,211700,434361,468050,21170,47107,53190
Vehicle,5,3,255,91,2011,2010,2010,2011,266,514,847,842,26,58,164,165,17,21,18,18,13.3,1027,1046,92493,407796,472269,18499,70313,75673
