int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Offshore,308,196,2009,2010,2012,2011,10661628372,10376361067,751,1756,2562,2298,2012,143850
Oil tanker,7078,1838,2007,2008,2009,2009,733201130968,1355392610875,775,2853,3039,3114,71273,5509788
Container,15483,1909,2007,2008,2011,2011,1759144116576,1911536959730,910,1804,2129,2065,170091,13163214
Bulk carrier,10431,5074,2010,2010,2011,2011,1678444110069,3084164594661,2608,3756,4101,4164,118197,9152813
Chemical tanker,6237,1447,2008,2009,2009,2009,181653860901,294144038509,1224,1936,2001,2018,33690,2596521
Service - other,1695,153,2013,2006,2005,2005,5341798918,6765790724,82,1657,349,302,1385,105558
General cargo,3240,1153,2006,2007,2008,2008,114763713450,162214187062,1438,2547,2898,2971,15361,1182708
Service - tug,2045,532,2008,2009,2009,2009,1654556994,1379033027,123,999,1178,1240,1677,126363
Vehicle,1750,488,2006,2007,2008,2008,259543846466,86909903930,2294,2835,2738,2740,15691,1215133
Other liquids tankers,22,10,2010,2007,2000,2001,236095079,303175255,55,896,2525,2572,72,5480
Miscellaneous - fishing,40,20,2009,2002,2003,2002,109711980,78020654,454,3074,1151,1412,81,6088
Liquefied gas tanker,2309,751,2008,2008,2009,2009,423002408011,373754220228,2359,3067,3633,3570,50145,3520538
Refrigerated bulk,139,70,1998,1995,2000,2000,3608336736,3776962540,2384,3481,3315,3367,1534,116842
Cruise,272,61,2004,2001,2005,2005,19058536437,1940339881,563,928,706,740,4119,318988
Ro-Ro,385,39,2011,2008,2003,2004,447649759,359792394,43,635,594,452,401,30332
Ferry-pax only,1179,82,2003,2002,1994,1994,414593752,117608620,421,1061,1025,1249,557,41970
Ferry-RoPax,23,10,1995,1998,2001,2002,200909721,43234809,599,5330,2467,2629,234,17459
