int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Pulau Sebarok,3401,2047,2007,2007,2008,2008,248797722150,356746920177,1112,2190,2912,2867,29622,2208779
Pulau Ayer Chawan,7393,2663,2009,2008,2009,2009,552931854281,759652575721,887,2348,3014,2871,59718,4396453
Bukit Merah Estate,9226,3566,2007,2008,2009,2009,613940734167,910310748220,1438,2626,2287,2676,64618,4992255
Changi,10293,5782,2010,2010,2010,2010,1378766148038,2404393776718,2330,2931,3321,3319,103219,7984340
Pasir Panjang Terminal,7040,1900,2006,2007,2010,2010,699083586037,680009560928,1154,1776,2123,2082,67283,5206113
Tuas,2089,947,2006,2007,2009,2009,92620302354,157098485640,308,1790,2826,2914,9158,690091
Singapore,1671,1067,2007,2008,2009,2009,111190734047,165119138279,914,1869,2429,2525,12091,934217
Pulau Bukom,3070,1642,2008,2008,2009,2009,227292741392,267789936073,1410,2344,3255,2971,28736,2119061
Pasir Panjang Wharves,7052,1759,2008,2008,2012,2012,1200077825672,1269418315807,1319,1950,2861,2769,112779,8728664
Jurong/Singapore,1084,532,2007,2008,2008,2008,24716622882,27539277338,535,1609,1974,1753,2713,208550
Sembawang,365,213,2006,2007,2007,2008,25907994769,28230130900,673,2143,3586,3456,3620,245977
